WT_1	WT_2	KO_1	KO_2
Gnl3l	1174	1149	1285	1102
Gnmt	7	0	3	4
Gnpat	1612	1576	1806	1692
Gnpda1	373.93	348	440.46	409
Gnpda2	578	540	669	637
Gnpnat1	1030.33	1069.69	1159.42	1046.59
Gnptab	1823	1707	1834	1685
Gnptg	318.39	318.95	432.93	339.06
Gnrh1	4	2	3	5
Gnrhr	0	0	0	0
Gns	6467	6225	7689	6947
Golga1	525	464	605	571
Golga2	1397	1330	1574	1434
Golga3	1553	1360	1547	1478
Golga4	2418	2192	2477	2361
Golga5	947	871	1010	973
Golga7	1652	1751	2098	1835
Golga7b	0	0	0	0
Golgb1	4442	3698	4290	3986
Golim4	4187	4053	4601	4177
Golm1	894	857	1059	946
Golph3	2286	2096	2512	2336
Golph3l	659	568	631	616
Golt1a	0	0	0	0
Golt1b	1635	1608	1782	1567
Gon4l	1237.49	1154.26	1397.34	1218.94
Gopc	1861	1921	2247	2011
Gorab	314	378	412	379
Gorasp1	478.88	454.07	516.83	467.96
Gorasp2	2634	2659	3129	2875
Gosr1	1027	966	1107	996
Gosr2	2499	2517	2859	2569
Got1	1716	1765	1742	1576
Got1l1	0	2	3	7
Got2	3519	3506	3952	3451
Gp1ba	17	17	21	29
Gp1bb	148.32	148.9	139.17	126.18
Gp2	0	0	0	0
Gp5	5	3	0	3
Gp6	0	0	0	0
Gp9	0	0	0	0
Gpa33	0	0	0	1
Gpaa1	1108	1176	1345	1038
Gpalpp1	1139	1101	1139	1086
Gpam	4329	3761	3755	3478
Gpank1	196	181	222	170
Gpat2	2	4	5	3
Gpatch1	351	366	416	373
Gpatch11	424	392	493	448
Gpatch2	417	447	395	412
Gpatch2l	455	449	481	407
Gpatch3	121	113	124	123
Gpatch4	460	500	533	448
Gpatch8	1308	1209	1254	1250
Gpbar1	1	0	1	1
Gpbp1	1750	1747	2168	1923
Gpbp1l1	930.78	921.54	1077.48	993.21
Gpc1	2100	1966	2587	2183
Gpc2	73	85	73	77
Gpc3	398	406	366	357
Gpc4	2025	2089	2395	2072
Gpc5	0	0	0	1
Gpc6	4455	4310	4268	4187
Gpcpd1	459	566	606	514
Gpd1	88	26	68	40
Gpd1l	574	625	626	589
Gpd2	279	237	317	290
Gper1	2	0	4	0
Gpha2	4	0	0	1
Gphb5	0	1	0	0
Gphn	518	518	557	475
Gpi1	7380	7150	9913	8138
Gpihbp1	56	49	88	58
Gpkow	810	828	909	831
Gpld1	259	243	266	242
Gpm6a	17	15	10	9
Gpm6b	2670	2607	3052	2860
Gpn1	431	397	440	345
Gpn2	170	175	219	205
Gpn3	357	382	408	403
Gpnmb	3803	3680	6712	5754
Gpr1	1	0	2	0
Gpr101	0	0	0	0
Gpr107	1486	1432	1665	1496
Gpr108	1386	1354	1606	1365
Gpr119	0	0	0	0
Gpr12	0	0	1	0
Gpr132	2	1	4	3
Gpr135	21	28	24	27
Gpr137	547.37	494.91	559.19	562.03
Gpr137b	292.7	307.49	293.01	257.14
Gpr137b-ps	101.3	54.51	267.99	250.86
Gpr137c	5	5	11	4
Gpr139	0	0	0	0
Gpr141	1	1	0	1
Gpr142	0	0	0	0
Gpr143	0	0	0	0
Gpr146	230	184	222	203
Gpr149	0	0	0	0
Gpr15	0	0	0	1
Gpr150	0	1	0	0
Gpr151	4	0	0	3
Gpr152	1	1	1	0
Gpr153	707	667	1015	807
Gpr155	145	157	137	136
Gpr156	13	10	9	5
Gpr157	62	54	58	82
Gpr158	0	0	0	0
Gpr160	24	26	25	24
Gpr161	103	105	78	79
Gpr162	86	69	86	89
Gpr165	2	5	2	7
Gpr17	8.12	5.04	4.04	7.08
Gpr171	1	0	1	1
Gpr173	26	31	33	25
Gpr174	0	0	0	0
Gpr176	321	278	384	334
Gpr179	1	0	3	0
Gpr18	0	0	0	1
Gpr180	757	779	915	756
Gpr182	50	42	63	48
Gpr183	0	2	1	0
Gpr19	86	76	84	82
Gpr20	0	0	1	0
Gpr21	3	1	1	2
Gpr22	1	1	3	0
Gpr25	0	1	0	0
Gpr26	0	0	0	0
Gpr27	26	30	26	30
Gpr3	4	1	6	4
Gpr31b	1	0	0	0
Gpr33	0	0	0	0
Gpr34	1	2	2	0
Gpr35	27	21	51	28
Gpr37	0	0	0	0
Gpr37l1	0	0	0	0
Gpr39	122.85	159.9	242.09	193.4
Gpr4	24	15	34	24
Gpr45	0	0	0	0
Gpr50	5	1	4	6
Gpr52	0	0	0	0
Gpr55	1	1	1	1
Gpr6	0	0	0	0
Gpr61	1	1	4	1
Gpr62	1	2	6	3
Gpr63	47	53	54	56
Gpr65	9	11	18	10
Gpr68	35	23	43	33
Gpr75	8	6	5	10
Gpr82	1	1	2	1
Gpr83	0	0	0	0
Gpr84	3	3	3	6
Gpr85	13	11	9	10
Gpr87	1	0	14	12
Gpr88	457	489	428	366
Gpr89	310	276	335	300
Gprasp1	464.17	438.59	487.69	455.2
Gprasp2	5.16	4.27	2.07	5.2
Gprc5a	18	25	25	24
Gprc5b	2537.63	2424.35	2920.74	2500.91
Gprc5c	16	19	64	61
Gprc5d	0	0	0	1
Gprc6a	0	0	0	0
Gprin1	22	9	10	9
Gprin2	1	0	0	0
Gprin3	31	32	31	23
Gps1	1710	1671	1915	1708
Gps2	267	284	370	266
Gpsm1	451.39	471.44	425.81	362.48
Gpsm2	441.42	427.07	574.1	468.16
Gpsm3	96	88	186	139
Gpt	21	19	16	24
Gpt2	533	519	754	641
Gpx1	1147	1225	1674	1228
Gpx2	0	0	3	2
Gpx2-ps1	1	0	0	0
Gpx3	51192	52423	50143	45465
Gpx4	3489	3625	4270	3424
Gpx5	0	0	0	0
Gpx6	0	0	0	0
Gpx7	540	586	769	597
Gpx8	1436	1459	1754	1463
Gramd1a	869	864	1006	878
Gramd1b	686	651	571	546
Gramd1c	10	13	15	11
Gramd2	0	0	4	3
Gramd3	446	461	590	475
Gramd4	819	863	986	850
Grap	21	25	30	24
Grap2	1	0	0	0
Grasp	353	330	365	301
Grb10	6352	5868	7060	6382
Grb14	100	108	94	76
Grb2	1316	1366	1582	1339
Grb7	0	1	6	4
Grcc10	523	497	594	428
Greb1	2386	2200	2098	1924
Greb1l	78	76	66	54
Grem1	176	169	116	128
Grem2	1166	1231	1534	1348
Grhl1	176	153	139	142
Grhl2	0	0	13	15
Grhl3	0	0	3	5
Grhpr	299	260	422	297
Gria1	3	1	2	2
Gria2	0	1	0	1
Gria3	1534	1474	1191	1210
Gria4	132	121	148	130
Grid1	12	9	17	22
Grid2	0	0	0	0
Grid2ip	5	1	2	5
Grifin	0	0	0	0
Grik1	2	0	4	2
Grik2	49	40	49	39
Grik3	10	10	15	15
Grik4	2	2	2	3
Grik5	117	112	126	144
Grin1	30.79	31.66	27.47	30.12
Grin1os	5.21	1.34	5.53	2.88
Grin2a	0	0	1	0
Grin2b	0	2	0	0
Grin2c	3	2	1	4
Grin2d	86	75	91	82
Grin3a	100	88	74	76
Grin3b	7	5	7	6
Grina	3205	3064	2971	2769
Grip1	2	0	6	1
Grip1os1	0	0	0	0
Grip1os2	0	0	0	0
Grip2	3	5	7	2
Gripap1	687	654	800	647
Grk1	1	2	3	1
Grk4	62	46	53	41
Grk5	1160	1038	1244	1164
Grk6	1215	1156	1383	1138
Grm1	2	5	9	2
Grm2	2	0	1	0
Grm3	0	0	0	0
Grm4	1	0	0	1
Grm5	0	0	0	0
Grm6	0	1	1	1
Grm7	0	0	0	0
Grm8	1	0	0	1
Grn	8871	8694	10576	9616
Grp	0	0	0	1
Grpel1	769.1	864.02	971.16	771.98
Grpel2	283	280	388	329
Grpr	0	0	0	1
Grrp1	8	6	15	9
Grsf1	1492	1472	1726	1572
Grtp1	2	8	12	8
Grwd1	491	519	569	470
Grxcr1	0	0	0	0
Grxcr2	0	0	0	0
Gsap	56	63	95	92
Gsc	37	27	24	26
Gsc2	0	0	0	0
Gsdma	0	0	0	0
Gsdma2	0	0	0	0
Gsdma3	0	0	0	0
Gsdmc	0	0	1	0
Gsdmc2	0	0	0	0
Gsdmc3	0	0	0	0
Gsdmc4	4	1	1	3
Gsdmcl-ps	0	0	0	0
Gsdmcl1	0	0	0	0
Gsdmcl2	0	0	0	0
Gsdmd	267	276	366	317
Gse1	1360.42	1291.08	1434.86	1277.63
Gsg1	3	1	0	0
Gsg1l	0	0	0	0
Gsg2	161	153	190	160
Gsk3a	1349.61	1259.65	1347.48	1195.09
Gsk3b	3039.93	2866.88	3142.43	2934.97
Gskip	469	416	527	437
Gsn	10720	10431	10230	9477
Gspt1	3735.7	3774.03	4179.73	3698.71
Gspt2	166	164	200	185
Gsr	944	976	1236	1115
Gss	394	452	484	431
Gsta1	0	0	1.25	3.47
Gsta2	1	0	3.75	1.27
Gsta3	202	219	246	184
Gsta4	6	6	9	12
Gstcd	232	245	327	264
Gstk1	130	141	195	136
Gstm1	1269	1327	1329	1254.93
Gstm2	2118	2118	2362	1989
Gstm3	0	0	0	1.07
Gstm4	202	267	284	267
Gstm5	548.34	587.63	651.37	571.39
Gstm6	2	0	3	1
Gstm7	29	28	33	42
Gsto1	1917	1936	2264	1941
Gsto2	8	11	15	19
Gstp1	2098.83	2109.63	2833.99	1996.6
Gstp2	95.17	92.37	132.01	120.4
Gstt1	78	96	82	56
Gstt2	44	50	59	63
Gstt3	168	200	185	171
Gstt4	0	0	1	0
Gstz1	229.56	222.11	269.18	274.67
Gsx1	0	0	0	0
Gsx2	0	0	0	0
Gt(ROSA)26Sor	107.13	134	141.3	125.17
Gtdc1	118	123	158	112
Gtf2a1	943	890	987	1034
Gtf2a1l	0	0	0	0
Gtf2a2	598	606	774	625
Gtf2b	614	558	735	600
Gtf2e1	576	598	642	605
Gtf2e2	625	612	824	714
Gtf2f1	896	863	1003	867
Gtf2f2	472	441	544	413
Gtf2h1	1228	1184	1437	1304
Gtf2h2	198	206	222	182
Gtf2h3	554	558	526	544
Gtf2h4	325	339	391	326
Gtf2h5	958	1052	1137	940
Gtf2i	3199.92	2900	3331	2898
Gtf2ird1	526	506	624	585
Gtf2ird2	227.08	278	228	241
Gtf3a	779.5	742.35	911.4	708.92
Gtf3c1	2884	2748	3139	2779
Gtf3c2	1260	1182	1378	1196
Gtf3c3	497	475	559	510
Gtf3c4	1278	1155	1348	1274
Gtf3c5	338	324	392	360
Gtf3c6	197	199	212	173
Gtpbp1	792	678	844	704
Gtpbp10	360	392	428	389
Gtpbp2	942	938	1190	984
Gtpbp3	413	403	477	407
Gtpbp4	1623	1690	1832	1662
Gtpbp6	201.1	214.16	255.63	245.19
Gtpbp8	189	173	233	191
Gtse1	518	530	625	598
Gtsf1	0	0	0	0
Gtsf1l	0	1	0	0
Guca1a	6	16	16	9
Guca1b	19	20	15	23
Guca2a	0	0	0	0
Guca2b	0	0	0	0
Gucd1	492	510	546	499
Gucy1a2	254	241	273	270
Gucy1a3	94	87	73	58
Gucy1b2	0	0	0	1
Gucy1b3	91	83	90	60
Gucy2c	0	0	1	0
Gucy2d	0	0	0	0
Gucy2e	0	5	1	0
Gucy2f	0	1	1	0
Gucy2g	2	0	0	0
Guf1	503	508	562	495
Guk1	402	413	484	436
Gulo	0	0	0	0
Gulp1	1259	1241	1364	1292
Gusb	1636	1660	2041	1697
Gvin1	2443.21	289.92	377.53	2064.15
Gxylt1	1877	1785	1941	1808
Gxylt2	199	165	190	156
Gyg	540	505	569	534
Gyk	428	401	428	378
Gykl1	0	0	0	0
Gyltl1b	1	0	1	1
Gypa	0	0	0	0
Gypc	411	445	549	521
Gys1	1763	1653	2092	1821
Gys2	0	0	0	0
Gzf1	1043	1102	1231	1101
Gzma	0	0	0	0
Gzmb	2	1	1	0
Gzmc	0	0	0	1
Gzmd	0	0	0	0
Gzme	1	0	1	1
Gzmf	0	0	0	0
Gzmg	0	0	0	0
Gzmk	0	0	0	0
Gzmm	0	6	9	1
Gzmn	0	0	0	0
H13	3484	3449	4137	3578
H19	1197	1118	4724	4181
H1f0	2886	2960	3582	3009
H1fnt	0	0	0	0
H1foo	0	0	1	0
H1fx	221	219	275	211
H2-Aa	1	3	6	4
H2-Ab1	36	53	99	80
H2-Bl	1.02	0	2.68	2.04
H2-D1	9108.17	9128.96	13992.61	11944.15
H2-DMa	63	71	64	64
H2-DMb1	41	50.65	58	58
H2-DMb2	0	1.35	0	0
H2-Ea-ps	0	0	0	0
H2-Eb1	6	2	8	7
H2-Eb2	0	0	0	0
H2-K1	6176.4	6271.86	8753.4	7568.12
H2-K2	19.08	17.3	24.98	22.54
H2-Ke6	193	200	231	200
H2-L	0	142.59	354.32	532.98
H2-M1	1	2	11	1
H2-M10.1	0	0	0	0
H2-M10.2	2	1	3	3
H2-M10.3	0	0	0	0
H2-M10.4	0	0	0	0
H2-M10.5	0	0	0	0
H2-M10.6	0	0	0	0
H2-M11	0	0	0	0
H2-M2	0	0	2	1
H2-M3	218	221	280	225
H2-M5	4	5	2	4
H2-M9	7	6	28	17
H2-Oa	0	0	0	0
H2-Ob	0	0	0	0
H2-Q1	0	0	0	0
H2-Q10	16.11	15.27	32.96	24.93
H2-Q2	0	0	1.27	0
H2-Q4	465.82	442.62	658.86	578.3
H2-Q5	25.61	19.61	50.65	45.84
H2-Q6	2	0	0	24.79
H2-Q7	116.79	53.84	202.89	135.69
H2-Q8	62.46	47.8	110.7	93.66
H2-Q9	31.25	70.15	62.45	98.54
H2-T10	30.05	18.47	33.78	34.8
H2-T22	526.51	398.55	414.45	506.21
H2-T23	613.48	557.06	690.55	675.85
H2-T24	88	87	92	104
H2-T3	0	1	3	1
H2-T9	421.84	563.09	747.54	454.85
H2afb1	0	0	0	0
H2afb2	0	0	0	0
H2afb3	0	0	0	0
H2afj	1004.1	1157.9	1412.47	1050
H2afv	773	894	933	762
H2afx	772.93	898.72	1041.36	833.54
H2afy	1654	1563	1868	1620
H2afy2	211.54	241.16	254.97	209.8
H2afy3	10.28	2.01	9.03	8
H2afz	4171	4317	5303	4368
H2bfm	0	0	0	0
H3f3a	5480.11	5755.5	6528.18	5673.85
H3f3b	7322	7694	9060	7715
H60b	0	1	1	0
H60c	0	0	4	3
H6pd	10835	9854	11543	10656
Haao	1	1	0	1
Habp2	1	1	1	1
Habp4	595	695	798	675
Hacd1	231	228	321	252
Hacd2	1533	1464	1251	1123
Hacd3	1615	1665	1854	1726
Hacd4	208	218	239	209
Hace1	249	269	331	223
Hacl1	331	325	304	325
Hadh	1005	1010	1082	968
Hadha	2304	2129	2445	2278
Hadhb	1477	1524	1747	1541
Hagh	443	435	471	436
Haghl	251.71	278.42	284.96	245.62
Haglr	2	2	2	2
Hal	0	1	2	0
Halr1	0	0	0	0
Hamp	1	1	1	1
Hamp2	0	1	0	0
Hand1	0	0	0	0
Hand2	242	264	303	227
Hao1	0	1	0	0
Hao2	0	0	0	0
Hap1	7	4	3	6
Hapln1	0	0	0	0
Hapln2	2	1	1	0
Hapln3	0	1	1	0
Hapln4	493	472	521	483
Harbi1	231	217	256	240
Hars	1464	1411	1687	1391
Hars2	394	449	494	472
Has1	114	105	112	131
Has2	275	261.89	463.91	355.87
Has2os	1	3.11	2.09	5.13
Has3	12	16	16	16
Hat1	607	656	752	642
Haus1	231	233	295	261
Haus2	396.07	376	457.44	373.57
Haus3	389.94	409.83	443.87	453.84
Haus4	251	249	325	273
Haus5	198	187	266	201
Haus6	454	404	484	435
Haus7	244	223	299	249
Haus8	199	228	289	225
Havcr1	0	0	0	0
Havcr2	25	21	37	37
Hax1	1053	1079	1239	1069
Hba-a1	0	0	0	0
Hba-a2	0	0	0	0
Hba-x	0	0	0	0
Hbb-b1	0	0	0	0
Hbb-b2	0	0	0	0
Hbb-bh1	0	0	0	0
Hbb-bh2	0	0	0	0
Hbb-bs	0	0	0	0
Hbb-bt	0	0	0	0
Hbb-y	0	0	0	0
Hbegf	63	67	72	81
Hbp1	2025.21	2002.46	2238.67	2093.75
Hbq1a	0	0	0	0
Hbq1b	0	0	0	0
Hbs1l	1490.65	1483.83	1818.68	1535.72
Hc	38	28	59	39
Hcar1	32	28	44	30
Hcar2	5	5	3	4
Hccs	645	697	824	746
Hcfc1	3433	3025	3568	3158
Hcfc1r1	451.85	425.22	533.45	482.76
Hcfc2	380	321	422	363
Hck	8	12	22	15
Hcls1	56	59	92	78
Hcn1	0	0	4	0
Hcn2	135	140	158	140
Hcn3	5	5	4	7
Hcn4	15	17	14	11
Hcrt	1	0	0	1
Hcrtr1	0	2	0	0
Hcrtr2	0	0	0	0
Hcst	0	2	4	2
Hdac1	2389	2411	2916	2386
Hdac10	196	237	273	216
Hdac11	78	93	116	105
Hdac2	1916	2029	2336	1930
Hdac3	1150	1138	1283	1212
Hdac4	380	364	429	392
Hdac5	884	862	1001	915
Hdac6	361	327	454	360
Hdac7	2690	2531	2945	2700
Hdac8	286	249	279	246
Hdac9	8	11	10	14
Hdc	3	8	15	4
Hddc2	187	165	222	178
Hddc3	74	55	60	47
Hdgf	4794	4896	5871	4919
Hdgfl1	0	0	3	0
Hdgfrp2	1210	1326	1364	1246
Hdgfrp3	604.01	576.47	695.07	659.61
Hdhd1a	0	0	0	0
Hdhd2	547	590	601	589
Hdhd3	38	41	55	40
Hdlbp	19639	18290	21110	18715
Hdx	56	59	55	58
Heatr1	1466	1411	1509	1489
Heatr3	1165	1201	1437	1223
Heatr5a	1437	1361	1616	1362
Heatr5b	1442	1364	1494	1390
Heatr6	662	630	657	620
Heatr9	0	0	0	0
Hebp1	230	224	268	222
Hebp2	71	88	104	87
Heca	512	468	548	528
Hectd1	6157	5522	6168	5917
Hectd2	181	186	169.42	201.3
Hectd3	577	539	655	609
Hecw1	1	0	1	0
Hecw2	91	90	142	120
Heg1	6927	5880	6633	6231
Helb	506	508	540	523
Hells	459	479	526	467
Helq	190	169	184	175
Helt	0	0	0	0
Helz	915	784	889	771
Helz2	1392	1193	1384	1390
Hemgn	0	1	0	0
Hemk1	59	76	107	92
Henmt1	3	2	3	0
Hepacam	0	1	0	0
Hepacam2	0	0	2	0
Heph	789	735	686	646
Hephl1	1	1	2	3
Herc1	1905.37	1525.61	1863.94	1708.78
Herc2	4432	3763	4386	4033
Herc3	38	41	58	34
Herc4	840	854	932	859
Herc6	73	78	91	81
Herpud1	5567	5461	5820	5321
Herpud2	1283	1238	1455	1232
Hes1	329	327	519	394
Hes2	0	1	0	0
Hes3	0	1	1	0
Hes5	0	0	0	0
Hes6	178	227	519	470
Hes7	5	4	4	1
Hesx1	2	1	2	1
Hexa	2766	2795	3475	3127
Hexb	1325.74	1414.1	1819.18	1639.11
Hexdc	30.16	47.47	42.77	41
Hexim1	1572	1651	1819	1626
Hexim2	25	16	27	22
Hey1	135	107	186	168
Hey2	56	62	71	71
Heyl	50	50	104	83
Hfe	137	135	287	268
Hfe2	8	6	44	31
Hfm1	0	0	0	0
Hgd	2	0	0	1
Hgf	1139	1088	981	874
Hgfac	3	0	0	0
Hgh1	218	261	304	279
Hgs	1348	1298	1520	1313
Hgsnat	1712	1669	2118	1903
Hhat	101	83	147	104
Hhatl	0	1	1	3
Hhex	21	19	17	13
Hhip	2	4	1	1
Hhipl1	864	691	960	780
Hhipl2	4	8	3	3
Hhla1	0	0	0	0
Hiat1	1490	1396	1610	1496
Hiatl1	1423	1470	1672	1481
Hibadh	1078	1127	1188	1099
Hibch	423	423	439	410
Hic1	3438	3372	3547	3139
Hic2	69	77	79	74
Hid1	49	62	77	71
Hif1a	5394	5219	7070	6240
Hif1an	886	840	953	819
Hif3a	57	43	113	117
Higd1a	570	591	812	607
Higd1b	7	8	8	11
Higd1c	0	0	0	0
Higd2a	438	430	572	407
Hilpda	267	267	417	296
Hils1	0	0	0	0
Hinfp	177	159	205	170
Hint1	2728	2783	3354	2541
Hint2	184	193	202	184
Hint3	116	136	162	149
Hip1	1904	1680	1976	1772
Hip1r	329	325	414	289
Hipk1	9608	8740	9371	8516
Hipk2	398.56	255.03	399.99	341.58
Hipk3	4212	3765	4349	3872
Hipk4	6	9	11	6
Hira	1041	972	1121	970
Hirip3	398	378	477	429
Hist1h1a	0	2	3	1
Hist1h1b	4	4	12	6
Hist1h1c	528.41	597.54	683.9	607.3
Hist1h1d	3.26	3.16	4.77	8.46
Hist1h1e	4.33	4.29	7.32	3.24
Hist1h1t	0	0	0	0
Hist1h2aa	0	0	0	0
Hist1h2ab	0	3.59	0	0
Hist1h2ac	1.95	0	2.27	0
Hist1h2ad	0	18.28	36.02	32.07
Hist1h2ae	0	2.33	2.37	6.96
Hist1h2af	0	30.29	10.27	7.74
Hist1h2ag	2.42	9.75	0	0
Hist1h2ah	14.61	0	0	16.46
Hist1h2ai	359.84	482.89	77.2	53.01
Hist1h2ak	3.25	2.61	0	0
Hist1h2an	232.59	0	61.71	11.15
Hist1h2ao	1350.76	1479.34	1160.65	940.39
Hist1h2ap	0	0	139.64	51.66
Hist1h2ba	0	0	0	0
Hist1h2bb	0	1.22	1.78	0
Hist1h2bc	480.84	438.45	833.73	807.73
Hist1h2be	7.72	5.34	7.86	4.3
Hist1h2bf	0	0	0	1.73
Hist1h2bg	20.63	29.81	13.65	20.43
Hist1h2bh	0	2.71	8.15	3.12
Hist1h2bj	0	8.86	4.77	5.71
Hist1h2bk	66.72	40.7	3.6	2.46
Hist1h2bl	0	0	0	0
Hist1h2bm	1.15	0	0	1.13
Hist1h2bn	4.18	0	8.26	0
Hist1h2bp	0	2.83	4.61	0
Hist1h2bq	17.37	26.53	20.79	15.2
Hist1h2br	17.37	26.53	20.79	15.2
Hist1h3a	1.61	1.71	1.75	0
Hist1h3b	4.27	0	11.81	2.79
Hist1h3c	3.49	3.56	0	1.5
Hist1h3d	11.65	6.06	7.68	9.46
Hist1h3e	0	0	2.95	2.21
Hist1h3f	0	1.7	1.41	2.31
Hist1h3g	0	1.43	4.87	0
Hist1h3h	3.32	1.25	0	0
Hist1h3i	2.56	0	0	2.54
Hist1h4a	0	0	0	1.41
Hist1h4b	0	1.22	0	0
Hist1h4c	1.29	0	0	0
Hist1h4d	0	0	2.32	0
Hist1h4f	3.79	0	0	0
Hist1h4h	9.46	11.08	11.13	5.79
Hist1h4i	42.94	46.48	64.56	47.67
Hist1h4j	0	0	1.74	0
Hist1h4k	1.26	0	0	10.5
Hist1h4m	0	0	0	0
Hist1h4n	2.27	1.23	7.24	5.63
Hist2h2aa1	188.63	154.07	171.03	127.09
Hist2h2aa2	12.25	13.03	48.71	39.1
Hist2h2ab	0	2.16	0	1.1
Hist2h2ac	1.32	0	1.26	0
Hist2h2bb	1	3	1	0
Hist2h2be	47	30	55	31
Hist2h3b	0	0	0	0
Hist2h3c1	0	38.3	0	41.19
Hist2h3c2	45.09	0	30.52	0
Hist2h4	0	1	1	0
Hist3h2a	111.33	113.05	135.06	102.73
Hist3h2ba	0	0	0	0
Hist3h2bb-ps	0	0	0	0
Hist4h4	0	0	0	0
Hivep1	640	534	703	668
Hivep2	626	582	695	584
Hivep3	435	346	362	362
Hjurp	773.76	671.79	858.97	800.2
Hk1	1359	1304	1630	1426
Hk1os	1	3	7	12
Hk2	1412	1463	1865	1610
Hk3	95	88	206	191
Hkdc1	0	0	1	0
Hlcs	375	388	407	376
Hlf	15	14	20	20
Hltf	631	604	680	645
Hlx	92	82	114	102
Hmbox1	364	295	365	292
Hmbs	561	571	709	637
Hmces	251	225	327	270
Hmcn1	118	78	134	105
Hmg20a	906	951	971	944
Hmg20b	629	606	686	589
Hmga1	383.08	437.56	463.66	498.64
Hmga1-rs1	432.92	446.44	766.34	525.36
Hmga2	220.8	238.77	327.87	325.78
Hmga2-ps1	33.2	26.24	62.13	50.22
Hmgb1	6031.93	6227.93	7080.85	6016
Hmgb1-rs17	1.07	1.07	2.14	0
Hmgb2	2051	2210	2607	2195
Hmgb3	240	239	379	282
Hmgb4	0	0	0	0
Hmgb4os	0	0	0	0
Hmgcl	440	460	537	438
Hmgcll1	1	2	16	7
Hmgcr	4589	4428	4871	4483
Hmgcs1	9748	9905	10108	9079
Hmgcs2	26	32	14	24
Hmgn1	4384	4498	5453	4403
Hmgn2	6682	7078	8109	6702
Hmgn3	798	785	748	658
Hmgn5	630	627	772	716
Hmgxb3	899	837	1018	844
Hmgxb4	467	472	545	471
Hmha1	119	137	195	188
Hmmr	1350	1375	1667	1478
Hmox1	6604	6973	7699	6447
Hmox2	676.66	654.8	916.15	745.96
Hmx1	0	0	0	0
Hmx2	0	0	0	0
Hmx3	6	4	5	7
Hn1	1153	1234	1555	1265
Hn1l	1071	1070.98	1169.99	1029
Hnf1a	0	0	1	0
Hnf1b	1	0	0	0
Hnf4a	0	0	0	0
Hnf4aos	0	0	0	0
Hnf4g	0	0	0	0
Hnmt	13	15	11	18
Hnrnpa0	5607	5764	6351	5395
Hnrnpa1	3155.98	3242.57	4466.28	3265.53
Hnrnpa2b1	11841	11994	13754	11910
Hnrnpa3	3244.16	3283.33	3607.63	3190.76
Hnrnpab	8066	8100	9624	7996
Hnrnpc	4843	5161	6056	5015
Hnrnpd	1538	1439	1693	1466
Hnrnpdl	1558	1566	1798	1474
Hnrnpf	7626.59	7560.79	8833.82	7738.55
Hnrnph1	4361	4465	5141	4578.67
Hnrnph2	2353	2434	2758	2375.33
Hnrnph3	271.93	295.62	344.89	319
Hnrnpk	10074.62	10295.43	11897.16	10020.08
Hnrnpl	3865	3702	4329	3697
Hnrnpll	1439	1500	1695	1458
Hnrnpm	4834	5012	5948	5025
Hnrnpr	2351	2300	2627	2294
Hnrnpu	11167	11019	12877	11420
Hnrnpul1	2763	2520	2982	2448
Hnrnpul2	4597	4538	5247	4623
Hoga1	20	16	13	19
Homer1	332	304	352	314
Homer2	17	8	14	16
Homer3	499.09	545.35	693.19	600.17
Homez	222	224	245	205
Hook1	6	13	18	12
Hook2	170	172	232	180
Hook3	2489	2245	2487	2232
Hopx	13	16	21	10
Hormad1	0	0	0	0
Hormad2	1	0	1	0
Hotair	3	3	5	2
Hotairm1	6	3	19	13
Hottip	0	0	0	0
Hoxa1	45	62	73	70
Hoxa10	326	380	370	301
Hoxa11	14.69	11.13	17.73	20.24
Hoxa11os	5.31	6.87	5.27	8.76
Hoxa13	1	1	0	0
Hoxa2	22	20	18	19
Hoxa3	69.94	69.75	61.49	61.67
Hoxa4	13	21	20	19
Hoxa5	129	87	119	112
Hoxa6	16	12	19	21
Hoxa7	45	63	81	76
Hoxa9	321	321	293	269
Hoxaas2	9.06	12.25	7.51	11.33
Hoxaas3	9	10	6	10
Hoxb1	0	0	0	0
Hoxb13	0	0	0	1
Hoxb2	155	183	176	159
Hoxb3	149	147	165	150
Hoxb4	184	221	245	197
Hoxb5	27	34	36	38
Hoxb5os	8	4	8	8
Hoxb6	102	95	104	93
Hoxb7	150	140	202	134
Hoxb8	71	60	66	60
Hoxb9	185	171	220	183
Hoxc10	713	741	816	660
Hoxc11	40	31	33	38
Hoxc12	1	3	2	2
Hoxc13	146	136	166	142
Hoxc4	96	83	141	105
Hoxc5	124	91	109	115
Hoxc6	744	728	868	751
Hoxc8	547	535	667	563
Hoxc9	421	385	433	353
Hoxd1	0	0	0	0
Hoxd10	14	14	17	17
Hoxd11	0	0	0	1
Hoxd12	0	0	0	0
Hoxd13	0	0	0	0
Hoxd3	27	31	37	19
Hoxd3os1	1	0	1	1
Hoxd4	30	38	52	48
Hoxd8	402	387	372	344
Hoxd9	59	61	49	63
Hp	1252	1159	1348	1155
Hp1bp3	3943	3822	4432	3837
Hpca	5	3	7	7
Hpcal1	281.49	280	414.45	346.91
Hpcal4	0	0	0	0
Hpd	0	0	0	0
Hpdl	17	8	9	16
Hpgd	19	15	35	23
Hpgds	16	33	52	35
Hpn	2	1	6	3
Hprt	1307	1364	1714	1471
Hps1	511	530	564	490
Hps3	340.85	325.71	367.84	308.77
Hps4	243	257	263	228
Hps5	772	752	820	783
