WT_1	WT_2	KO_1	KO_2
Ikbkb	579	699	880	697
Ikbke	311	377	436	364
Ikbkg	1019	1257	1384	1107
Ikzf1	65	85	66	64
Ikzf2	138	128	138	124
Ikzf3	0	0	0	0
Ikzf4	11	8	19	13
Ikzf5	408	545	434	452
Il10	3	2	4	10
Il10ra	25	25	51	34
Il10rb	428	511	592	568
Il11	5	11	21	22
Il11ra1	1476.1	1492.29	3341.6	1740.56
Il11ra2	2.37	0	2.38	2.28
Il12a	0	0	0	0
Il12b	0	0	0	0
Il12rb1	5	6	4	4
Il12rb2	2	8	6	8
Il13	0	1	0	4
Il13ra1	416	419	1515	1653
Il13ra2	3	2	6	10
Il15	11	13	10	6
Il15ra	545	695	541	574
Il16	34	50	47	66
Il17a	0	0	0	0
Il17b	0	2	0	0
Il17c	1	2	2	0
Il17d	17	31	23	26
Il17f	0	0	0	0
Il17ra	982	1082	2393	1816
Il17rb	3	6	0	3
Il17rc	1785	1962	2175	1201
Il17rd	89	124	110	115
Il17re	4	3	5	5
Il18	22	33	24	14
Il18bp	28	28	34	37
Il18r1	4	3	4	8
Il18rap	5	9	22	17
Il19	0	0	5	1
Il1a	2.33	7	9.51	4.13
Il1b	0	0	0	1
Il1bos	0	0	0	1
Il1f10	0	0	0	0
Il1f5	0	0	0	0
Il1f6	0	0	0	0
Il1f8	0	0	0	0
Il1f9	0	0	0	0
Il1r1	2460	2719	4915	4858
Il1r2	166	203	217	172
Il1rap	616	730	766	795
Il1rapl1	0	0	0	0
Il1rapl2	0	0	0	0
Il1rl1	128	147	228	237
Il1rl2	347	367	635	748
Il1rn	175	208	215	246
Il2	0	0	1	0
Il20	0	0	0	0
Il20ra	0	0	3	0
Il20rb	56	56	64	51
Il21	0	0	0	0
Il21r	3	3	6	4
Il22	0	0	0	0
Il22ra1	0	0	1	1
Il22ra2	8	13	1	2
Il23a	2	4	1	5
Il23r	0	0	0	0
Il24	0	0	0	0
Il25	1	2	1	0
Il27	2	0	1	1
Il27ra	121	100	262	166
Il2ra	4	14	11	10
Il2rb	3	4	3	2
Il2rg	37	63	80	80
Il3	0	0	0	0
Il31	0	0	0	0
Il31ra	14	23	4	13
Il33	26	26	268	326
Il34	33	37	48	29
Il3ra	647	623	1436	786
Il4	0	0	0	1
Il4i1	0	0	0	0
Il4ra	2323	2799	6649	5416
Il5	0	0	1	1
Il5ra	0	0	0	0
Il6	2	2	14	20
Il6ra	559	515	503	418
Il6st	6872	7714	12233	13467
Il7	24	24	41	48
Il7r	7	7	10	23
Il9	0	0	0	0
Il9r	0	0	1	0
Ildr1	1	0	0	5
Ildr2	74	98	112	99
Ilf2	606.96	679.86	790.95	584.31
Ilf3	583.98	756.98	722	639.98
Ilk	2561.74	3006.67	2636.65	2829.25
Ilkap	530	527	729	450
Iltifb	0	0	0	0
Ilvbl	659	806	946	616
Immp1l	448	512	496	326
Immp2l	128	121	108	80
Immt	8706	9754	7442	7148
Imp3	670	837	1087	726
Imp4	549	652	666	510
Impa1	582	672	773	685
Impa2	282	206	285	178
Impact	1229	1702	1201	1298
Impad1	2074	2428	2559	2413
Impdh1	2287	2619	3091	2333
Impdh2	908	1116	1489	1140
Impg1	0	0	1	0
Impg2	33	19	19	11
Ina	7	6.41	1	5.17
Inadl	71	68	98	69
Inafm1	923	1001	1513	584
Inafm2	488	582	533	529
Inca1	129	121	117	64
Incenp	224	232	239	257
Inf2	1321	1118	2116	1598
Ing1	516	552	633	602
Ing2	199	222	308	200
Ing3	262	296	216	290
Ing4	837	1005	870	691
Ing5	325	372	466	353
Inha	46	59	60	44
Inhba	159	119	486	411
Inhbb	634	666	1184	764
Inhbc	0	0	0	0
Inhbe	0	0	0	0
Inip	182	228	207	191
Inmt	61	75	34	23
Ino80	497	563	544	589
Ino80b	175	196	258	188
Ino80c	427	555	455	457
Ino80d	674	758	728	774
Ino80dos	23.16	35.05	31.98	17.32
Ino80e	171.2	228.08	187.13	194.24
Inpp1	84	110	83	78
Inpp4a	259	285	366	314
Inpp4b	19	35	21	29
Inpp5a	1083	1380.92	1704	1333
Inpp5b	459	542	639	561
Inpp5d	89	123	168	163
Inpp5e	295.2	383.58	255.67	320.22
Inpp5f	273	300	308	263
Inpp5j	3	0	2	2
Inpp5k	502	540	455	491
Inppl1	2176	2440	2489	2236
Ins1	0	0	0	0
Ins2	0	0	0	0
Insc	0	0	4	0
Insig1	14858	20098	15175	12882
Insig2	809	998	979	861
Insl3	0	0	17.29	6.64
Insl5	0	0	0	0
Insl6	31	40	39	26
Insm1	0	0	0	0
Insm2	0	2	0	1
Insr	3620	3958	4248	4089
Insrr	0	1	2	5
Ints1	774	945	1200	947
Ints10	526	655	521	499
Ints12	222	268	203	245
Ints2	499.09	527.87	541.14	539.23
Ints3	1193	1315	1468	1244
Ints4	541	663	566	511
Ints5	507	553	711	498
Ints6	810	886	872	823
Ints7	671	849	827	719
Ints8	502.63	554.18	636.75	525.53
Ints9	257	300	282	339
Intu	66	81	100	78
Invs	177.12	229.11	174.19	225.33
Ip6k1	1569	1927	2294	1717
Ip6k2	457	486	583	444
Ip6k3	5	2	13	16
Ipcef1	0	0	0	0
Ipmk	417	577	556	520
Ipo11	624	745	720	710
Ipo13	537	692	757	585
Ipo4	1325	1415	1755	1505
Ipo5	3419	3655	5442	4636
Ipo7	1946	2304	2118	2288
Ipo8	828	1078	976	973
Ipo9	2802	3577	3123	2857
Ipp	215	231	281	199
Ippk	233	276	323	273
Ipw	0	0	0	1
Iqca	0	0	0	0
Iqcb1	103	119	91	110
Iqcc	243	280	215	246
Iqcd	7	7	10	2
Iqce	206	235	220	207
Iqcf1	0	0	0	0
Iqcf3	0	0	0	0
Iqcf4	0	0	0	0
Iqcf5	0	0	0	0
Iqcf6	0	0	0	0
Iqcg	22.3	27.72	20.69	25.65
Iqch	0	2	0	3
Iqcj	0	0	0	0
Iqck	46.18	31.06	30.91	30.52
Iqgap1	4477	5110	5686	6342
Iqgap2	167	215	123	149
Iqgap3	65	69	92	87
Iqsec1	1578	1826	1835	1888
Iqsec2	380	403	428	448
Iqsec3	0	0	2	1
Iqub	1	1	0	1
Irak1	1374	1583	1632	1474
Irak1bp1	194	211	233	188
Irak2	357	439	452	383
Irak3	817	814	836	981
Irak4	194	240	268	264
Ireb2	1762	2039	1906	2005
Irf1	538	625	694	468
Irf2	494	576	477	554
Irf2bp1	419	477	742	345
Irf2bp2	2454	3007	3461	2478
Irf2bpl	696	832	1380	1067
Irf3	625	708	879	546
Irf4	174	212	97	87
Irf5	79	87	71	64
Irf6	0	1	55	48
Irf7	136	279	160	151
Irf8	72	70	80	75
Irf9	335	478	384	399
Irg1	1	1	1	3
Irgc1	0	1	1	2
Irgm1	238	411	201	251
Irgm2	236.93	489.55	269.09	327.41
Irgq	978	1126	1496	1052
Irs1	974	1212	857	831
Irs2	836.93	892.92	1131.68	1052
Irs3	394	511	324	223
Irs4	0	1	0	0
Irx1	401	495	616	529
Irx2	317	334	449	317
Irx3	104	136	164	130
Irx4	0	0	1	0
Irx5	98	126	144	128
Irx6	0	0	0	0
Isca1	6215	7103	6829	5377
Isca2	743	939	566	663
Iscu	1367	1715	1466	1143
Isg15	100	207	98	79
Isg20	374	313	657	573
Isg20l2	351	412	414	434
Isl1	0	2	0	2
Isl2	1	2	1	5
Islr	3020	3595	2155	1978
Islr2	468	576	632	451
Ism1	836	793	839	730
Ism2	0	0	0	3
Isoc1	2215	2920	2034	1903
Isoc2a	2243	2431	2685	1545
Isoc2b	237	251	293	177
Ispd	77	82	108	72
Israa	0	5	4	4
Ist1	1562	1679	1964	1412
Isx	0	0	0	0
Isy1	365	443	659	366
Isyna1	844	918	1303	972
Itch	1107	1355	1165	1437
Itfg1	1390	1744	1362	1702
Itfg2	184	266	275	185
Itfg3	1373	1633	1788	1259
Itga1	408	441	465	584
Itga10	50	57	46	32
Itga11	2498	2673	4056	4180
Itga2	7	6	34	43
Itga2b	50	59	107	61
Itga3	259	276	349	318
Itga4	26	28.81	18	38
Itga5	2873	3124	5669	5306
Itga6	2118	2658	2343	2099
Itga7	1553	1553	2536	1692
Itga8	13	36	15	20
Itga9	216	228	352	323
Itgad	3253.2	3360.92	3270.19	3059.68
Itgae	45	59	61	46
Itgal	8	13	1	9
Itgam	230	292	399	409
Itgav	1895	2361	3092	3045
Itgax	0	1.08	8.81	4.32
Itgb1	11326	13268	15388	15397
Itgb1bp1	560.35	723.96	907.64	599.64
Itgb1bp2	2	2	42	28
Itgb2	278	353	465	427
Itgb2l	0	0	0	0
Itgb3	482	586	857	636
Itgb3bp	49	58	74	49
Itgb4	14	9	86	53
Itgb5	2085	2329	3694	2751
Itgb6	0	1	24	31
Itgb7	15	18	33	30
Itgb8	3	6	13	19
Itgbl1	795	971	1137	1054
Itih1	0	0	0	1
Itih2	40	38	32	41
Itih3	0	1	0	0
Itih4	7	26	108	68
Itih5	4294	4900	3955	4323
Itk	0	0	0	0
Itln1	0	0	0	0
Itm2a	1262	1641	2332	1997
Itm2b	13258	18179	13698	12194
Itm2c	1840	2154	3537	2311
Itpa	495	640	447	476
Itpk1	2689	2676	3221	2754
Itpka	410	459	503	276
Itpkb	343	378	406	386
Itpkc	221	239	371	251
Itpr1	942	1116	943	878
Itpr2	1175	1248	1319	1232
Itpr3	580	721	786	736
Itprip	159	146	209	184
Itpripl1	132	122.63	202	136
Itpripl2	1890	2100	3183	2638
Itsn1	2713	3116	3464	2940
Itsn2	699	775.92	610.99	858.99
Ivd	1106	1295	1335	1055
Ivl	97	98	17	30
Ivns1abp	4112	4432	4220	3430
Iws1	715	733	768	764
Iyd	0	0	0	0
Izumo1	0	0	0	0
Izumo1r	0	0	0	0
Izumo2	0	0	0	0
Izumo3	0	0	0	0
Izumo4	62	54	64	72
Jade1	1972	2335	2120	1829
Jade2	488	522	677	574
Jade3	105	114	113	121
Jag1	865	1094	1088	886
Jag2	45	44	62	55
Jagn1	1088	1404	1182	931
Jak1	5931.95	6770.95	7500.96	7667.96
Jak2	975	1125	1626	1786
Jak3	567	622	907.71	641.36
Jakmip1	0	0	1	0
Jakmip2	1	2	0	0
Jakmip3	55	52	63	51
Jam2	135	174	150	159
Jam3	233	273	430	309
Jarid2	698	716	735	627
Jazf1	292	313	243	300
Jchain	1	2	0	0
Jdp2	205	274	302	307
Jkamp	610	797	786	552
Jmjd1c	1491	1587	1754	1878
Jmjd4	153	249	173	172
Jmjd6	919	952	1154	915
Jmjd7	118.15	141.36	193.63	110.36
Jmjd8	565.97	774.31	606.52	607.17
Jmy	955	1062	1101	1136
Josd1	1248	1274	1329	1107
Josd2	327	385	593	308
Jph1	44	50	73	59
Jph2	19	12	91	65
Jph3	1	3	1	3
Jph4	2	0	4	6
Jpx	12	7	6	15
Jrk	48	58	53	49
Jrkl	271	343	344	318
Jsrp1	8	5	29	14
Jtb	839	918	1414	782
Jun	1793	1804	2858	2339
Junb	2119	2238	4657	3562
Jund	2137	2051	4097	2087
Jup	198	261	276	240
Kalrn	63	85	72	85
Kank1	514	535	686	601
Kank2	2378	2485	3777	2772
Kank3	96	92	156	115
Kank4	1	1	2	0
Kank4os	0	2	0	0
Kansl1	856	941	855	909
Kansl1l	119.03	181.48	114.5	143.04
Kansl2	1314	1465	1698	1371
Kansl3	1294	1453	1551	1397
Kantr	73	109	90	106
Kap	0	0	0	0
Kars	1213	1494	1461	1543
Kat2a	327	412	378	392
Kat2b	1182	1440	1103	1147
Kat5	269	352	253	263
Kat6a	990	1235	1005	1165
Kat6b	505	598	493	528
Kat7	1154	1432	1223	1272
Kat8	261	312	323	256
Katna1	616	697	852	562
Katnal1	488	479	518	465
Katnal2	65	84	47	54
Katnb1	182	235	240	214
Katnbl1	340	455	294	418
Kazald1	628	605	715	389
Kazn	159	194	228	180
Kbtbd11	2366	2629	2125	1654
Kbtbd12	3	1	3	3
Kbtbd13	16	14	17	19
Kbtbd2	659	774	681.05	677.6
Kbtbd3	63	80	37	49
Kbtbd4	243	314	271	270
Kbtbd6	1.24	7.32	9.69	13.55
Kbtbd7	211.76	294.68	239.31	195.45
Kbtbd8	18	36	20	18
Kcmf1	2036	2388	2145	1936
Kcna1	14	15	34	31
Kcna10	0	0	0	0
Kcna2	11	14	6	5
Kcna3	0	0	0	0
Kcna4	0	3	2	0
Kcna5	4	2	12	9
Kcna6	3	3	6	7
Kcna7	14	11	20	9
Kcnab1	55	72	39	34
Kcnab2	70	75	149	105
Kcnab3	26	24	21	22
Kcnb1	871	1051	850	915
Kcnb2	0	0	0	0
Kcnc1	1	0	1	1
Kcnc2	53	62	43	56
Kcnc3	39	31	33	23
Kcnc4	0	0	0	0
Kcnd1	82	103	133	105
Kcnd2	0	1	0	2
Kcnd3	70	79	121.94	119
Kcnd3os	0	0	1.06	0
Kcne1	0	0	0	0
Kcne1l	0	1	0	0
Kcne2	0	1	0	0
Kcne3	90	125	103	129
Kcne4	970	1130	1835	1468
Kcnf1	0	0	2	5
Kcng1	0	0	0	0
Kcng2	1	1	9	6
Kcng3	5	1	3	0
Kcng4	0	1	1	3
Kcnh1	13	5	16	15
Kcnh2	8	3	6	4
Kcnh3	0	1	1	2
Kcnh4	49	55	19	30
Kcnh5	0	0	1	0
Kcnh6	0	1	0	0
Kcnh7	0	2	2	0
Kcnh8	0	0	0	0
Kcnip1	0	0	0	1
Kcnip2	0	1	0	1
Kcnip3	21	48	52	37
Kcnip4	10	6	5	10
Kcnj1	0	0	0	0
Kcnj10	0	1	4	5
Kcnj11	0	0	1	2
Kcnj12	0	0	1	2
Kcnj13	0	1	0	0
Kcnj14	3	1	1	1
Kcnj15	97	112	219	268
Kcnj16	2	0	0	1
Kcnj2	20	15	37	50
Kcnj3	1	0	3	3
Kcnj4	5	12	29	11
Kcnj5	0	0	0	0
Kcnj6	2	0	0	0
Kcnj8	16	20	41	34
Kcnj9	1	0	2	1
Kcnk1	0	0	22	16
Kcnk10	0	0	0	0
Kcnk12	1	2	11	0
Kcnk13	20	24	54	27
Kcnk15	0	0	0	0
Kcnk16	0	0	0	0
Kcnk18	0	0	0	0
Kcnk2	13	17	21	21
Kcnk3	2447.73	3016.46	2485.43	1733.29
Kcnk4	8	6	9	4
Kcnk5	25	18	24	30
Kcnk6	64	65	98	95
Kcnk7	2	2	1	1
Kcnk9	0	0	0	0
Kcnma1	11	24	16	24
Kcnmb1	0	0	0	1
Kcnmb2	0	0	0	0
Kcnmb3	1	0	0	0
Kcnmb4	1	1	1	0
Kcnmb4os1	0	0	0	0
Kcnmb4os2	1	0	1	0
Kcnn1	76	110	98	80
Kcnn2	0	0	0	0
Kcnn3	4	1	8	15
Kcnn4	8	13	20	17
Kcnq1	7	7.17	6	16.78
Kcnq1ot1	704	976.83	394	747.22
Kcnq2	2	1	0	2
Kcnq3	0	0	0	0
Kcnq4	28	34	14	27
Kcnq5	1	2	6	6
Kcnrg	7	14	6	7
Kcns1	0	0	0	0
Kcns2	1	0	1	0
Kcns3	66	62	133	99
Kcnt1	0	5	0	0
Kcnt2	27	37	54	41
Kcnu1	3	3	2	4
Kcnv1	0	0	0	0
Kcnv2	7	13	7	10
Kcp	65	78	95	67
Kctd1	91	115	87	95
Kctd10	2169.65	2444.95	3077.48	2607.81
Kctd11	652	607	1294	1102
Kctd12	606	894	466	493
Kctd12b	456	573	269	374
Kctd13	196	159	230	157
Kctd14	2	8	6	3
Kctd15	262	274	334	364
Kctd16	4	3	6	9
Kctd17	733	883	982	760
Kctd18	205	196	276	176
Kctd19	0	0	1	0
Kctd2	283	355	527	292
Kctd20	1044	1159	1334	1176
Kctd21	195	235	146	182
Kctd3	1169	1362	1233	1052
Kctd4	1	2	3	0
Kctd5	438	584	682	580
Kctd6	328	383	399	312
Kctd7	137	145	152	144
Kctd8	12	6	23	14
Kctd9	1036	1123	1094	1000
Kdelc1	431	486	552	565
Kdelc2	582.14	731	731.62	760.49
Kdelr1	2119	2557	2535	2432
Kdelr2	1347	1822	2560	2136
Kdelr3	502	557	864	892
Kdf1	2	1	1	0
Kdm1a	854	907	1145	836
Kdm1b	235.56	287.32	269.9	244.34
Kdm2a	2371	2427	2762	2387
Kdm2b	459	450	549	464
Kdm3a	1638	1852	1673	1652
Kdm3b	1140	1243	1527	1322
Kdm4a	1433	1539	2194	1576
Kdm4b	1092	1312	1540	1097
Kdm4c	454	569	504	543
Kdm4d	4	0	0	1
Kdm5a	2107	2243.26	2445	2207.74
Kdm5b	1380	1502	1997	1785
Kdm5c	2465	2604	3406	2644
Kdm5d	494	574	596	559
Kdm6a	370	510	452	462
Kdm6b	1201	1220	1436	1345
Kdm7a	2149.74	2111.55	2068.72	2066.77
Kdm8	61	81	78	59
Kdr	180	214	224	246
Kdsr	738	852	843	783
Keap1	1600	1806	1948	1581
Keg1	0	0	0	1
Kel	0	0	0	0
Kera	0	0	0	0
Khdc1a	0	0	0	0
Khdc1b	0	0	0	0
Khdc1c	0	0	0	0
Khdc3	1	0	0	0
Khdrbs1	1430	1645	1718	1615
Khdrbs2	0	0	1	0
Khdrbs3	223	238	285	270
Khk	192	184	287	153
Khnyn	786	709	1245	877
Khsrp	1493	1745	2121	1765
Kidins220	2594	2857	2761	2639
Kif11	98	140	95	124
Kif12	0	0	0	0
Kif13a	1032	1190	1132	1023
Kif13b	578	546	728	530
Kif14	31	46	38	44
Kif15	64	58	71	74
Kif16b	559	631	530	559
Kif16bos	0	0	0	0
Kif17	4	5	1	7
Kif18a	19	33	20	37
Kif18b	14	24	22	29
Kif19a	2	1	4	0
Kif1a	114	111	89	122
Kif1b	3981	4331	4452	3934
Kif1bp	670	849	745	658
Kif1c	6158	6460	7669	5082
Kif20a	165.56	230.24	187.51	163.76
Kif20b	62	93	66	102
Kif21a	651	660	858	911
Kif21b	323	310	642	648
Kif22	91	97	108	92
Kif23	58	87	51	82
Kif24	23	29	21	32
Kif26a	28	29	55	39
Kif26b	46	31	145	160
Kif27	6	7	6	4
Kif2a	557	709	661	680
Kif2b	0	0	0	0
Kif2c	58.98	75.94	61	61.84
Kif3a	617	639	657	649
Kif3b	947	1106	1149	952
Kif3c	256.18	263.65	281.72	291.3
Kif4	54	98	84	89
Kif4-ps	0	0	0	0
Kif5a	65	42	53	61
Kif5b	3372.22	3775.17	3890.88	3752.16
Kif5c	20	25	10	30
Kif6	5	5	1	3
Kif7	150	165	235	192
Kif9	33	31	41	38
Kifap3	795	958	980	876
Kifc1	94.18	108.05	103.5	67.3
Kifc2	70	71	63	55
Kifc3	403	398	584	436
Kifc5b	26.82	31.95	51.5	25.69
Kin	347	426	379	279
Kir3dl1	0	0	0	0
Kir3dl2	0	0	0	0
Kirrel	2801	3234	3013	2935
Kirrel2	0	0	0	0
Kirrel3	1	1	1	0
Kis2	0	0	0	0
Kiss1	0	0	0	0
Kiss1r	17	26	36	36
Kit	45	55	76	65
Kitl	639	765	814	691
Kiz	369	399	291	314
Kl	1	1	1	1
Klb	1260	1761	1500	1300
Klc1	1629	1631	2403	1743
Klc2	433	480	490	385
Klc3	2.5	2.4	9.48	6.46
Klc4	311	386	460	312
Klf1	9	4	19	8
Klf10	808	1052	840	935
Klf11	224	291	332	244
Klf12	7	10	14	25
Klf13	3008.26	2877.46	3950.25	3322
Klf14	0	0	0	0
Klf15	638	717	789	556
Klf16	104	149	168	124
Klf17	0	0	1	0
Klf2	284	274	464	303
Klf3	532	642	610	530
Klf4	2016	2383	1485	1997
Klf5	34	35	42	44
Klf6	3368	3649	4152	3941
Klf7	92	89	118	127
Klf8	3	5	1	10
Klf9	5073	5706	4719	4766
Klhdc1	85	93	77	129
Klhdc10	1701	1894	2117	1552
Klhdc2	1419	1612	1614	1366
Klhdc3	1020	1224	1294	1146
Klhdc4	285	385	363	319
Klhdc7a	1913	2145	1938	1662
Klhdc7b	0	0	0	0
Klhdc8a	7	5	11	15
Klhdc8b	148	154	213	108
Klhdc9	43	55	43	40
Klhl1	0	0	0	0
Klhl10	3	3	6	5
Klhl11	183	177	207	170
Klhl12	331	357	484	329
Klhl13	218	298	323	297
Klhl14	0	0	0	0
Klhl15	67	95	100	97
Klhl17	271	290	356	280
Klhl18	301	369	351	299
Klhl2	719	719	878	662
Klhl20	433	506	452	505
Klhl21	1129	1220	1480	933
Klhl22	929	1056	986	973
Klhl23	8	24	21	19
Klhl24	2461	2935	2371	2482
Klhl25	433	540	593	475
Klhl26	477	460	710	531
Klhl28	195	174	245	213
Klhl29	304	318	400	396
Klhl3	12	12	16	22
Klhl30	7	4	24	28
Klhl31	0	1	9	5
Klhl32	0	0	0	0
Klhl33	10	9	16	12
Klhl34	0	0	1	0
Klhl35	9	12	12	7
Klhl36	74	90	113	103
Klhl38	0	1	0	1
Klhl4	13	19	20	8
Klhl40	4	2	24	10
Klhl41	11	16	57	51
Klhl42	464	616	531	539
Klhl5	1322	1551	1544	1552
Klhl6	25	24	48	42
Klhl7	702	857	889	701
Klhl8	172	192	135	122
Klhl9	1947	2358	2442	2097
Klk1	0	0	0	0
Klk10	0	0	2	0
Klk11	0	0	0	0
Klk12	0	0	0	0
Klk13	0	0	0	0
Klk14	1	0	0	0
Klk15	0	0	0	0
Klk1b1	0	0	0	0
Klk1b11	0	0	0	0
Klk1b16	0	0	0	0
Klk1b21	0	0	0	0
Klk1b22	0	0	0	0
Klk1b24	0	2	0	0
Klk1b26	0	0	0	0
Klk1b27	0	0	0	0
Klk1b3	0	0	0	0
Klk1b4	0	0	0	0
Klk1b5	0	0	0	0
Klk1b7-ps	0	0	0	0
Klk1b8	0	0	0	0
Klk1b9	0	0	0	0
Klk4	0	0	2	4
Klk5	0	0	0	0
Klk6	0	1	0	0
Klk7	1	0	0	1
Klk8	7	2	29	13
Klk9	0	0	3	0
Klkb1	0	2	1	3
Klra1	0	0	0	0
Klra10	0	0	0	0
Klra12	0	0	0	0
Klra13-ps	0	0	0	0
Klra14-ps	0	0	0	0
Klra15	0	0	0	0
Klra17	0	0	0	0
Klra18	1	0	2	3
Klra19	0	0	1	0
Klra2	3	3	6	6
Klra21	0	0	0	0
Klra22	0	0	0	0
Klra23	0	0	0	0
Klra3	1	0	0	0
Klra4	0	1	0	0
Klra5	0	0	0	0
Klra6	0	0	0	0
Klra7	0	0	0	0
Klra8	0	0	0	0
Klra9	0	0	0	0
Klrb1	0	0	0	0
Klrb1-ps1	0	0	0	0
Klrb1a	0	0	0	0
Klrb1b	0	0	0	0
Klrb1c	0	1	1	0
Klrb1f	0	0	0	0
Klrc1	0	0	0	0
Klrc2	0	0	0	0
Klrc3	0	0	0	0
Klrd1	0	0	0	0
Klre1	0	0	0	0
Klrg1	0	0	0	0
Klrg2	5	12	6	8
Klri1	0	0	0	0
Klri2	0	0	0	0
Klrk1	0	0	0	0
Kmo	0	0	2	0
Kmt2a	1068	1064	1137	1137
Kmt2b	828	928	1045	977
Kmt2c	1141	1216	1122	1243
Kmt2d	1290	1286	1565	1401
Kmt2e	2113.67	2203.58	1427.21	2133.01
Kncn	0	0	0	0
Kndc1	0	0	0	0
Kng1	25.54	21.64	68.29	63.34
Kng2	183.46	213.36	607.71	581.66
Knop1	1287.91	1457.66	1187.8	1170
Knstrn	78	105	87	84
Kntc1	58	66	77	90
Kpna1	979	1205	1141	1194
Kpna2	1209	1426	1335	1120
Kpna3	980	1302	1025	1308
Kpna4	1702	2042	1888	1799
Kpna6	2277	2481	2286	2319
Kpna7	0	0	1	0
Kpnb1	5060	5600	6425	5464
Kprp	4	6	1	11
Kptn	198	238	294	160
Kras	863	1034	865	978
Krba1	115	130	135	114
Krcc1	1079	1262	1086	1082
Kremen1	2046	2108	3292	2665
Kremen2	0	0	1	0
Kri1	444.5	457.66	593.87	433.73
Krit1	624	712	609	713
Krr1	400.84	484.34	548.93	467.12
Krt1	5	5	3	0
Krt10	44	75	64	44
Krt12	0	0	3	0
Krt13	4	15	5	2
Krt14	2	5	919.5	568.66
Krt15	0	0	2	2
Krt16	0	0	10.5	3.34
Krt17	0	3	570	415
Krt18	2	2	35	29
Krt19	1029	998	1479	817
Krt2	0	0	0	0
Krt20	19	17	53	42
Krt222	9	20	6	4
Krt23	10	11	6	5
Krt24	0	0	0	0
Krt25	0	0	0	0
Krt26	0	0	0	0
Krt27	0	0	0	0
Krt28	2	4	0	1
Krt31	0	0	0	0
Krt32	0	0	1	0
Krt33a	0	0	0	0
Krt33b	0	0	0	0
Krt34	0	0	0	0
Krt35	0	0	0	0
Krt36	458	540	675	435
Krt39	0	0	0	0
Krt4	0	0	0	0
Krt40	0	0	0	0
Krt42	0	0	5	8
Krt5	0	0	643.61	516.41
Krt6a	0	0	191.39	148.59
Krt6b	0	0	0	0
Krt7	15	11	253	188
Krt71	0	0	0	0
Krt72	0	0	0	0
Krt73	0	0	0	0
Krt74	0	0	0	0
Krt75	0	0	0	0
Krt76	0	0	0	0
Krt77	0	0	0	0
Krt78	1	0	0	0
Krt79	123	80	119	100
Krt8	3	4	115	107
Krt80	43	16	128	106
Krt81	0	0	0	0
Krt82	0	0	0	1
Krt83	2	1	9.67	5
Krt84	0	0	0	0
Krt85	0	0	1.33	0
Krt86	0	0	0	1
Krt9	0	0	0	0
Krtap1-3	0	0	0	0
Krtap1-4	0	0	0	0
Krtap1-5	0	0	1	0
Krtap10-10	0	0	0	0
Krtap10-4	0	0	0	0
Krtap11-1	0	0	0	0
Krtap12-1	0	0	0	0
Krtap13	0	0	0	0
Krtap13-1	0	0	0	0
Krtap14	0	0	0	0
Krtap15	0	0	0	0
Krtap16-1	0	0	0	0
Krtap16-3	0	0	0	0
Krtap17-1	0	0	0	0
Krtap19-1	0	0	0	0
Krtap19-2	0	0	0	0
Krtap19-3	0	0	0	0
Krtap19-4	0	0	0	0
Krtap19-5	0	0	0	0
Krtap19-9b	0	0	0	0
Krtap2-4	0	0	0	0
Krtap20-2	0	0	0	0
Krtap21-1	0	0	0	0
Krtap22-2	0	0	0	0
Krtap24-1	0	0	0	0
Krtap26-1	0	0	0	0
Krtap27-1	0	0	0	0
Krtap3-1	0	0	0	0
Krtap3-2	0	0	0	0
Krtap3-3	0	0	0	0
Krtap31-1	0	0	0	0
Krtap31-2	0	0	0	0
Krtap4-1	0	0	0	0
Krtap4-13	0	0	0	0
Krtap4-16	0	0	0	0
Krtap4-2	0	0	0	0
Krtap4-6	0	0	0	0
Krtap4-7	0	0	0	0
Krtap4-8	0	0	0	0
Krtap4-9	0	0	0	0
Krtap5-1	0	0	0	0
Krtap5-2	0	0	0	0
Krtap5-3	0	0	0	0
Krtap5-4	0	0	0	0
Krtap5-5	0	0	0	0
Krtap6-1	0	0	0	0
Krtap6-2	1	0	3	1
Krtap6-5	0	0	0	0
Krtap7-1	0	0	0	0
Krtap8-1	0	0	0	0
Krtap9-1	0	0	0	0
Krtap9-3	0	0	0	0
Krtap9-5	0	0	0	0
Krtcap2	633	704	850	881
Krtcap3	2	7	9	10
Krtdap	14	11	9	16
Ksr1	735.59	762.5	1018.42	855.73
Ksr2	0	0	1	0
Kti12	302	361	471	275
Ktn1	2180	2280	2401	2463
Kxd1	645	761	760	634
Ky	0	0	0	2
Kynu	0	0	0	0
L1cam	20	8	12	9
L1td1	0	0	1	0
L2hgdh	630	738	682	533
L3hypdh	581	826	697	554
L3mbtl1	1	0	0	0
L3mbtl2	345.94	372.16	396.89	336.61
L3mbtl3	198	227	238	241
L3mbtl4	0	0	1	0
LOC100038947	3	4	1	0
LOC100040786	0	0	0	0
LOC100043315	0	0	0	0
LOC100048884	13.83	0	43.47	0
LOC100049077	3.01	6.1	8.04	1.45
LOC100125594	0	0	0	0
LOC100502896	0	0	0	0
LOC100503496	27.43	35.16	4.03	32.75
LOC100504039	0	0	0	0
LOC100504703	15	21	13	15
LOC100505025	0	5.26	1.14	0
LOC100861615	1.91	0	0	0
