WT_1	WT_2	KO_1	KO_2
Mir7654	0	0	0	0
Mir7655	0	0	0	0
Mir7656	0	0	0	0
Mir7657	0	0	0	0
Mir7658	0	0	0	0
Mir7659	0	0	0	0
Mir7660	0	0	0	0
Mir7661	0	0	0	0
Mir7662	0	0	0	0
Mir7663	0	0	0	0
Mir7664	0	0	0	0
Mir7665	0	0	0	0
Mir7666	0	0	0	0
Mir7667	0	0	0	0
Mir7668	0	0	0	0
Mir7669	0	0	0	0
Mir767	0	0	0	0
Mir7670	0	0	0	0
Mir7671	0	0	0	0
Mir7672	0	0	0	0
Mir7673	0	0	0	0
Mir7674	0	0	0	0
Mir7675	0	0	0	0
Mir7676-1	0	0	0	0
Mir7676-2	0	0	0	0
Mir7677	0	0	0	0
Mir7678	0	0	0	0
Mir7679	0	0	0	0
Mir7680	0	0	0	0
Mir7681	0	0	0	0
Mir7682	0	0	0	0
Mir7683	0	0	0	0
Mir7684	0	0	0	0
Mir7685	0	0	0	0
Mir7686	0	0	0	0
Mir7687	0	0	0	0
Mir7688	0	0	0	0
Mir7689	0	0	0	0
Mir770	0	0	0	0
Mir7b	0	0	0	0
Mir7j	0	0	0	0
Mir7k	0	0	0	0
Mir802	0	0	0	0
Mir804	0	0	0	0
Mir8090	0	0	0	0
Mir8091	1.86	3.68	3.1	3.7
Mir8092	0	0	1.29	0
Mir8093	0	0	0	1.91
Mir8094	8.1	5.46	0	6.42
Mir8095	0	0	0	0
Mir8096	0	0	0	0
Mir8097	0	0	0	0
Mir8098	0	4.91	15.18	13.39
Mir8099-1	0	0	0	0
Mir8099-2	0	0	0	0
Mir8100	0	0	0	0
Mir8101	0	0	0	0
Mir8102	1.86	0	0	0
Mir8103	3.67	3.63	0	0
Mir8104	0	0	0	0.53
Mir8105	0	0	0	0
Mir8106	0	0	0	0
Mir8107	0	0	0	0
Mir8108	0	0	0	0
Mir8109	0	0	0	0
Mir8110	0	0	0	0
Mir8111	0	0	0	0
Mir8112	21.18	29.37	40.69	14.76
Mir8113	0	2.17	0	0
Mir8114	0	0	0	0
Mir8115	0	0	0	0
Mir8116	0	0	0	0
Mir8117	0	0	0	0
Mir8118	0	0	0	0
Mir8119	0	0	0	4.37
Mir8120	0	0	0	0
Mir871	0	0	0	0
Mir872	0	0	0	0
Mir873a	0	0	0	0
Mir873b	0	0	0	0
Mir874	0	0	0	0
Mir875	0	0	0	0
Mir876	0	0	0	0
Mir877	0	11.01	0	0
Mir878	0	0	0	0
Mir879	0	0	0	0
Mir880	0	0	0	0
Mir881	0	0	0	0
Mir882	0	0	0	0
Mir883a	0	0	0	0
Mir883b	0	0	0	0
Mir9-1	0	0	0	0
Mir9-2	0	0	0	0
Mir9-3	0	0	0	0
Mir92-1	0	0	0	0
Mir92-2	0	0	0	0
Mir92b	0	0	0	0
Mir93	0	0	0	0
Mir96	0	0	0	0
Mir98	0	0	0	0
Mir99a	0	0	0	0
Mir99ahg	0.67	0.46	0.33	0.47
Mir99b	0	0	0	0
Mira	6.16	7.59	7.79	6.47
Mirc35hg	0	0.22	0	0
Mirg	1.57	2.24	1.97	1.57
Mirlet7a-1	0	0	0	0
Mirlet7a-2	0	0	0	0
Mirlet7b	0	0	0	0
Mirlet7c-1	0	0	0	6.04
Mirlet7c-2	0	0	0	0
Mirlet7d	0	4.14	3.49	4.16
Mirlet7e	0	0	0	0
Mirlet7f-1	0	0	0	0
Mirlet7f-2	0	0	0	0
Mirlet7g	0	0	0	0
Mirlet7i	0	0	0	0
Mis12	51.3	46.84	49.16	51
Mis18a	24.55	25.19	23.29	25.42
Mis18bp1	10.02	10.16	9.84	10.76
Misp	0.05	0.1	0	0.1
Mitd1	19.49	19.61	17.24	15.77
Mitf	14.4	14.25	11.65	14.58
Mixl1	0.05	0.11	0.09	0.05
Mki67	64.94	54.65	61.87	63.36
Mkks	22.63	27	23.59	24.56
Mkl1	21.26	18.86	17.64	19.82
Mkl2	12.91	10.9	10.67	12.18
Mkln1	31.19	31.04	31.27	33.86
Mkln1os	0.81	0.67	0.9	0.54
Mknk1	23.59	19.2	21.77	23.77
Mknk2	66.97	68.12	66.77	69.09
Mkrn1	37.19	33.36	36.01	37.23
Mkrn2	17.48	16.83	16.83	18.93
Mkrn2os	0.05	0.05	0.08	0
Mkrn3	0.58	1.01	0.89	0.78
Mks1	7.15	7.75	7.55	7.79
Mkx	0.46	0.42	0.48	0.92
Mlana	0	0	0.26	0.62
Mlc1	0	0	0	0
Mlec	247.57	234.21	227.04	234.45
Mlf1	3.93	2.63	2.41	2.99
Mlf2	267.82	253.49	270.98	260.16
Mlh1	14.55	14.93	15.1	16.52
Mlh3	10.73	10.38	9.94	10.81
Mlip	0.1	0	0	0
Mlkl	19.45	20.21	20.44	22.16
Mllt1	27.72	27.75	26.19	26.85
Mllt10	19.73	17.97	18.41	20.75
Mllt11	15.84	17.23	17.43	15.08
Mllt3	6.78	5.69	6.31	7.25
Mllt4	13.72	12.22	13.07	14.33
Mllt6	21.01	18.35	18.7	18.98
Mlph	0.03	0.05	0.07	0.08
Mlst8	14.83	12.17	12.39	13.93
Mlx	28.36	27.09	27.5	29.12
Mlxip	33.18	30.03	28.45	31.99
Mlxipl	0.24	0.37	0.39	0.3
Mlycd	20.09	21.3	16.87	19.23
Mmaa	6.09	7.06	6.61	5.84
Mmab	40.25	38.39	34.44	35.63
Mmachc	18.88	17.47	17.5	17.82
Mmadhc	112.95	106.31	108.49	110.2
Mmd	74.88	74.28	70.03	74.59
Mmd2	0	0.06	0.1	0.06
Mme	2	2.22	1.83	2.19
Mmel1	0.04	0.08	0.04	0
Mmgt1	32.45	32.28	32.37	36.97
Mmgt2	13.24	14.83	16.01	13.91
Mmp10	0.08	0	0	0
Mmp11	86.22	86.41	84.17	86.97
Mmp12	3.24	3.1	4.55	4.41
Mmp13	0.23	0.23	0.27	0.09
Mmp14	387.23	379.89	364.61	398.89
Mmp15	2.69	2.07	2.46	2.62
Mmp16	0.27	0.21	0.27	0.48
Mmp17	16.89	15.64	12.69	12.35
Mmp19	77.38	77.51	77.02	77.56
Mmp1a	0	0	0	0
Mmp1b	0	0	0	0
Mmp2	481.85	453.98	455.64	471.69
Mmp20	0	0	0	0
Mmp21	0.07	0.13	0.06	0
Mmp23	125.18	119.04	120.21	119.77
Mmp24	0.06	0.1	0.14	0.1
Mmp25	0.07	0.14	0.06	0.11
Mmp27	3.04	2.19	4.45	5.83
Mmp28	14.53	13.4	9.77	10.22
Mmp3	107.63	109.96	112.6	103.26
Mmp7	0	0	0	0
Mmp8	8.75	9.42	13.61	13.7
Mmp9	2.14	2.73	6.29	5.49
Mmrn1	0.74	0.76	0.84	1.05
Mmrn2	3.81	2.87	3.88	4.22
Mms19	24.65	24.23	25	27.4
Mms22l	7.35	6.33	8.04	7.42
Mn1	6.34	6.16	5.16	6.45
Mnat1	22.53	21.92	21.92	20.41
Mnd1	6.46	6.86	7.42	9.14
Mnd1-ps	0.05	0	0	0
Mnda	267.21	270.41	256.49	276.27
Mndal	29.94	29.47	29.15	33.54
Mns1	10.79	10.25	11.49	10.29
Mnt	21.13	21.35	18.25	21.14
Mnx1	0	0	0	0
Moap1	3.18	3.23	3.24	4.1
Mob1a	98.63	90.37	87.57	91.26
Mob1b	26.9	25.98	24.74	25.5
Mob2	28.05	32.18	31.79	34.17
Mob3a	27.75	25.11	26.02	25.9
Mob3b	0.51	0.36	0.52	0.54
Mob3c	5.32	5.26	5.48	5.25
Mob4	40.73	42.57	38.59	44.24
Mobp	0	0	0	0
Mocos	2.83	2.97	3.08	3.71
Mocs1	39.03	35.91	35.44	38.38
Mocs2	87.62	91.33	90.67	93.63
Mocs3	16.02	18.02	15.82	18.11
Mog	0	0	0.06	0
Mogat1	0	0	0.09	0.11
Mogat2	0.14	0.28	0.41	0.35
Mogs	65.02	65.97	62.69	65.13
Mok	0.3	0.37	0.31	1.33
Mon1a	12.27	10.91	12.69	12.99
Mon1b	12.7	13.09	12.66	14.84
Mon2	36.24	32.81	31.85	34.85
Morc1	0.12	0.16	0.61	0.52
Morc2a	39.34	35.79	34.96	38.08
Morc2b	0	0	0	0
Morc3	22.38	21.66	22.41	23.68
Morc4	7.46	7.41	7.34	8.15
Morf4l1	436.21	450.72	446.62	451.85
Morf4l1-ps1	7.64	8.75	7.63	7.38
Morf4l2	432.94	441.31	418.11	448.96
Morn1	2.28	1.95	2.53	2.42
Morn2	5.55	4.34	4.79	4.58
Morn3	0.28	0.28	0.12	0.42
Morn4	1.59	1.71	1.5	1.51
Morn5	0	0.58	0.33	0.19
Mos	0	0	0.07	0
Mospd1	23.14	22.69	26.18	29.07
Mospd2	29.25	32.29	29.3	32.61
Mospd3	41.83	43.72	45.06	47.5
Mospd4	0	0	0.12	0.15
Mov10	12.35	10.91	10.33	12.21
Mov10l1	0	0	0	0
Moxd1	5.12	4.36	4.88	5.54
Moxd2	0	0	0	0
Mpc1	61.08	57.06	57.79	66.29
Mpc2	98.18	104.86	109.71	102.2
Mpdu1	33.68	35.55	37.67	35.9
Mpdz	30.08	27.12	27.14	28.96
Mpeg1	8.05	8.98	14.46	15.38
Mpg	21.31	20.67	23.92	21.67
Mphosph10	50.47	52.1	47.01	52.1
Mphosph6	20.15	22.02	24.62	23.36
Mphosph8	43.39	47.88	43.08	44.48
Mphosph9	5.15	4.82	4.1	4.84
Mpi	29.26	25.93	26.58	25.5
Mpl	0.05	0	0.08	0.05
Mplkip	11.54	13.4	11.49	11.12
Mpnd	63.32	66.38	64.79	61.26
Mpo	0	0.1	0.04	0.05
Mpp1	66.61	65.71	62.59	64.55
Mpp2	1.89	1.96	2.35	2.24
Mpp3	0.04	0.13	0.36	0
Mpp4	0.05	0	0.09	0.11
Mpp5	11.09	11.04	11.11	12.47
Mpp6	106.39	110.16	102.52	113.05
Mpp7	7.3	7.68	7.26	7.23
Mppe1	14.32	15.61	13.06	15.33
Mpped1	0.04	0	0	0
Mpped2	0	0.05	0.09	0.05
Mprip	72.64	69.59	67.99	71.24
Mpst	39.86	41.17	36.54	42.1
Mptx1	0	0	0	0
Mptx2	0	0	0	0
Mpv17	64	61.9	60.55	63.68
Mpv17l	5.87	5	5.79	5.7
Mpv17l2	47.42	47.5	50.67	47.21
Mpz	0	0.19	0.21	0.12
Mpzl1	33.87	34.27	38.25	37.2
Mpzl2	0.04	0.08	0.22	0.42
Mpzl3	0.63	0.99	1.15	1.25
Mr1	14.44	13.76	14.29	16
Mrap	36.2	27.66	32.31	38
Mrap2	0	0	0.11	0
Mras	9.09	8.34	6.58	6.81
Mrc1	36.41	35.55	64.01	69.75
Mrc2	120.56	114.9	141.71	151.78
Mre11a	16.31	16.15	14.82	17.22
Mreg	5.77	3.3	4.24	4.66
Mrfap1	660.17	678.22	676.71	678.47
Mrgbp	10.34	10.98	11.24	10.08
Mrgpra1	0	0	0	0
Mrgpra2a	0	0	0	0
Mrgpra2b	0	0	0	0
Mrgpra3	0	0	0	0
Mrgpra4	0	0	0	0
Mrgpra6	0.03	0	0.08	0
Mrgpra9	0	0	0	0
Mrgprb1	0	0	0	0.03
Mrgprb2	0	0	0	0
Mrgprb3	0	0	0	0
Mrgprb4	0	0	0	0
Mrgprb5	0	0	0	0
Mrgprb8	0	0	0	0
Mrgprd	0	0	0	0
Mrgpre	2.87	3.14	3.24	4.26
Mrgprf	9.78	8.64	8.07	8
Mrgprg	0	0	0	0
Mrgprh	0	0.07	0	0
Mrgprx1	0	0	0	0
Mrgprx2	0	0	0	0
Mri1	25.65	25.28	24.57	27.44
Mrln	0	0	0.81	1.29
Mrm1	9.67	8.98	8.79	10.03
Mro	0.06	0	0	0.06
Mroh1	35.27	33.79	33.2	35.9
Mroh2a	0.24	0.43	0.39	0.44
Mroh2b	0	0	0	0
Mroh4	0	0	0	0
Mroh5	0	0	0	0
Mroh6	0.18	0.22	0.21	0.4
Mroh7	0.03	0.03	0	0.06
Mroh8	0.14	0.14	0.18	0.18
Mroh9	0	0	0	0.08
Mrpl1	12.01	14.84	14.57	13.24
Mrpl10	66.71	67.24	65.78	68.28
Mrpl11	14.28	14.73	16.4	17.24
Mrpl12	107.33	101.65	102.85	102.06
Mrpl13	125.49	128.44	124.85	126.78
Mrpl14	62.87	63.86	74.12	72.02
Mrpl15	23.73	25.4	25.52	22.75
Mrpl16	35.43	32.25	38.69	31.39
Mrpl17	20.22	21.64	22.76	21.03
Mrpl18	89.39	89.05	100.1	96.3
Mrpl19	8.27	7.83	8.95	8.29
Mrpl2	82.41	78.17	82.97	77.44
Mrpl20	122.25	129.33	120.98	121.5
Mrpl21	34.76	34.16	35.82	34.34
Mrpl22	38.22	43.71	40.31	36.8
Mrpl23	86.29	93.89	98.98	90.62
Mrpl24	166.11	166.13	166.82	162.91
Mrpl27	66.08	62.34	61.16	59.02
Mrpl28	57.59	57.27	61.99	50.92
Mrpl3	58.34	56.05	51.13	52.4
Mrpl30	130.18	132.96	134.95	126.68
Mrpl32	74.78	76.11	77.52	67.88
Mrpl33	294.95	305.14	311.48	296.38
Mrpl34	76.42	75.46	89.49	79.01
Mrpl35	9.28	9.61	10.22	10.96
Mrpl36	53.37	57.02	58.9	55.88
Mrpl37	36.75	35.88	41.22	36.08
Mrpl38	33.14	34.15	33.31	31.91
Mrpl39	33.22	34.3	33.63	35.36
Mrpl4	73.65	78.14	75.1	67.79
Mrpl40	42.47	41.81	39.36	38
Mrpl41	18.18	21.49	20.4	17.91
Mrpl42	116.15	101.11	98.01	102.87
Mrpl43	61.21	65.84	62.59	64.61
Mrpl44	34.51	31.7	30.83	34.45
Mrpl45	29.98	32.02	30.2	29.65
Mrpl46	20.05	23.6	23.69	19.96
Mrpl47	29.73	29.43	34.65	30.34
Mrpl48	41.08	47.76	53.84	55.19
Mrpl49	35.1	35.34	34.58	37.4
Mrpl50	54.29	53.11	49.4	53.58
Mrpl51	58.57	62.05	68.03	58.31
Mrpl52	220.58	224.06	235.09	196.17
Mrpl53	67.05	77.53	75.33	63.45
Mrpl54	38.03	40.21	45.28	41.6
Mrpl55	31.82	32.06	31.69	30.64
Mrpl57	19.72	20.96	20.72	21.76
Mrpl9	57.4	49.73	55.5	54.94
Mrps10	47.17	52.25	52.19	44.49
Mrps11	29.08	27.44	27.81	26.84
Mrps12	80.15	89.13	80.78	82.15
Mrps14	31.37	31.82	35.69	30.66
Mrps15	46.96	52.3	53.3	52.03
Mrps16	75.39	77.56	84.21	73.59
Mrps17	65.35	70.24	67.39	68.69
Mrps18a	69.65	68.22	63.51	68.58
Mrps18b	74.53	68.07	69.22	72.73
Mrps18c	82.16	76.9	82.71	69.19
Mrps2	35.07	34.6	34.15	38.62
Mrps21	190.62	194.84	241.94	184.72
Mrps22	27.1	23.59	23.86	28.76
Mrps23	66.45	62	71.41	73.82
Mrps24	64.53	65.43	68.11	65.52
Mrps25	15.02	14.17	16.21	15.13
Mrps26	81.63	88.61	90.7	84.91
Mrps27	37.28	38.56	37.4	38.92
Mrps28	25.27	29.26	31.5	26.27
Mrps30	46.46	47.73	45.1	49.33
Mrps31	18.28	18.92	20.01	21.48
Mrps33	59.09	56.66	63.64	56.99
Mrps34	70.43	70.18	71.75	71.86
Mrps35	29.34	32.06	27.85	32.71
Mrps36	48.63	48.5	46.73	41.08
Mrps5	37.62	36.99	35.49	36.75
Mrps6	82.68	82.57	72.43	63.58
Mrps7	65.59	69.24	66.84	63.09
Mrps9	33.12	32.97	27.43	34.67
Mrrf	22.7	22.45	21.31	21.55
Mrs2	18.17	18.96	16.04	17.98
Mrto4	51.03	52.72	59.16	55.21
Mrvi1	0.41	0.49	0.46	0.55
Ms4a1	0	0	0	0
Ms4a10	0	0	0	0
Ms4a13	0	0	0	0
Ms4a15	0.07	0	0	0
Ms4a18	0	0	0	0
Ms4a2	0	0	0.04	0
Ms4a3	0	0	0	0
Ms4a4b	0.37	0.2	0.34	0.1
Ms4a4c	0.25	0.29	0.06	0.29
Ms4a4d	236.03	234.66	241.81	257.05
Ms4a5	0	0	0	0
Ms4a6b	11.12	10.98	14.78	17.25
Ms4a6c	16.62	16.3	24.75	24.95
Ms4a6d	58.82	56.66	106.35	113.08
Ms4a7	12.7	13.83	22.61	22.1
Ms4a8a	4.06	4.02	6.78	9.63
Msantd1	1.02	0.96	1.11	0.57
Msantd2	10.48	9.19	8.53	11.84
Msantd3	16.23	17.65	16.49	19.46
Msantd4	40.06	39.93	39.64	40.55
Msc	0.22	0.22	0.31	0.15
Msgn1	0	0	0	0
Msh2	12.92	14.27	13.18	13.1
Msh3	10.27	9.74	8.59	9.03
Msh4	0.04	0.07	0.03	0.08
Msh5	0.62	0.45	0.54	0.37
Msh6	27.42	28.26	27.1	25.09
Msi1	10.52	10.33	9.05	9.09
Msi2	10.77	9.14	10.42	10.85
Msl1	52.08	48.94	47.15	50.82
Msl2	23.71	23.57	20.17	23.43
Msl3	35	37.4	33.51	33.01
Msl3l2	8.04	8.66	9.15	8.47
Msln	0.35	0.53	1.58	1.64
Mslnl	0.24	0.09	0.04	0.09
Msmb	0	0	0	0
Msmo1	244.37	256.14	229.06	241.42
Msmp	0	0	0	0
Msn	169.27	160.48	187.11	190.37
Msr1	9.08	8.39	12.58	13.78
Msra	8.28	7.06	8.09	6
Msrb1	75.03	74.59	88.42	69.23
Msrb2	7.98	7.9	7.11	6.97
Msrb3	35.48	34.8	29.1	31.2
Mss51	0.75	1.56	1.03	1.23
Mst1	0.05	0	0.09	0
Mst1r	5.31	6.65	6.71	8.01
Mstn	0.05	0	0.12	0.09
Msto1	34.02	32.49	34.6	30.33
Msx1	7.87	7.31	8.18	6.79
Msx1os	0.78	0.12	0.09	0.1
Msx2	0.29	0.11	0.29	0.4
Msx3	0	0	0	0
Mt1	4331.3	4328.85	5163.13	4450.44
Mt2	4884.54	5149.37	5938.03	5522.22
Mt3	0.78	0.51	1.73	0
Mt4	0	0.38	0.32	0
Mta1	73.28	70.97	70.65	71.66
Mta2	89.78	87.99	85.05	88.39
Mta3	29.5	27.85	31.89	33.94
Mtag2	0	0.2	0.16	0
Mtap	52.1	50.34	48.73	53.36
Mtap7d3	3.67	3.5	3.14	3.92
Mtbp	11.79	10.9	12.79	13.03
Mtch1	253.59	267.33	256.47	258.56
Mtch2	103.25	104.48	100.88	106.06
Mtcl1	4.03	4.27	4.08	4.51
Mtcp1	6.12	5.34	5.42	5.12
Mtdh	134.51	138.28	128.55	139.92
Mterf1a	5.65	6.37	5.16	7.79
Mterf1b	2.87	3.54	3.2	2.92
Mterf2	3.87	3.43	3.77	4.58
Mterf3	32.13	35.61	32.26	35.45
Mterf4	322.32	309.41	207.86	229.97
Mtf1	11.9	10.65	11.96	11.63
Mtf2	14.67	14.97	15.6	16.48
Mtfmt	16.21	15.51	12.47	15.04
Mtfp1	2.46	3.07	3.27	3.26
Mtfr1	36.01	34.04	31.98	35.64
Mtfr1l	84.46	80.33	78.85	85.02
Mtfr2	6.79	6.19	6.08	8.16
Mtg1	12.11	14.74	14.41	13.48
Mtg2	13.27	13.65	12.13	15.53
Mthfd1	36.01	34.48	32.88	33.71
Mthfd1l	9.82	8.24	10.89	11.28
Mthfd2	64.78	58.53	65.53	66.29
Mthfd2l	6.93	6.42	5.74	5.47
Mthfr	19.82	19.75	17.61	18.16
Mthfs	6.89	4.68	8.55	8.48
Mthfsd	14.65	13.87	13.65	11.29
Mthfsl	15.67	13.42	14.89	13.68
Mtif2	28.07	26.94	29.15	31.44
Mtif3	4.44	4.2	4.2	4.66
Mtl5	0.69	0.66	0.51	0.39
Mtm1	22.63	23.18	21.11	23.38
Mtmr1	11.77	13.18	11.99	14.32
Mtmr10	12.46	12.03	12.34	13.29
Mtmr11	11.26	11.58	11.57	11.25
Mtmr12	11.32	11.05	11.15	11.3
Mtmr14	21.61	22.17	21.87	23.68
Mtmr2	45.34	42.6	42.48	46.27
Mtmr3	39.1	33.57	34.02	37.43
Mtmr4	41.21	40.8	35.06	38.68
Mtmr6	42.07	40.74	40.13	44.68
Mtmr7	0.31	0.27	0.16	0.32
Mtmr9	30.02	28.45	26.88	27.93
Mtnr1a	0	0	0	0
Mtnr1b	0	0	0	0
Mto1	13.14	11.71	11.72	11.88
Mtor	22.96	18.75	18.61	21.24
Mtpap	28.68	24.56	25.63	32.32
Mtpn	127.22	126.24	118.12	132.38
Mtr	17.74	16.3	15.55	15.76
Mtrf1	7.14	7.8	6.92	8.18
Mtrf1l	7.94	8.57	7.93	8.85
Mtrr	17.53	17.56	15.32	16.15
Mtss1	5.96	5.29	4.86	5.39
Mtss1l	10.68	9.49	9.61	10.27
Mttp	7.23	8.23	7.24	6.97
Mturn	14.56	12.1	12.1	12.62
Mtus1	7.69	6.44	6.52	6.77
Mtus2	0.16	0.26	0.16	0.27
Mtx1	34.34	36.8	35.35	35.18
Mtx2	51.46	55.99	54.86	57.1
Mtx3	8.15	7.88	7.9	8.23
Muc1	0.83	0.71	0.37	0.66
Muc13	0.12	0.29	0.17	0.12
Muc15	0.04	0	0	0.04
Muc19	0.01	0.01	0.03	0.04
Muc2	0.16	0.13	0.15	0.13
Muc20	0	0	0	0
Muc4	0	0	0	0.01
Muc5ac	0	0	0	0
Muc5b	0	0	0.01	0.01
Muc6	0.8	1.08	1.18	1.32
Mucl1	0	0	0	0
Mug-ps1	0	0	0	0
Mug1	0	0	0	0.03
Mug2	0	0	0	0
Mul1	16.49	16.16	15.83	15.46
Mum1	21.74	22.35	22.91	21.29
Mum1l1	4.47	4.68	3.61	4.55
Munc	0	0	0.23	0.27
Mup1	0	0	0	0
Mup10	0	0	0	0
Mup11	0	0	0	0
Mup12	0	0	0	0
Mup13	0	0	0	0
Mup14	0	0	0	0
Mup15	0	0	0	0
Mup16	0	0	0	0
Mup17	0	0	0	0
Mup19	0	0	0	0
Mup2	0.35	0.17	0.15	0
Mup20	0	0	0	0
Mup21	0.18	0	0.15	0
Mup3	0	0	0	0
Mup4	0	0	0	0
Mup5	0	0	0	0
Mup6	0	0	0	0
Mup7	0	0	0	0
Mup8	0	0	0	0
Mup9	0	0	0	0
Murc	1.77	1.63	7.55	8.88
Mus81	15.5	18.51	15.77	15.93
Musk	1.03	0.5	1.8	2.05
Mustn1	1.96	2.48	2.91	4.56
Mut	32.93	30.06	28.81	31.35
Mutyh	3.3	2.51	2.95	2.9
Mvb12a	35.83	36.44	41.22	42.7
Mvb12b	8.73	7.61	7.78	9.72
Mvd	150.8	138.32	129.71	135.08
Mvk	83.77	81.04	71.87	68.91
Mvp	45.72	45.62	45.31	45.34
Mx1	0.15	0.13	0.11	0.15
Mx2	0.29	0.36	0.17	0.55
Mxd1	9	9.07	7.96	8.78
Mxd3	23.07	25.27	22.7	23.26
Mxd4	98.5	94.73	97.27	97.08
Mxi1	14.3	14.23	14.49	14.68
Mxra7	113.4	110.19	106.63	106.86
Mxra8	244.97	254.44	222.94	240.25
Myadm	229.7	217.04	218.46	227.57
Myadml2	0	0	0.05	0
Myb	0.07	0.07	0.18	0.14
Mybbp1a	113.39	106.77	99.27	104.67
Mybl1	3.94	3.64	3.69	4.25
Mybl2	7.73	7.03	9.01	8.59
Mybpc1	1.13	1.27	7.42	8.44
Mybpc2	0	0.13	0.03	0.03
Mybpc3	0	0.06	0.02	0
Mybph	2.78	2.37	16.87	19.9
Mybphl	0.1	0	0	0
Myc	160.99	165.57	151.22	163.1
Mycbp	19.28	22.31	20.02	18.09
Mycbp2	77.45	63.81	62.64	65.17
Mycbpap	0.89	0.54	0.49	0.29
Mycl	0.91	0.59	1.5	1.56
Mycn	0.05	0.28	0.36	0.33
Mycs	0	0	0	0
Myct1	0.76	0.84	1.08	1.02
Myd88	56.68	56.45	56.61	62.97
Mydgf	164.47	172.8	169.46	165.44
Myef2	43.6	38.44	40.93	39.82
Myeov2	245.37	274.05	293.65	248
Myf5	0.12	0	0.5	1.25
Myf6	0.21	0.2	1.03	1.02
Myg1	30.08	30.97	32.92	32.08
Myh1	4.27	3.89	23.61	25.92
Myh10	26.99	25.42	25.76	26.83
Myh11	3.27	3.02	2.54	2.41
Myh13	0.02	0	0.02	0.02
Myh14	0	0.09	0.22	0.13
Myh15	0.04	0	0	0
Myh2	0	0	0.02	0
Myh3	9.79	8.16	52.31	59.79
Myh4	0.08	0.04	0.22	0.07
Myh6	0	0	0	0
Myh7	0.06	0.04	0.71	0.64
Myh7b	0.08	0.08	0.12	0.06
Myh8	1.46	1.31	8.59	9.87
Myh9	331.51	296.23	297.72	309.23
Myl1	12.54	12.5	71.87	72.55
Myl10	0	0	0	0
Myl12a	234.67	235.36	254.7	242.83
Myl12b	170.2	171.87	181.53	183.28
Myl2	0	0	0.18	0.21
Myl3	0.29	0.14	0.24	0
Myl4	17.86	16.06	80.17	71.27
Myl6	552.16	555.14	632.05	538.8
Myl6b	2.78	1.88	4.96	4.78
Myl7	0	0	0	0
Myl9	19.45	20.91	23.22	18.65
Mylip	18.38	16.97	15.83	16.48
Mylk	23.63	21.91	13.09	13.99
Mylk2	0.08	0.17	0.14	0.33
Mylk3	0.24	0.05	0.12	0.19
Mylk4	0.3	0.17	1.88	2.43
Mylpf	25.82	20.84	129.5	117.06
Mynn	9.36	9.01	8.51	9.68
Myo10	29.14	25.61	23.38	23.05
Myo15	0	0.01	0	0.02
Myo16	0.06	0.04	0	0.02
Myo18a	11.47	10.19	9.47	10.87
Myo18b	0.23	0.2	0.91	1.21
Myo19	8.72	7.76	7	8.73
Myo1a	0.37	0.73	0.34	0.66
Myo1b	42.84	42.15	40.09	44.76
Myo1c	56.57	53.14	54.12	56.63
Myo1d	9.67	8.81	10.4	10.97
Myo1e	7.86	7.1	8.42	8.44
Myo1f	2.05	1.68	2.62	2.87
Myo1g	0.6	0.52	0.93	1.08
Myo1h	0.79	0.8	1.27	1.73
Myo3a	0	0	0	0
Myo3b	0	0	0	0
Myo5a	24.31	21	20.83	23.17
Myo5b	0.07	0.07	0.03	0.24
Myo5c	0	0.05	0.02	0.02
Myo6	8.25	7.75	8.6	8.3
Myo7a	3.27	3.21	5.09	5.95
Myo7b	0	0	0	0
Myo9a	9.94	8.19	8.58	9.33
Myo9b	40.22	35.26	35.97	39
Myoc	0.18	0.06	0.15	0.18
Myocd	0.02	0	0.08	0.05
Myod1	1.29	0.87	8.75	10.64
Myof	50.01	44.29	50.42	52.9
Myog	3.68	4.41	37.47	38.19
Myom1	0.5	0.23	1.03	1.49
Myom2	1.55	0.9	6.96	7.05
Myom3	0.17	0.24	2.21	2.35
Myot	0.06	0.06	0.05	0.17
Myoz1	0.1	0.2	0.16	0.1
Myoz2	0.33	0.33	3.26	4
Myoz3	0.04	0.04	0	0.04
Mypn	0.09	0.07	0.58	0.72
Mypop	15.13	14.36	15.55	14.95
Myrf	0.52	0.39	0.89	0.74
Myrfl	0	0.04	0	0
Myrip	0.72	0.53	0.47	0.31
Mysm1	13	11.46	10.73	12.42
Myt1	0.02	0.02	0.02	0
Myt1l	0	0	0	0
Myzap	1.69	2	1.23	1.68
Mzb1	0	0.14	0.24	0
Mzf1	0.62	0.55	0.79	0.56
Mzt1	54.21	53.56	59.34	60.63
Mzt2	37.82	36.68	40.5	35.73
N4bp1	22.16	21.68	21.07	25.54
N4bp2	7.92	7.48	6.49	7.71
N4bp2l1	7.43	8.98	7.96	7.85
N4bp2l2	14.19	13.25	12.3	13.5
N4bp3	1.54	1.62	1.65	2.11
N6amt1	17.1	17.22	15.38	17.17
N6amt2	41.56	41.15	48.96	40.43
Naa10	76.3	72.21	77.84	63.68
Naa11	0	0	0	0
Naa15	41.26	41.73	40.46	43.59
Naa16	11.56	10.79	10.69	11.89
Naa20	89.61	99.95	90.56	93.16
Naa25	45.64	42.87	38.77	44.6
Naa30	17.86	18.24	17.07	19.26
Naa35	34.46	34.68	31.39	36.24
