"",gene_symbol,GSM2668081,GSM2668082,GSM2668083,GSM2668084,GSM2668085,GSM2668086,GSM2668087,GSM2668088,GSM2668089
ENSG00000009413,REV3L,170.5742,172.0275,169.7883,144.0389,217.9708,212.3652,91.8543,135.1648,142.1719
ENSG00000009694,TENM1,4.1603,0,2.0044,2.0152,0.9975,2.0278,0,1.0083,0
ENSG00000009709,PAX7,0,0,0,0,2.9938,0,0,0,0
ENSG00000009724,MASP2,28.1561,15.3186,13.976,16.0579,9.074,26.1312,31.2812,40.5916,23.0257
ENSG00000009765,IYD,4.6034,12.6188,12.7391,4.1872,7.588,15.2905,40.8821,54.2084,36.7205
ENSG00000009780,FAM76A,225.2511,181.9699,175.0247,217.7866,236.9467,204.9182,226.5154,241.4364,216.8251
ENSG00000009790,TRAF3IP3,126.7569,116.3993,93.3229,64.3455,83.2452,91.3687,113.6322,184.9278,141.756
ENSG00000009830,POMT2,1736.2924,1583.8537,1426.1839,1268.1499,1344.7408,1440.752,1197.4699,1236.1406,1272.5721
ENSG00000009844,VTA1,702.5309,604.2703,561.4135,468.2448,627.585,768.6133,403.7045,369.5462,432.381
ENSG00000009950,MLXIPL,34.17,17.5981,24.2632,51.2379,40.076,36.1364,27.4636,47.102,39.1462
ENSG00000009954,BAZ1B,2417.6166,2243.4001,2003.5856,2046.2363,2814.0723,3327.6821,4763.6005,5631.4862,4303.2913
ENSG00000010017,RANBP9,730.6095,583.5903,525.2023,585.1544,740.8754,691.9414,355.3758,311.6122,452.4963
ENSG00000010030,ETV7,50.987,57.0091,66.0266,71.0379,56.9819,91.0044,67.0431,59.0157,48.0141
ENSG00000010072,SPRTN,337.4647,249.6753,189.3548,159.5493,297.4571,351.9571,185.6587,163.1554,207.3418
ENSG00000010165,METTL13,1686.9888,1677.8936,1401.6113,1106.7303,1360.0399,1755.7627,1733.0967,1347.5266,1835.5911
ENSG00000010219,DYRK4,445.4437,403.7855,375.8345,576.2178,473.5555,496.8409,433.4355,404.2634,430.4122
ENSG00000010244,ZNF207,2733.7795,2323.3717,2176.5543,2028.3675,2773.0495,3203.0822,2226.3282,2168.0922,2505.3311
ENSG00000010256,UQCRC1,14309.6483,12442.6655,11654.3822,20132.3521,17157.2447,16603.6656,17595.3385,17891.8425,16942.1372
ENSG00000010270,STARD3NL,401.8702,369.2781,388.1068,317.7958,425.8413,475.8526,220.9707,195.7935,313.4934
ENSG00000010278,CD9,13206.6299,10476.2502,9034.2768,13625.3499,13900.9223,13286.9495,7871.5044,7321.6847,9931.7103
ENSG00000010282,HHATL,0.993,0,0,0,0,1.0048,1.9697,0.9925,0
ENSG00000010292,NCAPD2,1680.8139,1434.105,1023.0801,2943.3663,4710.3947,5321.9272,2711.9069,1924.6301,2855.1806
ENSG00000010295,IFFO1,166.2551,128.0404,99.6516,184.6772,182.1931,178.8196,138.6735,141.8981,162.3306
ENSG00000010310,GIPR,400.5415,274.4246,201.5346,406.9476,354.1258,171.3508,93.3855,117.6559,92.3941
ENSG00000010318,PHF7,88.4964,73.0984,79.6046,203.6716,146.1508,130.5471,116.5888,157.8645,139.5521
ENSG00000010319,SEMA3G,4.0045,6.9753,4.9732,16.0652,11.9762,14.9692,8.044,4.0111,15.0077
ENSG00000010322,NISCH,7783.2275,7513.7651,6240.739,5239.299,5889.5265,5734.3009,2625.1925,2359.756,2738.0797
ENSG00000010327,STAB1,4.0117,0,6.072,0.9973,3.0241,3.996,2.0284,6.0604,3.0609
ENSG00000010361,FUZ,279.4029,273.1595,281.5094,488.1086,362.2724,386.3531,460.149,474.7321,425.682
ENSG00000010379,SLC6A13,3.9776,8.9975,13.0416,0,0.9993,0,0,0,1.0001
ENSG00000010404,IDS,4958.4784,4395.0778,3838.1996,2039.9768,2778.3062,2795.6923,1607.5265,1669.7203,2060.1248
ENSG00000010438,PRSS3,1067.9632,818.1865,743.373,803.3091,948.8468,842.3577,957.7847,960.4086,993.826
ENSG00000010539,ZNF200,213.9265,195.0366,170.2452,157.4205,201.0801,219.1159,175.2897,240.9332,168.4634
ENSG00000010610,CD4,73.0554,42.9195,45.8283,45.1159,42.938,22.9737,12.9759,24.9475,9.9976
ENSG00000010626,LRRC23,160.4046,149.7394,139.8958,266.631,200.866,171.3764,156.7323,170.5461,106.9517
ENSG00000010671,BTK,2.0017,3.0034,4.0029,0,2.9981,2.002,1.0031,0,0
ENSG00000010704,HFE,420.9126,361.5524,347.3081,348.0001,435.5346,455.5912,266.2134,378.9176,324.7235
ENSG00000010803,SCMH1,827.2155,721.3719,704.8071,915.594,1017.3641,1030.9809,690.6232,565.2222,766.9559
ENSG00000010810,FYN,1744.8634,1484.2993,1141.4364,1321.7043,1413.1376,1172.5604,534.7269,462.5137,598.9238
ENSG00000010818,HIVEP2,725.5924,631.2081,414.7938,755.6193,922.0331,811.2081,405.9561,435.3993,518.2855
ENSG00000010932,FMO1,0,1.0028,0,0,0.9992,1.0128,0,0,0
ENSG00000011007,ELOA,2313.0854,1909.0032,1722.7347,1080.2636,1622.6533,2192.1213,1950.8864,1740.9313,2048.6451
ENSG00000011009,LYPLA2,7958.9985,7333.5826,7199.2544,5043.558,5800.3846,6341.5647,6592.0264,6343.0898,6806.2118
ENSG00000011021,CLCN6,535.2748,449.3024,367.9653,726.2729,869.459,777.4318,496.3879,461.621,537.5259
ENSG00000011028,MRC2,39712.8192,34333.0593,26381.9266,28645.8761,30387.2186,24743.7338,13459.0406,12646.8461,14047.2928
ENSG00000011052,NME1-NME2,778.4439,563.9448,548.4498,962.2583,1076.3899,963.6146,671.4323,653.9415,834.2499
ENSG00000011083,SLC6A7,0,0,0,0,0,0,0,0,1.0004
ENSG00000011105,TSPAN9,3059.8897,2725.1218,2159.6677,2046.5502,2139.1199,2378.6222,2611.4507,2501.5355,2889.4251
ENSG00000011114,BTBD7,487.2613,403.9958,387.9514,238.1269,398.1726,394.5677,475.2904,636.8145,480.9396
ENSG00000011132,APBA3,1043.7954,931.016,941.1904,857.3301,861.7842,863.7437,790.4471,677.7415,849.2195
ENSG00000011143,MKS1,500.0262,401.2293,337.0667,504.533,559.9084,523.8349,330.3482,336.1216,328.0453
ENSG00000011198,ABHD5,280.9625,206.9587,271.7165,208.972,256.9915,266.092,183.3418,178.0149,251.0318
ENSG00000011201,ANOS1,153.1651,156.7253,178.5805,52.243,91.8923,110.8724,157.1171,163.9643,191.0461
ENSG00000011243,AKAP8L,2756.2576,2628.2941,2430.4079,3097.2234,2277.8219,2436.3178,3469.4201,3632.612,3080.7858
ENSG00000011258,MBTD1,114.3123,86.9651,92.5713,92.6258,115.8172,137.7879,91.4509,84.0885,87.2686
ENSG00000011260,UTP18,741.2161,601.4715,509.3087,846.6854,1020.3472,1183.3366,760.6794,617.6665,823.2813
ENSG00000011275,RNF216,1903.3104,1791.0407,1582.0677,1563.942,1583.1629,1858.0388,1932.1044,2008.9213,1903.0351
ENSG00000011295,TTC19,1198.342,1090.9784,987.3257,910.1605,921.2378,990.446,666.1655,783.9869,761.6662
ENSG00000011304,PTBP1,13788.4646,11548.8165,10119.5552,13127.5095,16294.2873,20025.0813,14911.6433,12720.8184,15453.4136
ENSG00000011332,DPF1,148.9768,133.0795,136.7033,120.4301,183.0367,195.0145,298.7545,369.0422,270.9368
ENSG00000011347,SYT7,998.6064,1120.3016,737.0243,1343.7552,1384.445,1018.0706,159.8346,131.3467,171.0861
ENSG00000011376,LARS2,1532.4771,1385.2236,1217.9648,1108.168,1515.5089,1627.0744,842.2528,706.9634,921.6072
ENSG00000011405,PIK3C2A,496.2391,435.3648,388.5273,327.0262,518.3828,562.3255,706.7997,946.2055,646.5465
ENSG00000011422,PLAUR,3047.3562,2021.5218,1541.4805,2175.5167,2663.1034,2431.8066,3045.2111,2947.9779,3578.4935
ENSG00000011426,ANLN,343.5763,277.2015,230.6527,545.1271,1375.6437,1569.237,801.8225,591.3354,899.4298
ENSG00000011451,WIZ,4578.8947,4105.6852,3420.5222,2818.1745,3493.0329,3791.0422,1973.5862,1567.4985,2015.8264
ENSG00000011454,GPR21,1003.3956,864.1285,705.9183,962.2941,1088.4384,1098.1677,616.5851,585.4448,698.0473
ENSG00000011465,DCN,9.6854,4.4082,1.0144,5.2178,4.8163,0,4.1789,15.3963,7.5649
ENSG00000011478,QPCTL,1524.5204,1105.3083,1140.0147,1764.8974,1306.5999,1206.9446,1160.7077,1516.2631,1459.1209
ENSG00000011485,PPP5C,2553.6461,2344.4142,1979.2035,3073.8344,3246.8427,3708.8041,3206.6726,2760.7713,3330.2396
ENSG00000011523,CEP68,479.9546,399.1998,366.3035,430.7563,453.2855,421.6954,284.6171,228.6214,264.5006
ENSG00000011566,MAP4K3,213.0327,191.8962,149.5692,133.0419,176.7826,204.816,70.3143,50.1111,95.0248
ENSG00000011590,ZBTB32,22.9762,16.1619,10.0011,9.961,7.994,5.0211,1.0017,3.9909,5.0018
ENSG00000011600,TYROBP,0,0,0,0,0,0,0,0.9933,0
ENSG00000011638,TMEM159,2370.8163,2039.6446,1899.9011,2303.9199,1874.0614,1575.487,580.9708,622.8436,664.3296
ENSG00000011677,GABRA3,0,0,0,0,1.9965,0.9982,0,10.1605,0
ENSG00000012048,BRCA1,138.945,143.2229,131.9104,216.7734,403.261,525.5245,761.8757,979.6507,739.0091
ENSG00000012061,ERCC1,7156.5952,5413.5127,4799.0253,9692.8956,8964.8452,7587.4086,8808.7093,8333.3727,8886.9925
ENSG00000012124,CD22,32.0407,41.3884,20.1313,27.4171,30.1576,11.1629,12.5501,20.4185,13.6884
ENSG00000012171,SEMA3B,594.7535,632.9944,551.3305,792.0764,928.8417,1106.5899,1829.5311,1732.1341,1697.9149
ENSG00000012174,MBTPS2,320.2997,237.7428,205.4404,217.5964,339.0228,336.385,147.3779,152.7923,186.7269
ENSG00000012211,PRICKLE3,1025.8426,906.76,719.5424,1605.9103,1391.7558,1281.762,836.8851,714.4518,826.9691
ENSG00000012223,LTF,74.0588,72.8646,49.8302,37.1418,38.9775,29.9647,4.0143,8.0146,6.0011
ENSG00000012232,EXTL3,6806.8997,5843.1072,4825.4156,5735.6104,6834.652,6812.4829,4762.353,4791.1713,4909.9417
ENSG00000012504,NR1H4,0,0,0,0,0,0,0,0,0
ENSG00000012660,ELOVL5,1310.0181,1166.733,1067.3718,1083.6826,1438.3524,1383.4758,704.5685,534.6128,867.2114
ENSG00000012779,ALOX5,8.1676,6.3151,9.0676,3.7038,2.929,4.5096,0.5017,0,1.0004
ENSG00000012817,KDM5D,7.9971,4.0158,9.0279,4.0105,2.0051,3.1917,13.9399,19.9924,13.0066
ENSG00000012822,CALCOCO1,2636.3608,2321.6436,1876.5577,1761.4212,1770.2862,1388.5374,483.6975,424.9033,668.3766
ENSG00000012963,UBR7,117.3558,107.3275,104.5843,189.9559,280.5497,331.4424,194.9041,202.8899,226.3132
ENSG00000012983,MAP4K5,856.398,689.3995,645.9002,469.2635,647.8713,724.1092,297.0251,268.5344,384.3698
ENSG00000013016,EHD3,1560.4604,1604.3891,1397.8952,488.402,748.9081,1013.189,1348.2189,1057.87,1571.799
ENSG00000013275,PSMC4,1516.4798,1414.0686,1387.5372,1113.2738,1397.3284,1906.9773,1647.4733,1367.8455,1745.4355
ENSG00000013288,MAN2B2,3501.6134,2935.7249,2233.3181,1793.1865,2001.0568,1965.9592,714.6899,668.689,826.7592
ENSG00000013293,SLC7A14,23.1383,28.2612,16.9265,16.0387,13.3483,20.0922,55.5106,121.6968,25.1149
ENSG00000013297,CLDN11,527.1895,335.3461,409.3452,366.1399,277.8046,365.3596,527.0806,397.5026,511.0105
ENSG00000013306,SLC25A39,11034.6856,9816.5621,9271.0884,10604.5554,10483.5583,10965.1284,10682.252,9306.4123,10594.2092
ENSG00000013364,MVP,29581.4673,25932.6503,24437.7701,16740.0632,17455.3867,16442.5506,14230.7154,13690.3041,16239.4086
ENSG00000013374,NUB1,1558.6022,1361.3721,1376.1659,1165.9276,1201.5706,1268.1522,980.2005,1091.637,1084.119
ENSG00000013375,PGM3,606.2746,535.1107,547.5166,470.3125,604.0479,602.7607,367.295,372.1721,525.9776
ENSG00000013392,RWDD2A,46.101,71.6409,55.7005,45.2479,56.1541,65.2746,31.6257,55.1022,51.1366
ENSG00000013441,CLK1,326.1716,388.4063,286.6274,271.3754,439.1959,371.5485,113.8321,111.9336,154.0676
ENSG00000013503,POLR3B,323.5319,287.0367,228.5757,249.4208,341.3609,438.1297,263.3607,159.4146,252.1266
ENSG00000013523,ANGEL1,657.7453,581.7553,501.1394,838.606,824.4622,630.9515,306.6929,264.9676,354.8902
ENSG00000013561,RNF14,974.378,917.8179,839.5826,630.4385,818.3584,801.5766,412.602,408.4915,504.3643
ENSG00000013563,DNASE1L1,1996.6125,1508.9193,1252.3675,2295.711,1684.2825,1357.8711,615.4275,580.2351,711.6748
ENSG00000013573,DDX11,556.799,547.2891,462.5667,1127.9887,1383.4285,1911.5388,1857.2175,1818.6931,1874.7624
ENSG00000013583,HEBP1,942.734,898.5422,768.4867,1051.2859,913.7883,832.983,681.1692,550.9921,696.7641
ENSG00000013588,GPRC5A,6596.5902,5705.6299,6325.47,884.8593,1473.0502,2005.8122,2018.3179,1961.0848,2463.0396
ENSG00000013619,MAMLD1,332.5547,340.971,255.3847,238.3929,341.341,382.2436,232.1087,195.4667,231.1148
ENSG00000013725,CD6,21.7877,11.2196,22.179,22.1904,21.0694,11.8474,19.6877,16.5897,23.7354
ENSG00000013810,TACC3,776.8181,689.9397,603.5441,2250.9497,3240.1742,4280.7324,5010.6155,4127.013,4507.062
ENSG00000014123,UFL1,346.5652,307.999,229.6981,440.3928,507.0735,409.2538,360.8142,511.2968,352.1655
ENSG00000014138,POLA2,510.8776,387.0415,405.8367,708.3108,1116.5166,1510.2195,1947.3912,2059.8048,1932.0666
ENSG00000014164,ZC3H3,1510.0127,1240.5782,1072.5186,1537.4767,1468.6712,1448.6625,1466.5664,1331.0087,1388.6464
ENSG00000014216,CAPN1,34712.7495,31036.506,28122.2625,26835.4,29602.9526,30373.3662,22099.6836,18900.3631,23987.2669
ENSG00000014257,ACPP,11.2543,9.0289,15.6091,15.8782,10.9705,16.3201,7.2464,14.548,4.109
ENSG00000014641,MDH1,1642.2823,1515.6519,1393.9271,1845.2094,2212.7016,2413.4963,1129.7749,929.0618,1327.7367
ENSG00000014824,SLC30A9,1091.0891,920.299,791.0711,678.6943,1009.5597,1110.4672,572.8092,549.5597,654.7574
ENSG00000014914,MTMR11,542.3791,377.3379,268.4274,1020.6452,850.0971,528.5952,138.4068,95.1338,185.0609
ENSG00000014919,COX15,764.0341,595.9477,516.66,564.9132,735.041,788.5005,547.8457,537.1055,538.4412
ENSG00000015133,CCDC88C,346.8731,332.9289,219.6684,309.9819,325.3239,385.4225,126.6368,93.6693,116.2583
ENSG00000015153,YAF2,324.7426,340.1679,480.3633,317.7165,367.686,337.345,814.9233,1083.1548,783.2456
ENSG00000015171,ZMYND11,568.4576,498.8168,395.9398,507.0401,704.1689,810.9619,332.5126,294.722,431.2044
ENSG00000015285,WAS,18.6852,15.0751,16.0551,12.979,25.2919,19.0524,9.968,10.0333,10.9999
ENSG00000015413,DPEP1,0,1.0021,0,2.9551,0,0,0,0,0
ENSG00000015475,BID,1004.5146,869.8175,912.193,887.194,745.296,897.036,500.5451,503.3656,602.478
ENSG00000015479,MATR3,1951.217,1752.6245,1448.0141,1507.7655,2283.1624,2542.4712,1273.4257,1243.3286,1468.4522
ENSG00000015520,NPC1L1,1.0009,1.9929,1.0338,5.0382,1.9961,0.9979,6.1191,7.147,1.0109
ENSG00000015532,XYLT2,5388.3609,4440.8033,3684.0168,5533.7202,4791.7917,4364.0525,2658.3687,2608.2756,2820.0308
ENSG00000015568,RGPD5,329.2428,489.1761,415.8962,390.7264,479.3105,491.5313,143.191,150.8035,274.8581
ENSG00000015592,STMN4,1.0007,0,1.994,1.0032,0,0.999,0,0,4.0016
ENSG00000015676,NUDCD3,4768.347,4006.0509,3476.3597,4267.3826,4498.9182,4265.4634,2736.9352,2515.4186,2782.8754
ENSG00000016082,ISL1,0,0.998,0,0,0.9988,0,0.9965,0,0
ENSG00000016391,CHDH,124.1065,121.8886,137.281,114.5548,103.0186,172.8995,295.2673,373.6882,338.2292
ENSG00000016402,IL20RA,0.9972,1.9943,0,2.0022,0.9984,1.9967,6.0284,1.0023,8.0024
ENSG00000016490,CLCA1,0,0,0,0,0,0,0,0,0
ENSG00000016602,CLCA4,530.6749,469.8988,331.3721,120.5784,301.5275,287.5443,31.1383,7.0158,10.0046
ENSG00000016864,GLT8D1,619.1706,552.7569,506.6253,709.9152,687.5192,614.0141,291.7794,246.4879,356.1493
ENSG00000017260,ATP2C1,3273.6688,3066.8659,2477.8058,1589.1482,2338.4802,2366.3434,824.2703,662.6799,1004.3656
ENSG00000017427,IGF1,0,0,0,0,0,0,0,0,0
ENSG00000017483,SLC38A5,1156.1774,968.5767,666.8917,527.928,732.1777,875.1079,1393.8028,1475.0623,1485.7802
ENSG00000017797,RALBP1,4693.5737,4227.4155,3983.1055,4282.3453,4371.0168,4322.2303,4187.0547,4372.375,4181.5106
ENSG00000018189,RUFY3,481.6795,403.5185,413.5863,514.911,506.4887,475.6814,313.1551,383.154,345.3859
ENSG00000018236,CNTN1,895.3149,601.2651,452.8193,829.4953,1060.742,894.5476,248.6619,209.9235,292.2149
ENSG00000018280,SLC11A1,42.0954,47.6451,42.1949,56.8037,51.3324,59.4819,56.4842,119.0797,68.2345
ENSG00000018408,WWTR1,2054.7974,1795.5535,1346.8779,948.7911,1644.3401,2018.1266,875.187,681.1678,960.1338
ENSG00000018510,AGPS,722.4195,610.2441,553.2945,455.6759,583.5539,720.4556,462.0624,325.8422,497.2231
ENSG00000018610,CXorf56,352.6305,285.3532,357.5477,281.5153,323.6609,344.8185,323.5865,379.7532,449.6858
ENSG00000018625,ATP1A2,2.3394,3.3609,11.2159,3.0187,1.0793,2.9996,14.1289,18.9336,10.7968
ENSG00000018699,TTC27,317.3107,311.315,284.7315,358.22,446.4008,487.3216,278.8587,231.4186,315.1099
ENSG00000018869,ZNF582,50.9271,38.0986,49.1169,30.01,31.0336,30.0443,23.0686,28.9963,40.9942
ENSG00000019102,VSIG2,0,4.0089,2.0098,1.9943,2.0016,0,5.9899,2.9977,5.0009
ENSG00000019144,PHLDB1,6491.6408,7357.7291,6824.9251,1941.9437,2940.5879,3698.6722,3481.5056,3330.943,3604.043
ENSG00000019169,MARCO,24.0052,14.0551,20.0352,33.0177,19.0018,16.0279,21.926,17.9825,21.0012
ENSG00000019186,CYP24A1,412.3358,319.7327,328.1764,121.1273,141.0014,137.9711,119.4199,92.0851,127.9828
ENSG00000019485,PRDM11,280.3523,239.5446,194.0979,222.761,260.7118,268.6002,198.8834,177.9011,230.1021
ENSG00000019505,SYT13,2.0168,2.9981,0.9995,5.0779,3.0082,4.0721,6.2575,8.3379,8.3884
ENSG00000019549,SNAI2,1473.8166,1384.0369,1197.1396,1335.6799,1857.3428,1815.4957,628.7602,531.7874,812.3154
ENSG00000019582,CD74,2501.1434,2313.4534,2455.1707,1026.8892,1094.3807,1310.75,599.8671,621.9832,712.2124
ENSG00000019991,HGF,0,0,0,0,1.0081,0,0,0,0
ENSG00000019995,ZRANB1,302.8895,250.8668,262.9673,228.898,294.024,254.981,121.5968,90.6338,152.3146
ENSG00000020129,NCDN,3973.2392,3473.2859,2834.3674,2045.9552,2571.9152,2983.2803,1490.78,1061.4513,1553.2381
ENSG00000020181,ADGRA2,8.788,20.001,7.9517,8.8858,11.2812,11.9857,1.357,2.6853,7.0037
ENSG00000020256,ZFP64,1176.7189,964.7842,785.954,1071.7378,1077.6272,1002.7398,674.8684,524.1844,715.0465
ENSG00000020426,MNAT1,364.3069,317.4065,329.7185,347.3613,380.844,435.7851,283.2224,289.6742,373.0396
ENSG00000020577,SAMD4A,1985.1398,1854.4626,1545.1513,646.2552,913.9849,889.4418,1087.4562,1051.4849,1159.8053
ENSG00000020633,RUNX3,600.7187,480.9372,401.0652,751.8663,677.37,688.2072,775.283,816.3445,834.4062
ENSG00000020922,MRE11,241.41,233.1087,218.3426,238.6264,323.3416,312.1067,268.1959,304.3289,258.0685
ENSG00000021300,PLEKHB1,402.9605,418.7958,442.195,165.0922,189.0031,240.9282,101.9388,100.059,107.93
ENSG00000021355,SERPINB1,4175.4739,2059.3468,1381.5834,6297.8827,5772.2979,4076.9074,2096.2569,2176.7744,2528.593
ENSG00000021461,CYP3A43,1.0525,2.3169,3.9236,4.47,9.035,0,7.5448,8.4951,0
ENSG00000021488,SLC7A9,5.9516,13.0531,12.9089,3.8119,9.2721,7.1101,7.862,21.7859,6.0323
ENSG00000021574,SPAST,214.751,188.35,150.0044,144.2353,229.3727,227.8517,87.318,111.9967,124.0669
ENSG00000021645,NRXN3,22.6099,16.3157,23.4683,8.4641,8.0575,14.1205,35.152,54.0084,35.3746
ENSG00000021762,OSBPL5,3804.5137,3046.7253,2348.9362,4334.1759,3842.6142,3489.6274,1700.1769,1486.4764,1812.6089
ENSG00000021776,AQR,541.0913,451.6323,434.9355,407.3575,621.7395,695.952,461.3403,452.0087,469.0192
ENSG00000021826,CPS1,572.9855,442.4361,385.5106,488.0429,756.5773,720.6218,163.7076,168.7641,191.3072
ENSG00000021852,C8B,0,0,0,0,0,0,0,0.9934,0
ENSG00000022267,FHL1,5.989,6.0226,7.0351,25.0305,28.9766,22.0216,25.9663,22.011,38.0077
ENSG00000022277,RTFDC1,2312.863,2182.2027,2122.4536,2210.233,2251.8908,2584.4332,2060.7858,1773.3862,2304.7056
ENSG00000022355,GABRA1,2.1075,3.0081,0.9977,1.0018,0,1.0025,5.2284,4.9944,2
ENSG00000022556,NLRP2,549.1258,211.8433,474.3667,408.8075,471.5618,436.1513,506.7388,503.0697,558.9879
ENSG00000022567,SLC45A4,481.8747,532.0494,519.4786,257.4747,356.3057,428.1556,312.743,255.7203,346.1827
ENSG00000022840,RNF10,5240.7775,5017.1361,4706.2954,4238.4239,4505.2226,4825.4989,3337.1901,2751.7546,3784.9312
ENSG00000022976,ZNF839,516.8043,413.8172,367.3071,478.5616,490.4055,539.3819,299.487,287.4418,355.8148
ENSG00000023041,ZDHHC6,315.1209,266.7569,249.6894,266.4683,374.9674,454.8147,336.776,248.348,369.1282
ENSG00000023171,GRAMD1B,7.0065,10.0144,6.0914,6.254,1.9969,3.0624,11.4706,34.7153,16.4499
ENSG00000023191,RNH1,9598.5904,7761.2102,7394.3542,12060.825,9001.8674,8104.7091,7798.4755,6768.6357,7998.2804
ENSG00000023228,NDUFS1,974.6889,761.1149,722.9838,861.2942,1008.6662,1019.6583,536.5996,522.3917,662.5497
ENSG00000023287,RB1CC1,511.4556,415.7323,419.2547,365.5627,418.5695,454.2142,454.5631,507.3622,520.2504
ENSG00000023318,ERP44,1022.8054,891.8176,827.4899,918.5663,1005.0124,980.9901,694.7832,611.6871,700.3606
ENSG00000023330,ALAS1,1513.8619,1147.8683,960.5966,1336.1234,1488.566,1371.8855,847.0734,684.1953,1001.2958
ENSG00000023445,BIRC3,172.7836,157.444,210.7837,95.5588,89.866,110.7309,315.7479,340.8135,421.8917
ENSG00000023516,AKAP11,484.067,386.3207,357.0668,258.881,462.9007,448.8802,136.8775,122.3961,201.1131
ENSG00000023572,GLRX2,233.8926,231.0024,226.6011,245.0513,214.9215,276.3126,344.8927,296.7169,312.8256
ENSG00000023608,SNAPC1,225.508,201.9766,184.6149,162.6621,230.2908,209.161,250.7155,284.8831,265.8476
ENSG00000023697,DERA,600.7517,446.2327,393.914,633.2572,751.8447,773.2389,337.6674,246.0652,359.0648
ENSG00000023734,STRAP,3983.8457,3224.3292,3015.1995,3004.7717,3870.6316,4123.9051,2072.3646,1620.1359,2468.8591
ENSG00000023839,ABCC2,21.2243,17.9336,12.9106,8.0504,22.953,14.9682,5.0282,13.037,20.4389
ENSG00000023892,DEF6,1295.635,1100.183,934.6777,3162.3157,2420.4611,2346.475,2105.6083,2156.8548,2331.4282
ENSG00000023902,PLEKHO1,272.092,264.7022,204.6308,310.5764,360.8566,412.6804,1012.9753,1039.2745,1032.3364
ENSG00000023909,GCLM,1648.9453,1642.4761,1712.1896,1689.9292,1698.2754,2236.5273,4551.328,6153.8691,4315.9859
ENSG00000024048,UBR2,890.0617,666.6542,650.7282,542.8098,728.6286,715.747,367.2508,371.53,536.2027
ENSG00000024422,EHD2,26907.3099,23112.9514,19153.1139,16742.9887,19961.467,19907.1968,12866.4727,12591.337,13158.9818
ENSG00000024526,DEPDC1,40.0705,28.8954,29.7977,81.4911,201.6069,232.3148,137.7507,120.2802,170.0196
ENSG00000024862,CCDC28A,106.8825,119.1614,87.262,140.778,136.0738,111.0779,85.9474,65.9742,101.0208
ENSG00000025039,RRAGD,87.1545,69.8649,58.6726,77.0084,54.92,57.5808,36.0568,37.3629,54.0279
ENSG00000025156,HSF2,38.9842,42.922,47.829,97.3763,106.9036,82.9173,60.2228,77.1454,73.0315
ENSG00000025293,PHF20,1189.2239,1079.4598,992.0896,1020.2042,1123.7494,1062.3844,1657.5689,2307.2664,1632.0021
ENSG00000025423,HSD17B6,6.9974,2.0004,1.0009,8.1005,7.0709,11.2096,4.0583,8.14,7.0542
ENSG00000025434,NR1H3,173.1783,182.3097,162.9374,322.608,240.4132,236.3292,270.8514,293.028,241.931
ENSG00000025708,TYMP,8236.3482,5411.355,4430.8253,13186.9025,6598.6281,4353.1436,3132.401,3354.6283,2868.1917
ENSG00000025770,NCAPH2,1073.3719,950.6256,949.8221,1882.9493,2297.0937,2681.7013,4014.5187,3803.3591,3586.0757
ENSG00000025772,TOMM34,2262.1432,2046.273,2045.4992,1811.7303,2291.0469,2624.9479,1981.3273,1836.5516,2332.8824
ENSG00000025796,SEC63,2658.727,2219.1336,1846.6327,1622.2004,2164.4206,2187.6077,1615.949,1635.2709,1842.1394
ENSG00000025800,KPNA6,4681.8709,4221.5677,4321.5605,3662.9945,4417.249,4504.2525,7058.9709,9018.4967,7112.3522
ENSG00000026025,VIM,125368.6744,103827.6354,79339.0939,69550.3188,81536.9809,73012.7322,46764.8904,34562.4849,51256.7845
ENSG00000026036,RTEL1,649.9401,513.0242,536.8379,1045.7049,1308.8244,1052.773,879.2647,840.341,999.0852
ENSG00000026103,FAS,327.0572,296.9915,299.9079,190.4663,245.3452,293.152,125.2885,105.1381,147.0541
ENSG00000026297,RNASET2,577.56,646.6035,589.3919,592.796,561.1879,647.2082,482.6967,472.0798,486.4985
ENSG00000026508,CD44,38807.2636,34317.7124,28509.4361,21928.4253,29780.1426,27561.4288,14779.6407,13621.5189,17988.22
ENSG00000026559,KCNG1,1758.8376,1277.0804,1125.9528,2490.935,1923.4456,1779.235,1980.0801,1747.1968,1979.4293
ENSG00000026652,AGPAT4,1049.5016,965.9911,819.0553,994.3658,1105.0089,939.2689,466.7351,484.4096,596.3029
ENSG00000026751,SLAMF7,16.463,20.0662,22.3797,1.0303,6.0287,8.1688,7.5957,9.9096,3.1301
ENSG00000026950,BTN3A1,333.3448,258.2422,240.4222,329.1858,287.7846,285.6361,95.4119,89.1454,109.8699
