	Pro_1	Pro_2	Pro_3	Sen_1	Sen_2	Sen_3
NR_130710	0	0	0	0	0	0
NM_001130703	0	0	0	0	0	0
NM_001130704	0	0	0	0	0	0
NM_001130705	0	0	0	0	0	0
NM_001278125	0	0	0	0	0	0
NM_001278126	0	0	0	0	0	0
NM_001278127	0	0	0	0	0	0
NM_014269	0	0	0	0	0	0
NM_021794	0	0	0	0	0	0
NM_145004	3	2	1	1	1	0
NM_001282447	23.77	0	0	0	0	0
NM_025220	0.23	0	0	0	0	0
NM_153202	0	17	4	5	1	1
NR_001569	0	0	0	0	0	0
NR_024106	0	0	0	0	0	0
NR_024107	0	0	0	0	0	0
NR_073423	0	0	0	0	0	0
NR_001448	0	1	0	0	0	0
NR_002224	0	0	0	0	0	0
NM_003817	0	0	0	0	0	0
NM_001109	25	0	11	19.32	23.64	19.33
NM_001164489	0	11	0	15.68	0	11.67
NM_001164490	0	0	0	0	7.36	0
NM_003816	21049.96	22593.27	15426.86	7909.47	8121.83	7291
NR_027638	121.3	74.45	83.64	25.06	26.17	0
NR_027639	33.17	0	0	0	0	0
NR_027878	66.58	45.28	39.49	92.47	0	0
NM_001145271	0	0	0	0	0	0
NM_001145272	0	0	0	0	0	0
NM_014479	0	0	0	0	0	0
NM_006988	10535	11724	8185	1240	1237	1055
NM_001282352	26.13	14.08	1.07	0	0	0
NM_030957	134.87	108.92	108.93	81	56	55
NM_030955	1763	1884	1243	2455	2155	1895
NM_139025	56.48	0	0	54	24.38	18.68
NM_139026	0	0	28	0	0	6.74
NM_139027	13.34	48	0	0	0.08	0
NR_024514	8.17	0	0	0	12.53	1.58
NM_080722	22	14	25	102.96	29	34
NM_139155	0	0	0	0.04	0	0
NM_139055	225	206	158	3	2	4
NM_139056	2	2	0	5	4	6
NM_139057	4	4	1	3	1	0
NM_199355	0	0	0	0	0	0
NM_133638	3	5	1	0	0	0
NR_125748	1	0	0	0	0	0
NM_014244	3792.41	4194.12	2893.83	1599.06	1294.69	1248.09
NM_021599	127.59	172.88	72.17	193.94	212.31	175.91
NM_025003	0	0	0	0	0	0
NM_014243	2	4	3	24	11	21
NM_005099	2	0	0	1	1	3
NM_007038	568	727	480	95	87	76
NM_197941	57	69	39	57	62	60
NM_014272	737.37	745.9	651.88	1707.6	1093.78	1411.83
NR_045529	0	1.05	1.56	0	0	0
NR_045529_1	10.63	1.05	1.56	8.4	7.22	4.17
NM_007037	1161	961	980	47	31	24
NM_182920	40	20	20	23	12	11
NR_110150	0	0	0	0	0	0
NR_110151	0	0	0	0	0	0
NR_038264	0	1	0	5	1	0
NM_001040272	72.26	126.38	57.33	14.33	7.82	9.12
NM_052866	4.74	1.62	8.67	6.67	12.18	5.88
NM_001145320	0	0	0	0	0	0
NM_014694	1	0	0	1	1	0
NM_001301110	0	0	0	0	2	0
NM_207517	0	0	0	0	0	0
NM_001288607	11.38	0	0	0	0	0
NM_001288608	16.58	37.46	0	0	25.51	0
NM_019032	146.46	157.31	121.42	96.81	74.04	73.68
NM_025008	42.59	21.23	41.58	42.19	37.46	38.32
NR_104133	1	0	0	1	1	0
NM_213604	313	308	189	248	251	181
NM_001284308	0	0	0	0	0	0
NM_001284309	17.34	22.78	26.89	13.01	0	14.79
NM_001284310	0	0	0	0	0	0
NM_001284311	0	0	10.33	5.78	0	0
NM_006869	58.66	78.22	9.78	78.21	93	78.21
NM_018404	67	101	62	148	90	127
NM_001025107	2447.12	2524.85	2033.21	3849.57	2929.35	2719.13
NM_001111	713.48	872.48	220.29	404.32	1073.25	629.91
NM_001193495	69.79	27.8	31.07	62.56	81.79	55.77
NM_015840	537.61	491.2	599.43	361.55	250.62	157.26
NM_015841	0	68.67	0	0	0	131.93
NM_001112	52.76	0	85.2	57.02	31.77	0
NM_001160230	11.51	0	55.45	10.73	8.28	0
NM_015833	120.52	169.54	31.61	119.51	104.9	105.32
NM_015834	62.8	93.01	8.1	49.25	93.39	74.89
NR_027672	0	0	0	0	0	0
NR_027673	43.42	88.45	48.63	66.49	15.67	89.79
NR_027674	0	0	0	0	0	0
NR_073200	0	0	0	0	0	0
NM_018702	0	0	0	0	0	0
NR_033387	0	0	0	0	0	0
NM_012091	216.72	295	210.53	367	322	237.1
NR_036460	33.28	0	28.47	0	0	26.9
NM_001286259	54.42	10.15	15.98	28.04	17.84	4.03
NM_182503	36.58	36.85	23.02	30.96	23.16	34.97
NM_138422	32	43	29	88	69	81
NM_001142545	29.92	16.64	5.2	0	18.41	3.61
NM_020421	32.08	42.36	29.8	22	10.59	17.39
NM_052853	251	281	197	190	208	154
NM_020247	79	65	57	100	66	94
NM_001142555	30.44	106.56	56.12	15.94	21.58	55.74
NM_024876	199.56	109.44	115.88	148.06	109.42	77.26
NM_174922	116	100	69	121	84	84
NM_001281768	4.85	3.65	3.95	1.4	2.25	1.25
NM_021116	1.15	10.35	8.05	4.6	5.75	5.75
NM_001167749	0	2	1	3	1	1
NM_001297772	0	0	0	0	0	0
NM_018417	0	0	0	0	0	0
NR_026938	5.03	2.01	2.02	15.13	15.11	10.05
NM_020546	0	0	0	0	1	0
NM_004036	677.97	795.98	564.52	419.53	348.49	377.44
NM_001198568	0	0	0	0	0	0
NM_001198592	0	0	0	0.01	0	0
NM_139247	0	0	0	2.99	1	0
NM_001199642	0	0.82	0	0	1	1
NM_183357	8	6.18	2	5	0	0
NM_015270	642.99	937.7	589.41	767.46	857.26	910.86
NM_020983	534.01	191.3	201.59	440.54	51.74	28.14
NM_001114	1047	1233.7	762.15	972	951	845.23
NM_001286057	0	20.3	5.85	0	0	23.77
NM_001115	0	0	1	1	0	1
NM_001116	1365	1706	1098	673	576	597
NM_001099733	0	0	0	0	0	0
NM_001117	0	0	0	0	0	0
NM_001118	0	0	0	0	0	0
NM_001199635	0	0	0	0	0	0
NM_001199636	0	0	0	0	0	0
NM_001199637	0	0	1	0	3	2
NM_001119	3857.75	4115.18	2796.6	3011.9	2870.44	2399.36
NM_001286645	52.42	28.67	38.85	71.32	33.17	48.78
NM_014189	525.77	735.51	478.93	709.62	568.81	435.48
NM_014190	150.94	156.8	134.19	132.84	39.46	212.9
NM_176801	21.12	28.84	23.43	32.31	8.12	39.48
NM_001185054	0	0	0	0	0	0
NM_001185055	0	0	0	0	1	0
NM_001617	0	0	0	0	0	0
NM_017482	0	0	0	0	0	0
NM_017488	0	0	0	0	0	0
NM_001121	723.48	948.3	565.78	414.74	300.89	651.95
NM_016824	0	28.29	0	33.94	134.55	114.07
NM_019903	1761.33	1689.41	1248.13	981.2	680.43	521.98
NR_038943	7.19	0	3.09	3.12	3.13	0
NM_024694	0	0	0	0	0	1
NM_001083909	0	0	0	0	0	0
NM_001291085	0	0	0	0	0	0
NR_111905	0	0	0	0	0	0
NM_032777	6071.6	6487.52	4623.51	784	754.5	724.13
NM_145290	570	651	441	1534	1184	1240
NM_001702	1	0	0	1	3	1
NM_001294335	105.3	108.43	82.31	111.15	126.56	89.48
NM_001294336	351.7	372.57	272.69	480.85	298.44	336.52
NM_001704	0	0	0	0	1	1
NM_198827	0	0	0	0	0	0
NM_001256252	0	0	0	0	0	0
NM_001256253	0	0	0	0	0	0
NM_001256254	0	0	0	1	0	0
NM_001256255	0	0	0	0	0	0
NM_001974	0	0	0	0	0	0
NM_001271052	1.1	3.18	0	108.82	26.94	88.76
NM_013447	0	0	0	27.86	69.64	55.71
NM_001289158	0	0	0	0	0	0
NM_001289159	0	0	0	0	0	0
NM_032571	0	0	0	0	0	0
NR_024075	0	0	0	1	1	0
NM_001025160	122.91	14.32	0	246.13	144.21	198.65
NM_001784	321.22	535.89	345.16	1763.69	1792.02	1741.51
NM_078481	66.77	45.61	56.84	111.22	60.85	25.68
NM_025048	0	0	0	0.32	0	0
NM_153840	0	0	0	2.68	0	0
NM_153839	0	0	0	0	0	0
NM_001145168	0	0	1	0	0	4
NM_001145169	5	3	0	0	4	0
NM_153835	0	0	1.02	2.07	0	0
NM_153838	0	0	0	6	14	5
NM_001098518	0	0	0	0	0	0
NM_015234	0	0	0	0	1	0
NM_001145770	0	0	11	16.92	7.8	15
NM_001145771	0	0	0	0	9.2	0
NM_001145772	0	0	0	0	0	0
NM_001145773	0	0	0	0	0	0
NM_001145774	0	0	0	0	0	0
NM_001290142	0	0	0	8.08	0	0
NM_001290143	0	7.17	0	0	0	0
NM_001290144	0	0	0	0	0	0
NM_005682	13	0	0	0	0	0
NM_201524	0	0	0	0	0	0
NM_201525	0	9.83	0	0	0	0
NM_001079858	0	0	0	0	0	0
NM_001079859	0	0	0	0	0	0
NM_001079860	0	0	0	0	0	0
NM_001184833	0	0	0	0	0	0
NM_001184834	0	0	2	2	0	0
NM_001184835	0	0	0	0	0	0
NM_001184836	0	0	0	0	0	0
NM_001184837	0	0	0	0	0	0
NM_005756	0	0	0	0	0	0
NM_001308360	0	0	0	0	0	0
NM_170776	0	0	0	0	0	0
NM_153834	0	1	1	0	0	1
NM_001304376	0	0	0	0	0	0
NM_153837	0	0	0	0	0	0
NM_001032394	353	291.66	35.05	19	0	0
NM_001032395	0	0	0	0	0	24
NM_020455	0	128.34	245.95	0	0	0
NM_198569	0	0	0	0	36	0
NM_001308362	0	0	0	0	0	0
NM_032787	0	1	0	0	0	0
NM_001008701	0	0	0.01	0.01	0	0
NM_014921	152.36	113.04	93.84	43.13	36.63	35
NM_001297704	490	422.54	261.99	0	151	147
NM_001297705	0	61.46	37.01	0	0	0
NM_001297706	0	0	0	156	0	0
NM_012302	0	0	0	0	0	0
NM_015236	1	1	1	0	1	0
NR_110595	0	0	0	0	0	0
NM_022159	633	783	515	1937	1958	1760
NM_032119	0	0	0	0	0	0
NR_003149	1	0	0	1	1	3
NM_000667	0	0	0	0	0	0
NM_000668	27.69	31	37.32	0	0	0
NM_001286650	0	0	0	0	0	0
NM_000669	3.31	2	2.47	0	0	0
NM_000670	0	0	0	1	1	1
NM_001306171	0	0	0	0	0	0
NM_001306172	0	0	0	0	0	0
NM_000671	3137	3279	2410	2543	2263	2093
NM_000672	1	2	0	0	1	0
NM_001102470	0	0	0	0	0	0
NM_000673	0	0	0	0	0	0
NM_001166504	0	0	0	0	0	0
NM_144650	29	32	17	2	7	3
NM_001306077	14.81	11.73	5.87	23.58	10.23	8.76
NM_018269	1511.19	1612.27	1170.13	769.42	732.77	598.24
NM_001018082	0	0	0	1	0	0
NR_130907	0	0	0	0	0	0
NM_001177800	0	0	0	0	0	0
NM_004797	0	0	0	0	0	0
NR_046662	0	0	0	0	0	0
NM_001290553	697.07	736.66	490.29	859.91	871.97	591.02
NM_001290557	0	53.02	0	0	0	0
NM_001290629	22.06	0	23.16	0	22.04	0
NM_015999	561.87	714.32	542.55	899.09	944.99	1043.98
NM_024551	1144	1241	863	1835	1658	1607
NM_006829	4	6.5	3.78	6	2	5.66
NM_001123	222.05	258.68	156.42	463.67	482.12	432.81
NM_001202449	0	0	0	0	0	0
NM_001202450	0	15.33	9.94	7.57	0	19.54
NM_006721	264.95	244.99	162.64	352.76	289.88	221.65
NM_001124	1897	2038	1480	1521	1384	1174
NM_001253845	443.36	565.62	455.14	41.15	241.84	143.07
NM_024866	766.64	714.38	487.86	34.85	424.16	243.93
NM_001101340	4	3	2	2	0	1
NM_001282531	102.69	211.29	77.3	167.88	186.47	125.72
NM_001282532	0	0	0	27.68	0	0
NM_015339	570.54	492.75	322.92	428.13	374.84	597.43
NM_181442	587.77	699.97	637.78	503.31	464.69	221.85
NR_110007	11	9.17	2.66	11	6	0
NR_110008	0	0	0	0	0	0
NR_110009	0	1.83	3.34	0	0	0
NM_014913	339	375	294	347	320	292
NM_032804	672	701	491	825	753	612
NM_000674	0	0	0	0	0	0
NM_001048230	2	1	0	3	0	1
NM_000675	0	0	0	0	0	0
NM_001278497	0	0	0	0	0	0
NM_001278498	0	0	0	0	0	0
NM_001278499	0	3	2	0	0	0
NM_001278500	0	0	0	95.9	62.57	49.51
NR_103543	0	0	0	0	0	0
NR_103544	7	0	0	0	14.72	11.41
NR_028483	0	0	0	0	0	0
NR_028484	0	1	2	2.1	1.02	1.08
NM_000676	218	269	203	185	177	121
NM_000677	0	0	0	0	0	0
NM_001302678	0	0	0	0	0	0
NM_001302679	0	0	0	0	0	0
NM_031284	983.7	1008.25	680.61	973.63	881.13	843.43
NR_023318	35.45	45.84	9.94	56.4	28.19	19.02
NR_023319	209.27	215.91	141.45	234.97	235.59	197.55
NR_040107	3.58	0	0	0	1.09	0
NM_001125	0	0	0	0	0	0
NM_001291949	3	0	0	0	15	8
NM_001291950	0	2	2	8	0	0
NM_138430	24.96	11	0	0	7	0
NM_199162	1.04	0	12	3	0	8
NM_017825	449	548	395	645	581	459
NM_020233	90	90	72	109	119	102
NM_000680	0	0	0	0	0	0
NM_033302	0	0	0	0	0	0
NM_033303	0	0	0	0	0	0
NM_033304	0	0	0	0	0	0
NM_000679	98	110	88	1	1	1
NM_000678	6	6	3	2	7	3
NM_000681	0	0	1	0	2	1
NM_000682	0	0	0	0	0	0
NM_000683	0	2	0	3	3	3
NM_000684	3	0	0	0	2	0
NM_000024	44	68	25	10	15	15
NM_000025	0	0	0	0	0	0
NM_001619	875	982	653	930	780	768
NM_005160	259	312	220	462	515	442
NM_001281437	1.93	11.21	1.77	24.08	2.12	22.99
NM_001281438	93.74	198.41	142.19	246.98	296.27	296.32
NM_007002	1527.97	1546.92	1161.84	2253.73	2136.41	1760.32
NM_175573	54.36	128.46	24.2	296.2	26.21	190.37
NM_000026	831.38	926.58	607.57	1059	758.39	626.36
NM_001123378	45.62	17.42	72.43	0	74.61	154.64
NM_001126	1218	1266	908	1418	1303	1188
NM_152328	29.77	25	23	19	8	10
NM_199165	10.23	0	0	0	0	0
NM_001143948	0	0	0	33.04	0	0
NM_032744	15	12	14	10.96	32	23
NM_001129	574	523	367	286	266	227
NM_001114176	49.81	142.33	100.2	84.63	50.47	102.37
NM_001267043	21	17.38	26.03	0	13.78	14.71
NM_153207	408.19	366.29	260.77	353.37	288.74	245.92
NM_022767	1035	1131	851	1171	1061	886
NM_001130	5037.61	5707.58	4121.93	4687.67	4603.75	4541.01
NM_198969	27.98	62.32	28.94	127.22	64.74	71.87
NM_198970	181.41	147.1	87.13	158.11	211.51	143.11
NM_001134647	0	0	0	0	22.82	0
NM_198595	1761.77	2012.76	1415.78	1152.81	1136.06	1120.95
NR_026892	3.13	3.13	1.05	3.19	2.12	1.05
NM_001146337	15.76	0	0	0	0	0
NM_152406	96.24	130	85	275	214	236
NM_001001936	6	14	16	158.04	107	133.92
NM_001287824	0	0	0	0	0	0
NM_032550	0	0	0	20.96	0	29.08
NM_001166693	602.96	655.4	646.38	716.15	820.58	574.74
NM_005935	267.04	335.6	26.62	486.85	328.42	432.26
NM_001169122	0	0	0	0	0	0
NM_001169123	0	0	0	0	0	0
NM_001169124	0	0	0	0	0	0
NM_001169125	0	0	0	0	0	0
NM_001170628	0	0	0	0	0	0
NM_002025	0	0	0	0	0	0
NM_001025108	168.45	298.99	239.6	241	0	0.01
NM_002285	501.55	495.01	342.4	0	285	257.99
NM_014423	2991	3428	2279	4686	4525	3751
NR_003226	56.64	71.72	38.67	50.04	33.15	31.73
NR_003227	62.46	36.01	59.37	12.08	29.83	0
NR_003228	2.01	10.72	2.69	2.18	5.64	2.27
NM_006796	950.67	966.61	711.5	1514.37	1175.81	1146.89
NM_001133	0	0	0	0	0	0
NM_001010982	180	84.58	133	319.44	297.08	98.65
NM_001145526	0	111.42	0	0	0	222.84
NR_027083	0	0	0	3.56	1.92	7.5
NM_001134	8	10	5	2	6	2
NM_001002243	391	58.24	240	68.2	156.44	104.5
NM_017657	0	390.76	0	249.4	268.47	251.5
NM_203437	0	0	0	111.4	27.1	0
NM_000027	329.12	357	228.77	152.59	197	145
NM_001171988	22.16	0	21.23	19.41	0	0
NR_033655	28.73	0	0	0	0	0
NM_001037131	620.66	326.48	113.89	489.1	368.52	586.98
NM_001244888	29.07	8.08	17.9	142.53	98.51	58.32
NM_014914	124.26	434.44	425.21	433.38	331.97	247.7
NR_131900	7	0	6	33	24	35
NM_133447	7.76	11.16	5.4	6.01	8.74	5.89
NM_001122772	0	0	0	0	0	5.38
NM_014770	4.43	3.35	4.43	7.84	2.24	0
NR_027032	328.57	364.65	278.57	239.16	180.76	190.62
NM_001042535	201.7	313.67	219.55	390.72	403.92	367.43
NM_001281300	513.77	496.44	407.58	858.32	546	588.82
NM_001308304	128.08	20.65	44.97	58.53	0	40.81
NM_001308305	92.59	129.01	40.99	71.4	82.04	35.77
NM_031946	566.86	553.23	367.92	910.03	760.04	560.17
NM_001276343	0	0	0	7.06	0	10.82
NM_001291379	21.86	28.27	43.04	42.44	15.21	18.21
NM_133446	20.85	0	0.01	0	20.84	0
NM_001144000	46.04	32.06	21.7	27.2	10.54	8.16
NM_001077665	100.99	112.18	60.11	93.81	79.8	69
NR_126580	24.87	17.87	13.59	7.14	0	0
NM_001190810	0	0	0	0	0	0
NM_001190810_1	84.46	66.78	41.05	64.69	27.47	34.55
NM_152336	0	0	0	0	0	0
NR_046012	0	0	0	0	0	0
NM_024783	5	5	3	1	1	3
NM_178563	5	3	1	6	2	6
NM_032785	0	0	0	0	0	0
NR_046839	0	0	0	0	0	0
NM_001035507	111.02	117.89	96.94	166.06	158.38	131.29
NM_021831	79.04	89.43	56.88	47.64	31.06	0
NR_104246	0	0	0	0	0	55.63
NR_046730	1	0	0	0	0	0
NM_001136	0	0	0	0	0	0
NM_001206929_4	0	0	0	0	0	0
NM_001206932_3	0	0	0	0	0	0
NM_001206934_4	0	0	0	0	0	0
NM_001206936_4	0	0	0	0	0	0
NM_001206940_4	6.52	0	0	0	2.28	0
NM_001206954_2	0	0	0	0	0	0
NM_001206966_2	0	0	0	0	0	0
NM_172197_1	0	0	0	0	0	0
NR_038190	36.48	20	20	25	7.72	14
NM_001135187	0	0	0	0	0	0
NM_001135188	95.18	110.77	140.39	49.8	78.28	110.66
NM_001135189	0	23.74	0	0	0	0
NM_004504	921.82	1096.48	685.61	963.2	838.72	746.34
NM_006076	177	194	140	133	104	132
NM_018046	583	598	432	529	466	421
NM_018238	301	351	241	309	293	244
NM_000028	0	0	0	0	0	0
NM_000642	511	477.67	222.82	167.11	182.2	188
NM_000643	0	0	0	0	0	0
NM_000644	0	0	153.18	136.89	50.8	0
NM_000645	0	0	0	0	0	0
NM_000646	0	48.33	0	0	0	0
NM_024758	11	18	12	27	35	28
NM_001004320	2	3	5	4	3	0
NM_012199	616	656	459	582	476	473
NM_001164623	0	0	0	33.23	0	0
NM_012154	338	486	316	1048.77	1025	962
NM_024852	151	154	108.99	199	191	169
NM_177422	0	0	0.01	0	0	0
NM_017629	395	375	262	246	272	224
NM_006411	1137.25	1090.94	676.48	1539.55	1421.29	934.22
NM_032741_1	355.75	628.99	456.49	599.43	771.71	929.78
NM_001012727	113.02	65.36	108.22	134.29	194.84	145.06
NM_006412	633.98	735.64	476.78	1040.71	933.16	888.94
NM_001037553	13.93	167.75	183.82	0.32	182.81	0
NM_020132	1444.07	1404.25	972.18	1821.68	1620.19	1644
NM_020133	239	233	144	202	160	177
NR_024277	7	4	0	10	2	4
NM_018361	287	274	165	599	515	441
NM_178819	1747	1859	1227	2734	2586	2281
NM_001256421	30.6	71	17.26	0	0	24.2
NM_001256422	0.01	0	0	0	0	0.01
NM_032717	30.39	0	33.74	109	87	60.79
NM_003659	1041	1153	809	1037	976	858
NM_006408	0	0	0	1	0	0
NM_176813	0	0	0	0	0	0
NM_001305275	49.97	0	0	53.61	0	0
NM_198576	7413.03	8142	5944	14564.39	11731	11401
NM_001138	0	0	0	1	0	0
NM_000029	10	14	13	1	0	3
NM_001286715	92.08	69.26	90	89.01	33.7	54.82
NM_001286717	0	0	0	0	0	0
NM_015239	31.92	55.74	0	17.99	84.3	41.18
NM_000685	24.76	14.99	11.21	26.64	52.68	13.12
NM_004835	0	0	0	0	15.32	0
NM_009585	33.66	28.66	36.79	50.36	0	48.88
NM_031850	15.58	40.35	0	0	0	0
NM_032049	0	0	0	0	0	0
NM_000686	0	0	0	0	0	0
NM_001040194	43.42	89	96.45	118.43	24.12	78.28
NM_001040195	0	0	0	0	0	0
NM_001040196	3.01	4.73	8.29	5.59	1.42	3.1
NM_001040197	29.28	23.42	20.16	24.02	35.62	19.87
NM_020350	377.29	374.84	211.1	438.97	549.84	454.75
NM_000030	0	0	0	0	0	0
NM_001306173	0	0	0	1	0	0
NM_031900	0	0	0	0	0	0
NM_015446	811.03	959.16	690.37	1333.79	1239.91	1008.73
NR_077058	18.97	23.84	3.63	20.21	20.09	11.27
NM_000687	1372	1445	1046	2701	2520	2189
NM_001161766	0	0	0	0	0	0
NM_001242673	0	0	0	0	0	0
NM_001242674	15.68	0	3.57	0.07	161.85	76.7
NM_001242675	88.63	116.02	44.38	56.97	144.64	133.6
NM_001242676	0	0	0	19.26	0	0
NM_006621	2023.69	2155.98	1643.05	2015.7	1469.51	1694.7
NM_001130720	0	0	122.77	281	250	209.84
NM_001130722	0	0	0	0	0	0
NM_001130723	0	0	0	0	0	0
NM_015328	208	224	59.23	0	0	67.16
NM_001029882	579	576	400	620	532	496
NM_001134830	135.05	84.98	115.56	203.87	67.84	188.62
NM_001134831	124.83	184.45	196.52	88.1	144.26	159.02
NM_001134832	0	17.67	1.69	79.93	52.43	17.03
NM_017651	112.12	143.89	15.22	87.09	156.47	73.33
NM_001620	35104.18	48648.11	26987.73	20092.73	21228.19	16000.87
NM_024060	111.82	103.89	71.27	25.27	20.81	16.13
NM_138420	610	781	504	1633	1443	1351
NM_001621	668	865	560	1849	1557	1657
NM_001242412	1579	1656	1247	1521	1275	1239
NM_020731	0	0	0	0	0	0
NM_012111	1168	1230	890	2089	1939	1767
NM_152392	318.78	211.28	131	237	111	155.72
NM_001622	0	0	0	0	0	0
NM_016633	0	0	0	0	0	0
NM_020661	0	0	0	0	0	0
NM_022831	2508	2897	1977	2975	3104	2860
NM_001623_4	0	0	0	0	0	0
NM_004847_2	0	0	0	0	0	0
NM_032955_5	0	1	0	0	0	1
NM_001185095	0	0	0	0	0	0
NM_001185096	1	2	1	0	0	0
NM_031426	0	0	0	0	0	0
NR_033701	0	0	0	0	0	0
NM_001130846	5.45	0	0	2.69	5.48	0
NM_001130847	0	0	9.2	0	0	0
NM_004208	433.09	483	342.8	952.72	845.5	693
NM_145812	0	0	0	0	0	0
NM_145813	10.46	0	0	8.59	2.02	0
NM_001198696	237.48	260.57	172.69	245.28	150.83	185.11
NM_032797	638.52	750.43	462.31	671.72	681.17	523.89
NM_001018060	5	0	0	0	0	0
NM_001146288	0	0	0	0	0	0
NM_144704	0	0	0	0	0	0
NR_027464	0	5	1	3	3	1
NM_001286587	0	0	0	0	0	4
NM_001286588	0	10.33	7.73	23.67	24.86	15.04
NM_001286589	78.03	92.3	59.46	46.48	66.99	55.14
NM_016108	206.97	237.37	148.8	113.85	121.15	93.82
NM_001624	444	596	389	79	86	54
NM_001039775	0	1	0	0	0	2
NM_004833	0	0	0	0	0	0
NM_001142415	0	0	0	0	62.4	0
NM_001142416	520.15	667.82	416.17	528.48	425.6	410
NM_004757	41.3	9.17	11.26	13.48	0	0
NM_006303	404.18	486.09	381.81	382.72	489.47	300.77
NM_001302959	12.14	0	0	0	0	0
NM_001302960	0	27.1	14.36	0	10.86	0
NM_003977	533.86	548.9	394.64	330	244.14	276
NM_001033054	1	1	0	0	0	0
NM_001033055	0	0	0	0	0	0
NM_001285399	0	0	0	0	0	0
NM_001285400	0	0	0	0	0	0
NM_001285401	0	0	0	0	0	0
NM_001285402	0	0	0	0	0	0
NM_001285403	0	0	0	0	0	0
NM_014336	0	0	0	0	0	0
NM_000383	1	0	0	1	0	0
NR_047511	0	0	0	0	0	0
NR_047514	0	0	0	0	0	0
NM_001042478	0	0	0	0	0	0
NM_018836	0	0	0	0	0	0
NM_001289097	12.78	19.31	17.95	9.76	7.8	2.95
NM_032876	1594.19	1667.94	1310.59	526.62	531.18	457.02
NM_198086	62.02	89.75	50.46	5.62	21.02	19.03
NM_000476	1107	1098	766	1152	989	864
NM_001199199	0	0	0	0	0	0
NM_001625	280.71	328.06	224.5	576.94	331.72	341.49
NM_013411	764.98	845.14	630.1	1091.37	1044.17	1014.09
NR_037591	75.5	57.05	50.35	73.63	67.72	52.67
NR_037592	11.81	8.74	7.04	15.06	7.39	5.75
NM_001199852	16.35	0	0	0	56.72	31.48
NM_001199853	0	0	0	0	0	0
NM_001199855	0	0	0	0	0	0
NM_001199856	78.77	35.26	0	0	13.42	0
NM_016282	1209.87	1425.74	1061	1549	1375.85	1300.52
NM_001005353	0	0	0	203.68	65.71	68.42
NM_013410	97.16	125	56.85	900.32	508.35	693.1
NM_203464	0.84	0	42.15	0	204.94	106.12
NM_012093	3.94	3.96	0	0	0	0
NM_174858	608.06	740.04	446	148	145	107
NM_001015891	9.29	9.76	4.66	42.21	24.49	31.21
NM_016283	334.93	320.78	246.55	414.24	365.28	357.55
NM_152327	2	1	0	0	0	1
NM_152572	4	6	4	4	1	4
NM_001145128	7.96	8.83	6.39	7.39	10.08	4.05
NM_145025	63.04	50.17	37.61	26.61	22.92	25.95
NM_001242902	0	0	0	26.05	0	0
NM_001242903	10.92	27.8	0	0	12.33	13.21
NM_003488	175.08	172.2	168	184.95	171.67	107.79
NM_007202	514	548	388	642	598	537
NM_016248	1513	1608	1115	2259	2142	1795
NM_005100	447.75	454.35	295.44	3566.73	3841.65	3440.18
NM_144497	432.25	568.65	339.56	960.27	1062.35	963.82
NM_001270546	339.7	414.02	263.07	329.5	249.81	380.49
NM_006738	0	465.23	101.81	351.53	91.45	0
NM_007200	606.3	259.75	336.13	476.96	764.74	627.51
NM_001008534	0	0	0	0	0	0
NM_001008535	0	0	0	0	0	0
NM_178813	0	0	0	0	0	0
NM_005088	274.5	292.48	210.94	373.08	265.01	229
NM_005088_1	274.5	292.48	210.94	373.08	265.01	229
NR_027383	65	28.02	13.56	76.92	74.49	53
NR_027383_1	65	28.02	13.56	76.92	74.49	53
NM_001004065	3091.39	3025.67	2039.42	1224.21	2126.17	1139.7
NM_001136562	2311.68	3835.69	2081.22	1417.78	1802.1	1504.44
NM_001198656	0	68.88	130.14	29.76	0	38.74
NM_001278309	0	0	0	0	0	0
NM_006422	8	10	1	8	3	2
NM_003886	0	0	0	0	0	0
NM_139289	0	0	0	0	0	0
NM_004857	45	46	32	33	9	19
NM_004274	6	7	5	13	6	8
NM_004842	0	0	0	0	0	0
NM_016377	77	82	61	11	24	13
NM_138633	0	0	0	0	0	0
NM_005858	433	412	311	612	589	489
NM_001291478	0	0	0	0	0	0
NM_014371	746.84	629.45	506.17	806.68	658.42	649.48
NR_111971	87.16	87.55	6.83	55.32	36.58	48.52
NM_005751	950	880.18	725	975.14	661.66	968
NM_147185	0	331.82	0	136.86	384.34	0
NM_001206646	158.67	158.47	95.62	139.01	156.89	203.93
NM_001206647	0	8.47	0	25.91	14.76	11.63
NM_001206648	0	5.73	0	11.53	5.82	9.56
NM_020642	132.77	177.43	123.9	232.67	257.13	201.06
NR_045417	84.59	72.98	88.84	149.61	106.96	88.49
NR_045418	97.97	64.92	68.64	92.18	64.44	83.34
NM_001136275	151.12	49.3	37.4	33.71	111.65	36.61
NM_024595	1867.88	2270.7	1507.6	3883.29	3780.35	3423.39
NM_018064	727	757	528	652	598	566
NM_030767	567	634	451	166	205	170
NM_152763	0	0	0	0	0	0
NR_049760	2	4	3	2	1	0
NM_001202413	535.45	611.01	407.25	671.61	517.67	514.55
NM_001202414	161.74	210.6	161.92	242.35	155.98	150.64
NM_006066	92.84	61.66	53.94	84.99	87.31	56.85
NM_153326	278.97	156.73	118.89	210.04	262.04	170.96
NM_001628	3343	3575	2629	8799	8057	7154
