	Proliferating_1	Proliferating_2	Senescent_1	Senescent_2
ENSG00000251129	0	0	0	0
ENSG00000251136	33.3589	15.4798	31.7743	49.0816
ENSG00000251138	1.2212	1.7465	2.646	3.425
ENSG00000251143	7.9956	0	1.4187	5.6478
ENSG00000251151	0.9979	0	0	0
ENSG00000251164	0	0	0	0
ENSG00000251165	1.4034	0	0	0.6832
ENSG00000251169	0	0	0	1.0063
ENSG00000251173	0	0	1.0315	0.9937
ENSG00000251175	0	0	0	0
ENSG00000251179	5.0092	0.9991	3.9375	6.7608
ENSG00000251182	0	0	0	0
ENSG00000251191	0	0	0.7497	0
ENSG00000251192	49.9394	43.7673	12.8623	28.8952
ENSG00000251201	176.5328	70.7088	207.9058	336.4573
ENSG00000251209	4.6636	1.5164	14.3036	3.5694
ENSG00000251210	0	0	0	0
ENSG00000251218	0	0	0	0
ENSG00000251221	0	0	0	0
ENSG00000251239	0	0	0	0
ENSG00000251247	20.7694	8.1348	3.1477	26.7792
ENSG00000251249	1.0962	0	0	0
ENSG00000251258	0	0.9922	5.028	5.8498
ENSG00000251266	0	0	0	0
ENSG00000251287	3.3309	1.266	0	1.2112
ENSG00000251301	2.0363	0	1.9649	2.8827
ENSG00000251314	0.7916	0.7919	1.0599	2.804
ENSG00000251321	0	0	0	0
ENSG00000251322	97.6496	69.2586	0.0044	133.3568
ENSG00000251323	0	0	0	0.9739
ENSG00000251324	0	0	0	0
ENSG00000251329	0	0	0	0
ENSG00000251340	0	0	0	0
ENSG00000251350	2.4637	0	1.2107	0
ENSG00000251359	6.9937	5.9477	0.9798	2.9257
ENSG00000251364	0.2526	0	0	4.4087
ENSG00000251369	65.8006	91.4263	67.3454	137.3937
ENSG00000251370	0	0	0	0.9739
ENSG00000251372	0	0	0	0
ENSG00000251380	0	0	0	0
ENSG00000251381	1.688	1.0288	1.1894	0.8633
ENSG00000251383	1.0009	0	0	0
ENSG00000251394	0	0	0	0
ENSG00000251398	0	0	0	0
ENSG00000251405	0	0	0	0
ENSG00000251432	5.9702	21.4022	6.6048	6.4711
ENSG00000251450	0.7786	1.0619	0.7655	2.1831
ENSG00000251474	57.4166	52.1824	14.3422	49.6998
ENSG00000251493	1466.3248	1271.8908	606.7442	1030.8366
ENSG00000251497	0	0	0	0
ENSG00000251503	4.8812	5.3165	2.1514	11.3139
ENSG00000251504	1.1789	0.4941	0	0.9815
ENSG00000251518	0	0	0	0
ENSG00000251533	1.0001	0.9932	0.9811	0.9752
ENSG00000251538	0	0	1.022	0
ENSG00000251542	0	0	0	0
ENSG00000251557	0	0	0	0
ENSG00000251562	24717.4061	12231.9472	4054.327	16559.0512
ENSG00000251573	0	0	0	0
ENSG00000251574	0	0	0	0
ENSG00000251576	0	0	0	0
ENSG00000251580	6.9516	1.0516	4.1203	4.5252
ENSG00000251595	24.2142	15.2176	20.239	24.87
ENSG00000251599	0	0	0	0
ENSG00000251600	0	0	0	0
ENSG00000251602	22.6283	27.2136	17.3923	21.2338
ENSG00000251620	0	0	0	0
ENSG00000251632	0.9997	2.9851	0	1.5707
ENSG00000251652	0	0	0	0
ENSG00000251655	0	0	0.6118	0.6462
ENSG00000251664	0	0	0	0
ENSG00000251669	21.4695	11.0956	5.064	9.7268
ENSG00000251692	1.1081	1.102	0	1.5138
ENSG00000251694	0	0	0	0
ENSG00000251733	0	0	0	0.9517
ENSG00000251791	0	0	0	0
ENSG00000251815	0	0	0	1.9196
ENSG00000251856	0	0	0	0
ENSG00000251862	0	0	0	0
ENSG00000251869	0	0	0	0
ENSG00000251896	0	1.0184	2.0046	0
ENSG00000251898	0.9979	0	0	0
ENSG00000252010	0	0	0.4977	0
ENSG00000252153	0	0	0	0.979
ENSG00000252219	0	0	0	0
ENSG00000252277	0	0	0	0
ENSG00000252316	0	0	0	0
ENSG00000252326	0	0	0	0
ENSG00000252454	0	0	0	0
ENSG00000252466	0	0	0	0
ENSG00000252481	2.0023	0	0	2.8267
ENSG00000252542	0	0.348	0	1.0287
ENSG00000252577	0	0	0	0
ENSG00000252583	0	0	0	0
ENSG00000252695	0	0	0	0
ENSG00000252712	0	0	0	0
ENSG00000252835	0	0	0	0
ENSG00000252906	0	0	0	0
ENSG00000252947	0	0	0	0
ENSG00000253007	0	0	0	0
ENSG00000253008	0	0	0	0
ENSG00000253030	0	0	0	0
ENSG00000253103	20.7102	14.0156	28.1431	34.3482
ENSG00000253105	0	0	0	0
ENSG00000253117	0	0	0	0
ENSG00000253138	1.9024	2.1856	0.9309	3.4813
ENSG00000253147	0	0	0	0
ENSG00000253148	0	0	0	0
ENSG00000253159	198.3133	133.8488	123.5499	174.3956
ENSG00000253165	1	0.9949	0.9818	0
ENSG00000253187	0	0	0	0
ENSG00000253199	0	0	0	0
ENSG00000253203	0.0016	0	1.9864	10.6475
ENSG00000253230	0	0	0.4905	1.9228
ENSG00000253236	0	0	0	0
ENSG00000253250	55.0674	17.8729	6.8829	16.466
ENSG00000253251	18.2068	7.5888	4.0468	15.5616
ENSG00000253264	0	0	0	0
ENSG00000253267	0	0	0	0
ENSG00000253276	836.8979	679.6269	677.1644	1056.7204
ENSG00000253279	0	0	0	0
ENSG00000253281	0	0	0	0
ENSG00000253293	2.9041	5.7952	0	2.0057
ENSG00000253298	0	0	0	0
ENSG00000253301	0	0	0	0
ENSG00000253302	0	0	6.89	0
ENSG00000253304	143.7717	94.246	6.745	9.3152
ENSG00000253305	43.0552	36.0307	27.2594	34.0712
ENSG00000253309	1.009	0	0	0
ENSG00000253311	0	0	0	0
ENSG00000253313	0	0.929	0	0
ENSG00000253314	0	0	0	0
ENSG00000253315	0	0	0	0
ENSG00000253327	4.0099	0	0	2.9293
ENSG00000253351	0	0	0	0
ENSG00000253363	0	0	0	0
ENSG00000253368	1846.7963	1388.6664	2600.3813	4389.4177
ENSG00000253380	0	0	0	0
ENSG00000253394	0	0	0	0
ENSG00000253396	0	0	0	0
ENSG00000253404	0	0	0	0
ENSG00000253405	0	0	0	0
ENSG00000253408	0	0.4425	1.2954	1.8965
ENSG00000253417	0	0	0.9801	1.9508
ENSG00000253428	0	0	0	0
ENSG00000253433	0	0	0	0
ENSG00000253434	0	0	0	0
ENSG00000253438	0	0.8767	8.2696	21.6098
ENSG00000253455	0	0	0	0
ENSG00000253457	0	0	0	0
ENSG00000253469	0	0	0	0
ENSG00000253470	0	0	0	0
ENSG00000253485	25.9812	18.4217	13.8014	16.0932
ENSG00000253490	0	0	1.997	0
ENSG00000253506	1.0082	0	0	0
ENSG00000253513	0	0	0	0
ENSG00000253521	0	0	0	0
ENSG00000253522	0.9995	0	8.822	52.7005
ENSG00000253530	0	0	0	0
ENSG00000253537	164.7862	128.5967	25.2104	49.7554
ENSG00000253542	0	0	0	0.9593
ENSG00000253549	0	0	0	0
ENSG00000253551	0	0	0	0
ENSG00000253554	1.284	2.2954	0.9652	3.3068
ENSG00000253563	0	0	0	0
ENSG00000253582	0	0	0	0.9603
ENSG00000253591	0	0	0	0
ENSG00000253593	0	0	0.9857	3.8382
ENSG00000253595	0	0	0	0.5227
ENSG00000253598	2.9971	1.9818	0.9796	3.9038
ENSG00000253608	0	0	0	0
ENSG00000253614	0	0	0	0
ENSG00000253618	1.0115	0	0	0.957
ENSG00000253626	20.0612	14.6633	22.3153	18.7359
ENSG00000253633	1.0832	0	1.8501	3.1138
ENSG00000253634	0	0	0	0
ENSG00000253641	2.9668	2.0406	0	0
ENSG00000253643	0	0	0	0
ENSG00000253644	0	0	0	0
ENSG00000253647	0	0	0	0
ENSG00000253658	0	0	0	0
ENSG00000253661	62.5945	13.5374	1.034	0.5137
ENSG00000253669	10.8052	5.3926	10.6199	15.5957
ENSG00000253679	0.211	0	0.9824	1.0276
ENSG00000253686	0.7485	0.6885	0	0
ENSG00000253696	0	0	0	0
ENSG00000253710	184.8186	124.0446	123.314	190.6481
ENSG00000253716	8.0944	4.9644	6.7378	6.6014
ENSG00000253719	776.6251	510.2916	581.1749	938.841
ENSG00000253726	0	0	0	0
ENSG00000253729	2716.038	1640.2321	2000.7468	3369.0927
ENSG00000253731	102.5511	71.3558	16.4622	19.9362
ENSG00000253733	0	0	0	0
ENSG00000253734	0	0	0	0.9862
ENSG00000253738	140.3808	109.4178	97.9501	125.035
ENSG00000253741	1.0061	0	4.0128	1.9553
ENSG00000253767	26.4602	8.9049	11.034	10.1822
ENSG00000253773	0	0	0	0
ENSG00000253787	0	0	0	0
ENSG00000253797	463.0877	276.726	245.321	379.5988
ENSG00000253799	0	0	0	0
ENSG00000253819	0	0	0	0
ENSG00000253831	0	0	1.0344	0
ENSG00000253837	20.3409	10.7344	7.8405	33.9238
ENSG00000253846	144.2589	135.7335	57.0113	115.7737
ENSG00000253848	0	0	0	0
ENSG00000253868	0	0	0	0
ENSG00000253871	0	0	0	0
ENSG00000253873	206.1429	98.8519	41.0051	78.1801
ENSG00000253877	0	0	0	0
ENSG00000253882	17.1233	10.3699	14.645	16.817
ENSG00000253894	0	0	0.1851	0
ENSG00000253898	0	0	0	0
ENSG00000253910	67.7594	31.5916	16.7334	33.813
ENSG00000253948	6.0317	4.063	5.964	7.5983
ENSG00000253953	388.7224	193.3454	134.572	201.4621
ENSG00000253955	0	0	1.2079	0.9305
ENSG00000253958	11.9893	16.8521	5.879	8.7768
ENSG00000253967	2.0193	1.0568	1.0257	0
ENSG00000253978	0	0	0	0
ENSG00000253982	6.5132	34.2313	12.71	50.0931
ENSG00000253983	0	0	0	0
ENSG00000254003	1.0109	0	0	0.967
ENSG00000254004	288.0545	138.8708	178.3963	296.498
ENSG00000254008	0	0	0	0
ENSG00000254019	0	0	0	0
ENSG00000254034	1.1825	0	1.4275	0.6243
ENSG00000254041	0	0	0	0
ENSG00000254049	0	0	0	0
ENSG00000254064	5.0211	3.0201	0	2.8741
ENSG00000254081	0	0.9933	0	1.0985
ENSG00000254083	0	0	0	0
ENSG00000254087	75.8292	61.9255	101.9298	183.1778
ENSG00000254093	63.6854	44.5118	47.8981	89.1706
ENSG00000254102	0	0	0	0
ENSG00000254109	5.1491	10.2685	9.9451	16.0069
ENSG00000254122	202.4717	120.285	50.7905	78.3443
ENSG00000254123	0	0	0	0
ENSG00000254130	0	0	0	0
ENSG00000254139	0	0.9901	0	0
ENSG00000254206	36.0237	2.5452	20.3516	47.6553
ENSG00000254221	37.7984	26.1915	4.1821	13.5554
ENSG00000254226	1.5021	0	0	0
ENSG00000254231	1.8705	0	0	1.821
ENSG00000254233	0	0	0	0.994
ENSG00000254235	0	0	0	2.9831
ENSG00000254245	46.9487	44.8535	13.4065	22.6966
ENSG00000254254	5.4293	6.1557	11.2073	12.6197
ENSG00000254266	0	0	1.208	3.7649
ENSG00000254278	0	0	0	0
ENSG00000254300	10.9973	5.9562	1.9615	2.9221
ENSG00000254319	0.4947	0	0	0
ENSG00000254324	0	0	0	0
ENSG00000254333	0	0	0	0
ENSG00000254334	0	0	0	0
ENSG00000254338	0	0	0	0
ENSG00000254341	0	0	0	0.8681
ENSG00000254344	0	0	0	0
ENSG00000254349	0	1.598	0	0
ENSG00000254357	0	0	0	0
ENSG00000254363	6.078	10.1134	12.877	7.5193
ENSG00000254369	4.2172	4.9127	0	0.4787
ENSG00000254377	0	0	0	0
ENSG00000254389	1.9988	2.0078	1.3505	1.9496
ENSG00000254394	0	0	0	0
ENSG00000254402	4.3804	6.5235	0	4.9146
ENSG00000254413	0	5.4195	0	3.8943
ENSG00000254415	1.2192	0	0	0
ENSG00000254416	0	0	0	0.9325
ENSG00000254418	0	2.0558	0	0
ENSG00000254427	0	0	0	0
ENSG00000254438	0	0	0	0
ENSG00000254440	0	0	0	0
ENSG00000254445	0.1718	4.1221	0	0
ENSG00000254453	0	0	0	0
ENSG00000254466	0	0	0	0
ENSG00000254470	145.541	104.8216	112.6955	180.16
ENSG00000254473	7.5426	4.3615	6.3985	7.2199
ENSG00000254480	1.0062	0	0	0
ENSG00000254486	1.1108	3.7529	24.7576	38.9155
ENSG00000254489	0	0	0	0
ENSG00000254505	133.3267	127.4126	111.6659	221.7448
ENSG00000254508	0	1.0434	0	0
ENSG00000254516	0	0	0	0
ENSG00000254519	0	0	0	1.0805
ENSG00000254521	0	0	0	0
ENSG00000254531	21.9739	20.4572	22.0265	41.9969
ENSG00000254535	25.9584	11.8729	0.9787	2.9322
ENSG00000254550	0	0	0	4.8095
ENSG00000254560	0	0	0	3.8522
ENSG00000254561	0	1.0807	0	0.9912
ENSG00000254562	0	0	0	0
ENSG00000254580	0	0	0	0
ENSG00000254584	16.5415	9.1521	4.2183	11.8985
ENSG00000254585	13.9789	13.8548	9.7882	22.4743
ENSG00000254588	0	0	0	0
ENSG00000254594	0	0	0	0
ENSG00000254598	15.7375	2.4808	26.0043	12.8733
ENSG00000254607	1.0036	0	0	0
ENSG00000254614	24.8617	18.279	33.3861	33.9713
ENSG00000254622	0	0	0	0
ENSG00000254634	2.2616	4.8167	7.3993	11.3168
ENSG00000254636	0	0	0	0
ENSG00000254647	0	0	0	0
ENSG00000254650	0	0	0	0
ENSG00000254654	0	0.9959	0	0
ENSG00000254656	1.9972	0.9898	0.9789	5.8631
ENSG00000254658	0	0	0	0
ENSG00000254670	0	0	0	0
ENSG00000254671	0	0	0	0
ENSG00000254685	132.1859	90.1112	48.4301	117.4841
ENSG00000254689	0	0	0	0
ENSG00000254695	0	0	0	0
ENSG00000254703	4.0025	0.9944	1.9639	0.9729
ENSG00000254709	0	0	0	0
ENSG00000254718	0	0	0	1.9619
ENSG00000254726	338.6817	254.8219	121.0823	146.0548
ENSG00000254737	0	0	0	0
ENSG00000254772	9333.6028	6158.6881	5002.8525	8321.1372
ENSG00000254788	8.8149	6.2363	6.4497	2.9956
ENSG00000254806	0	0	7.9528	3.5602
ENSG00000254811	0	0	0	0.9825
ENSG00000254813	0	0	0	0
ENSG00000254819	0	0	0	0
ENSG00000254827	5.3508	2.1466	0	2.0667
ENSG00000254834	0	0	0	0
ENSG00000254838	1.106	3.7696	6.516	8.7779
ENSG00000254839	0	0	0	0
ENSG00000254852	0	0	0	0
ENSG00000254854	1.0059	0	0	0
ENSG00000254858	144.0443	76.7136	93.4768	159.4873
ENSG00000254860	12.9454	8.2312	1.6949	3.6565
ENSG00000254862	0	0	0	1.4627
ENSG00000254870	57.931	44.2881	23.2015	69.9886
ENSG00000254876	2.0894	1.6281	0	4.6279
ENSG00000254880	1.0025	0	0	0
ENSG00000254887	0	0	2.3433	1.8069
ENSG00000254901	118.239	77.1344	102.4505	182.925
ENSG00000254911	25.099	5.4796	0.9942	8.0206
ENSG00000254923	0	0	0	0
ENSG00000254934	1.145	0.9966	0	0.9652
ENSG00000254951	2.7526	0.3846	0	2.7111
ENSG00000254959	3.5081	0	0	0
ENSG00000254960	0	0	0	0
ENSG00000254968	0	0	0	0
ENSG00000254973	2.2952	1.0626	1.0658	0
ENSG00000254986	509.8649	437.5225	380.1322	686.9491
ENSG00000254995	1.637	0	0	2.643
ENSG00000254996	130.1425	115.98	172.3976	179.0574
ENSG00000254997	0	0	0	0
ENSG00000254999	1309.2024	868.9152	1151.3625	1981.6349
ENSG00000255002	1.0109	0	0.9993	3.0002
ENSG00000255009	0	0	0	0
ENSG00000255012	0	0	0	0
ENSG00000255036	11.8413	3.3933	3.1318	5.1087
ENSG00000255042	0.626	0	0	0
ENSG00000255043	0	0	0	0.9769
ENSG00000255071	0	0	1.3162	1.4553
ENSG00000255072	0	2.7098	9.31	7.1996
ENSG00000255073	10.4198	0	0	0
ENSG00000255082	0	0	0	0
ENSG00000255084	1.0042	0	0	0
ENSG00000255087	1.0001	0	0	0
ENSG00000255095	0	0	0	0
ENSG00000255100	0	0	1.111	0
ENSG00000255104	0	0	0	0.7169
ENSG00000255112	420.7711	276.7635	386.2811	614.4878
ENSG00000255117	0	0	0	0
ENSG00000255120	0	0	0	0
ENSG00000255145	0	0	0	0.9612
ENSG00000255150	12.9967	13.903	4.9045	11.6778
ENSG00000255152	0	0.5328	0	1.221
ENSG00000255153	5.0058	7.9733	0.9831	5.8159
ENSG00000255154	44.5829	18.7862	38.9355	36.5381
ENSG00000255171	0	1.002	0	1.004
ENSG00000255175	0	0	0	0
ENSG00000255178	0	0	0	0
ENSG00000255181	0	0	0	0
ENSG00000255183	0	0	0	0
ENSG00000255185	10.7015	5.2501	1.7245	7.2539
ENSG00000255198	20.2887	18.7013	50.5047	58.3611
ENSG00000255200	13.8714	6.8111	4.8691	26.1462
ENSG00000255202	0	0	0	3.8674
ENSG00000255203	0	0	0	0
ENSG00000255221	0	0	0	0
ENSG00000255223	0	0	0	0
ENSG00000255240	0	0	0	0
ENSG00000255245	0	0	0	0
ENSG00000255248	1166.4769	602.6846	136.0856	248.8253
ENSG00000255251	0	0.3314	0	0
ENSG00000255258	0	0	0	0
ENSG00000255267	0	0	0	0
ENSG00000255274	2.4304	0	0	0
ENSG00000255277	1.965	1.1961	0	0.9388
ENSG00000255282	0	0.8356	12.1766	36.259
ENSG00000255284	9.1643	11.0338	4.3704	15.7514
ENSG00000255298	0	0	0	0
ENSG00000255302	2984.7532	1860.9356	1759.0403	2701.542
ENSG00000255307	0	0	0	0
ENSG00000255314	0	0	0	0
ENSG00000255323	0	0	0	0
ENSG00000255330	59.0116	65.617	42.6923	148.0925
ENSG00000255335	0	0	0	0
ENSG00000255337	0	0	0	0.9667
ENSG00000255339	18.1127	1.559	4.8882	3.8713
ENSG00000255346	0	4.0628	8.0392	8.7917
ENSG00000255359	0	0	0	0
ENSG00000255364	0	0	1.981	1.9246
ENSG00000255367	0	0	1.3886	1.4839
ENSG00000255374	0	0	0	0
ENSG00000255378	0	0.3314	0	0
ENSG00000255394	2.5416	0.9195	0	0.9023
ENSG00000255398	0	0	0	0
ENSG00000255399	365.9072	298.5526	140.8951	191.4216
ENSG00000255408	3.2327	0	1.0563	0
ENSG00000255420	0	0	0	0
ENSG00000255423	8.9959	1.9849	0.9805	3.8958
ENSG00000255428	1.0005	0.991	1.1558	0
ENSG00000255433	0	0	0	0
ENSG00000255435	1.1832	1.1913	0	1.025
ENSG00000255441	0.9993	0.9968	0	0
ENSG00000255455	60.9106	52.457	34.2614	38.1029
ENSG00000255468	2.7036	10.1372	0	1.2684
ENSG00000255474	0	0	0	0.9738
ENSG00000255476	0	0	0	0
ENSG00000255482	0	0	0	0
ENSG00000255484	0	0	0	0
ENSG00000255494	0	0	0	0
ENSG00000255501	0	0	0	0
ENSG00000255517	14.0538	7.7187	5.2825	13.3974
ENSG00000255521	5.93	6.14	5.4546	19.3885
ENSG00000255524	0	0	0	0
ENSG00000255526	0	0	2.1223	10.0148
ENSG00000255529	494.0926	322.9988	327.3158	452.8458
ENSG00000255537	5.2733	3.9825	1.3831	5.6211
ENSG00000255538	0	0	0	0
ENSG00000255553	0	0	0	0
ENSG00000255559	1.2738	0	0	0
ENSG00000255561	13.9761	11.0133	13.4612	13.7663
ENSG00000255568	0	0.9966	0	2.9132
ENSG00000255571	1.0189	1.0105	0	0
ENSG00000255582	0	0	0	0
ENSG00000255587	0	0	0.9878	0
ENSG00000255595	0	0	0	0
ENSG00000255622	0	0	0	0
ENSG00000255647	0	1.0651	0	0
ENSG00000255650	0	0	1.0035	0
ENSG00000255660	0	0	0	0
ENSG00000255669	0	0	0	0
ENSG00000255690	0.9983	0.9893	0	0
ENSG00000255693	0	0	0.2357	0
ENSG00000255713	0	0	0	0
ENSG00000255717	226.0853	117.6434	162.9592	401.2804
ENSG00000255727	0	2.0059	0	0
ENSG00000255733	0	0	0	0
ENSG00000255737	103.9594	81.4101	56.8871	68.1306
ENSG00000255746	0	0	0	0
ENSG00000255760	0	0	0	0
ENSG00000255772	0	0	0	0
ENSG00000255790	0	0	0	0
ENSG00000255794	0	0	0	0
ENSG00000255804	0	0	0	0
ENSG00000255814	0	0	0	0
ENSG00000255819	0	0	0	0
ENSG00000255823	2.6278	1.9843	13.0013	31.7105
ENSG00000255833	0	0	0	0
ENSG00000255837	0.3341	0	0.3272	0.3244
ENSG00000255850	0	0	0	5.0433
ENSG00000255857	10.3552	0.6431	0	6.8006
ENSG00000255867	0.6888	0	0	1.7682
ENSG00000255874	46.7278	45.5227	9.1935	22.0446
ENSG00000255916	0	0	0	0
ENSG00000255929	0	0	0	0
ENSG00000255970	1.0103	0	0	0
ENSG00000255974	0	0.6373	0	0.9949
ENSG00000255980	0	0	0	0
ENSG00000255986	0.9703	0	0	0
ENSG00000256022	0	0	0	0
ENSG00000256025	0	0	0	0
ENSG00000256040	0	0	0	0
ENSG00000256043	62.9472	34.0929	43.1138	66.3588
ENSG00000256045	0	0	0.9812	0
ENSG00000256053	195.5122	113.3711	150.7971	281.6645
ENSG00000256060	44.2349	26.9383	41.8878	73.042
ENSG00000256061	5.5255	3.399	9.0032	4.3279
ENSG00000256069	0	0	0	0
ENSG00000256073	15.0232	11.9751	7.8701	17.4167
ENSG00000256087	158.9744	97.3372	207.1846	464.133
ENSG00000256115	0	0	0	0
ENSG00000256120	0	0.7627	0	0
ENSG00000256124	2.3422	1.5611	0	0.7682
ENSG00000256162	0	0	0	0
ENSG00000256164	0	1.0453	0	0.9839
ENSG00000256188	0	0	0	0
ENSG00000256193	2.0854	2.37	1.3505	3.3918
ENSG00000256195	2.4765	0	0	3.0297
ENSG00000256222	1.0003	0	0	0
ENSG00000256223	46.1135	36.0217	8.9638	37.142
ENSG00000256229	78.5962	56.2037	38.1864	72.5527
ENSG00000256235	274.7281	166.4971	509.4342	816.4761
ENSG00000256257	0	0	0	0
ENSG00000256259	0	0	0	0
ENSG00000256269	100.4527	69.0335	55.029	117.2524
ENSG00000256271	0	1.005	0	0
ENSG00000256287	0	0	0	0
ENSG00000256294	47.3558	35.7145	50.637	99.3941
ENSG00000256315	0	0	0	0
ENSG00000256321	0	0	0	0
ENSG00000256340	0.3755	3.2502	0	2.1043
ENSG00000256342	0	0	0	0
ENSG00000256349	0	0	0.0243	0
ENSG00000256362	0	0	0	0
ENSG00000256374	0	0	1.0042	0
ENSG00000256394	0	0	0	0
ENSG00000256422	1.0051	1.0373	0	0.9604
ENSG00000256436	0	0	0.492	0.3242
ENSG00000256453	2.0457	0	0	0
ENSG00000256463	0	0	0	0
ENSG00000256508	0	0.603	0	0.591
ENSG00000256525	35.5637	21.2782	26.0207	71.4294
ENSG00000256537	120.9065	99.4317	107.5639	166.9475
ENSG00000256546	0.8279	2.9227	1.6185	4.5753
ENSG00000256551	0	0	0	0
ENSG00000256560	0	0	0.391	1.6319
ENSG00000256574	0	0	0	0
ENSG00000256576	2.9992	4.965	3.9234	3.8929
ENSG00000256577	0	0	0	0
ENSG00000256591	93.7056	58.6557	62.6938	135.379
ENSG00000256594	25.4703	14.1865	49.9897	120.1462
ENSG00000256597	0	0	0	0
ENSG00000256612	3.9327	0.6835	0.6672	3.8518
ENSG00000256618	1.0004	0	0	0.9745
ENSG00000256628	32.1345	15.5926	18.9374	33.6104
ENSG00000256642	7.9982	11.9175	2.9428	2.9192
ENSG00000256643	0	0	0	0
ENSG00000256646	173.4171	110.962	171.1987	282.0948
ENSG00000256659	0	0	0	0
ENSG00000256660	0	0	0	1.4356
ENSG00000256671	4.1186	5.8901	66.2216	54.0891
ENSG00000256683	66.3144	22.0714	40.7156	65.0939
ENSG00000256684	0	0	0	0
ENSG00000256690	5.1919	2.3126	0	0
ENSG00000256699	0	0	0	0
ENSG00000256713	0	0	0.9623	1.1583
ENSG00000256732	0	0	0	0
ENSG00000256746	0	0	0	0
ENSG00000256750	0	0	0	0
ENSG00000256751	0	0	0	0
ENSG00000256762	0	0	0	0
ENSG00000256771	29.0947	19.5441	20.6163	35.8766
ENSG00000256797	0	0	0	0
ENSG00000256802	9.8597	15.5816	12.0853	56.6257
ENSG00000256803	0	0	0	0
ENSG00000256812	0	0	1.966	0.9705
ENSG00000256861	0	0	27.7833	52.5246
ENSG00000256870	0	0	0	0
ENSG00000256884	0	0	0	0
ENSG00000256888	0	0	0	0
ENSG00000256892	0	0	0	0
ENSG00000256940	29.5354	23.2299	48.3758	90.2577
ENSG00000256966	30.0402	4.1302	39.8894	20.7385
ENSG00000256977	32.9349	20.9818	14.5339	67.5577
ENSG00000256980	0	0	0	0
ENSG00000257008	0	0	0	0
ENSG00000257017	0.9173	2.0314	0	1.8026
ENSG00000257056	0	0	0	0
ENSG00000257057	0	0	0	0
ENSG00000257069	0	0	0	0
ENSG00000257083	0	0	0	1.9104
ENSG00000257084	0	0	0	0
ENSG00000257093	46.8602	18.915	10.6034	21.6693
ENSG00000257103	53.8208	2.5516	22.0987	26.912
ENSG00000257108	12.3395	3.9752	8.6128	7.8184
ENSG00000257114	0	0	0	1.939
ENSG00000257115	0	0	0	0
ENSG00000257127	0.9966	0	0	2.932
ENSG00000257138	0	0	0	0
ENSG00000257150	9.8391	10.0015	0	0
ENSG00000257164	0	0	0	0
ENSG00000257167	20.1084	20.5666	5.0455	0
ENSG00000257176	9.3859	7.4563	14.9091	4.2334
ENSG00000257178	10.1421	6.0148	0	1.9519
ENSG00000257185	0	0	0	0
ENSG00000257218	395.4873	274.3613	461.0315	628.6641
ENSG00000257219	36.3777	21.6561	196.3901	348.3193
ENSG00000257221	1.7106	2.8808	0	0.5447
ENSG00000257232	0	0	0	0
ENSG00000257242	1.9988	0.4746	1.4072	8.6948
ENSG00000257259	0.7878	1.519	0	0
ENSG00000257264	2.4982	5.8265	1.7391	6.5478
ENSG00000257267	361.3891	246.238	432.0393	726.1358
ENSG00000257279	2.1442	2.3603	1.0081	3.0163
ENSG00000257283	0	1.0074	0.9901	2.883
ENSG00000257285	1.9558	0	0	0.937
ENSG00000257315	308.999	197.3829	191.598	247.1497
ENSG00000257335	0	0	2.9517	0
ENSG00000257337	16.0289	10.6726	2.5391	14.0484
ENSG00000257341	0	0	0	0.8055
ENSG00000257365	198.4201	117.0847	95.3271	150.3075
ENSG00000257381	0	0	0	0
ENSG00000257433	0.4317	4.793	0	6.0619
ENSG00000257446	0.9998	2.0147	0	1.9489
ENSG00000257467	0	0	0	0
ENSG00000257473	0	0	0	0
ENSG00000257495	2.0404	0	0	0
ENSG00000257501	0	1.1838	0	0
ENSG00000257504	0	0	0	0
ENSG00000257510	0	0	0	0
ENSG00000257520	0	0	0	0
ENSG00000257541	0	0	0	0
ENSG00000257542	2.5802	0	2.6155	0
ENSG00000257545	0	0	0.9901	0.963
ENSG00000257550	0	0	0	0
ENSG00000257551	0	0	3.2109	0
ENSG00000257582	0	0	0	0
ENSG00000257585	0	0	0	0
ENSG00000257588	0	0	0	0
ENSG00000257591	33.8775	15.8976	23.3259	18.6681
ENSG00000257594	207.6872	148.9535	343.7925	631.2128
ENSG00000257595	0	0	0	0
ENSG00000257599	1.7766	3.8837	5.5067	4.8591
ENSG00000257612	0	0	0	0
ENSG00000257621	208.2852	95.8431	74.6093	185.079
ENSG00000257642	1.005	0	0.9891	0
ENSG00000257660	0	0	0	0
ENSG00000257671	0.999	0.9918	0.9799	0
ENSG00000257702	4.4621	9.9602	6.3733	16.2526
ENSG00000257704	119.0128	99.4054	49.0739	93.3132
ENSG00000257711	0	0	0	0
ENSG00000257725	0	0	0	0
ENSG00000257727	401.1191	289.012	287.5742	524.349
ENSG00000257741	0	0	0	0
ENSG00000257743	0	0	0.7175	0
ENSG00000257747	0	0	0	0
ENSG00000257748	0	1.0111	0	0
ENSG00000257762	0	0	0	0
ENSG00000257770	0	0	0	0
ENSG00000257771	1.5601	0	0	0
ENSG00000257780	0	0	0	0
ENSG00000257784	0	0	0	0
ENSG00000257815	5.4059	7.0595	5.0063	4.8274
ENSG00000257838	0	0	1.1143	0
ENSG00000257845	0	0	0	0
ENSG00000257859	0	0	0.8473	0.844
ENSG00000257860	0	0	0	0
ENSG00000257893	0	0	0	0
