WT_1	WT_2	KO_1	KO_2
Il2ra	0.07	0.05	0.3	0.06
Il2rb	0.49	0.41	0.45	0.37
Il2rg	7.43	5.18	9.29	9.64
Il3	0	0	0	0
Il31	0	0	0	0
Il31ra	0.06	0.06	0.2	0.07
Il33	5.14	6.13	8.13	7.66
Il34	2.08	2.21	3.51	2.85
Il3ra	77.41	88.86	60.43	64.3
Il4	0	0	0.22	0
Il4i1	0	0	0	0
Il4ra	360.3	332.31	304.73	285.73
Il5	0	0	0	0
Il5ra	0	0.06	0	0
Il6	10.17	10.37	32.38	31.26
Il6ra	7.49	6.96	6.16	5.51
Il6st	359.09	318.58	379.11	342.62
Il7	1.34	0.81	1.51	1.67
Il7r	2.22	1.76	3.81	3.11
Il9	0	0	0	0
Il9r	0.11	0	0.04	0
Ildr1	0.11	0.04	0.17	0.17
Ildr2	8.78	7.66	8.07	7.41
Ilf2	85.09	79.96	84.79	86.98
Ilf3	62.69	59.07	72.81	68.03
Ilk	239.65	265.36	278.5	284.62
Ilkap	64.2	75.75	53.95	50.07
Iltifb	0	0	0	0
Ilvbl	28.46	24.3	24.62	25.38
Immp1l	45.81	41.8	41.22	41.75
Immp2l	3.4	4.04	3.06	3.52
Immt	105.15	110.57	116.08	112.73
Imp3	84.96	109.24	94.14	93.89
Imp4	33.9	31.02	40.87	38.18
Impa1	45.99	45.64	42.04	47.17
Impa2	10.63	9.91	10.18	10.95
Impact	60.95	51.41	63.52	55.66
Impad1	69.02	48.69	68.32	61.48
Impdh1	38.73	31.99	41.44	44.84
Impdh2	216.24	199.29	217.88	222.58
Impg1	0	0	0	0
Impg2	0.16	0.08	0.12	0.14
Ina	0.25	0.17	0.05	0.15
Inadl	2.19	2.21	3.39	2.42
Inafm1	28.13	31.29	18.89	18.8
Inafm2	14.48	14.43	16.08	15.45
Inca1	2.38	1.62	0.51	0.57
Incenp	48.59	50.69	52.58	50.13
Inf2	43.81	45.98	40.44	39.38
Ing1	41	38.21	47.75	45.16
Ing2	12.34	12.85	10.05	9.02
Ing3	5.34	5.83	8.15	6.81
Ing4	39.72	40.43	35.6	34.8
Ing5	15.15	13.66	14.85	13.88
Inha	3.01	3.2	2.7	2.63
Inhba	128.94	105.03	203.92	197.93
Inhbb	44.94	39.29	38.18	36.35
Inhbc	0	0	0	0
Inhbe	0	0	0	0
Inip	10.59	8.62	11.07	11.35
Inmt	0.68	0.57	0.12	0.26
Ino80	16.97	13.98	19.61	18.43
Ino80b	27.84	27.98	28.19	32.72
Ino80c	23.1	22.93	27.67	28.6
Ino80d	7.21	5.78	7.92	6.32
Ino80dos	1.5	1.14	1.18	1.11
Ino80e	34.08	43.85	51.49	49.75
Inpp1	9.53	7.96	9.85	9.96
Inpp4a	7.35	7.22	8.03	8.32
Inpp4b	0.66	0.38	1.46	1.24
Inpp5a	77.36	67.77	77.99	76.62
Inpp5b	30.07	24.38	31.54	30.38
Inpp5d	2.02	2.01	4.53	3.6
Inpp5e	9.54	10.22	11.31	11.1
Inpp5f	10.42	10.65	10.54	10.57
Inpp5j	0	0.03	0	0.04
Inpp5k	14.84	14.68	15.47	14.37
Inppl1	78.4	75.85	81.6	80.13
Ins1	0	0	0	0
Ins2	0	0	0	0
Insc	1.39	0.67	1.15	1.3
Insig1	125.46	107.42	100.97	94.42
Insig2	24.37	19.74	29.1	25.56
Insl3	0	0.45	0.79	0.73
Insl5	0	0	0	0
Insl6	0.92	2.4	1	1.25
Insm1	0.04	0	0	0
Insm2	0.11	0	0	0
Insr	13.31	10.52	14.18	12.29
Insrr	0.04	0.06	0.21	0
Ints1	25.55	20.51	24.98	23.75
Ints10	16.06	14.24	18.1	16.59
Ints12	11.28	10.75	14.44	14.14
Ints2	10.06	9.39	12.47	11.71
Ints3	32.78	28.79	35.56	32.76
Ints4	25.8	22.68	28.6	25.97
Ints5	29.6	28.99	31.46	28.51
Ints6	14.06	12.91	15.65	14.52
Ints7	20.73	18.21	20.62	20.59
Ints8	36.13	30.3	35.33	33.42
Ints9	13.07	13.06	15.47	14.45
Intu	1.67	1.85	1.95	1.95
Invs	8.82	8.12	11.36	10.82
Ip6k1	52.89	45.93	49.76	44.6
Ip6k2	23.86	25.42	22.79	20.8
Ip6k3	0.05	0.1	0.16	0.27
Ipcef1	0	0.02	0.02	0.04
Ipmk	18.52	16.24	18.96	18.14
Ipo11	22.37	18.81	23.63	23.21
Ipo13	33.17	36.09	33.5	35.14
Ipo4	85.81	87.94	88.15	91.3
Ipo5	236.22	208.99	237	226.85
Ipo7	119.42	106.23	148.8	131.09
Ipo8	25.5	20.49	29.16	24.56
Ipo9	52.8	45.85	58.14	53.75
Ipp	9.5	10.01	10.37	9.17
Ippk	10.73	8.48	11.06	10.35
Ipw	0	0	0	0
Iqca	0	0	0	0
Iqcb1	4.6	5.14	5.5	5.55
Iqcc	11.68	11.52	13.42	11.89
Iqcd	0.61	0.48	0.07	0.15
Iqce	7.16	6.87	7.82	7.1
Iqcf1	0	0	0	0
Iqcf3	0	0	0	0
Iqcf4	0	0	0	0
Iqcf5	0	0	0	0
Iqcf6	0	0	0	0
Iqcg	0.76	0.65	0.87	0.92
Iqch	0	0.03	0	0.07
Iqcj	0	0	0	0
Iqck	0.63	0.55	0.61	1.03
Iqgap1	148.56	127.9	207.3	188.9
Iqgap2	1.98	1.29	3.64	3.38
Iqgap3	14.98	13.88	14.49	16.63
Iqsec1	21	18.33	24.11	22.49
Iqsec2	10.99	9.44	12.03	10.85
Iqsec3	0.03	0.02	0.31	0.28
Iqub	0	0.03	0	0
Irak1	41.6	40.35	41.75	41.04
Irak1bp1	13.92	16.31	13.72	13.72
Irak2	21.56	20.1	26.35	26
Irak3	29.84	29.48	34.96	34.7
Irak4	13.62	15.99	13.76	13.11
Ireb2	46.3	37.13	48	42.05
Irf1	27.77	28.42	29.45	30.53
Irf2	20.93	20.31	25.76	25.01
Irf2bp1	34.22	34.74	25.75	27.04
Irf2bp2	59.39	53.25	62.4	59.21
Irf2bpl	73.7	62.54	84.2	80.63
Irf3	27.94	32.16	25.03	28.71
Irf4	0.12	0.23	0.46	0.29
Irf5	13.77	14.38	14.2	13.35
Irf6	0.19	0.08	2.26	1.8
Irf7	42.26	38.9	87.02	91.16
Irf8	2.56	2.62	4.14	4.13
Irf9	32.94	34.39	50.85	47.18
Irg1	0.17	0.04	0.05	0.48
Irgc1	0.06	0.06	0	0
Irgm1	36.94	33.65	63.6	58.08
Irgm2	20.81	16.1	30.81	27.94
Irgq	17.24	13.91	17.09	14.87
Irs1	17.51	13.2	13.79	11.99
Irs2	7.33	6.08	10.53	8.53
Irs3	1.33	1.05	0.57	0.86
Irs4	0	0.02	0	0
Irx1	99.82	101.55	99.34	104.62
Irx2	24.62	23.85	21.82	20.18
Irx3	11.32	14.18	10.86	12.52
Irx4	0	0	0.09	0.1
Irx5	9.91	9.53	8.7	8.21
Irx6	0	0	0.04	0
Isca1	94.91	85.54	97.34	92.53
Isca2	20.95	20.87	25.67	30.22
Iscu	98.76	102.86	102.59	104.56
Isg15	118.2	119.6	151.33	151.61
Isg20	21.24	19.16	20.73	22.63
Isg20l2	31.64	28.66	37.85	36.41
Isl1	0.13	0.09	0.19	0.2
Isl2	0	0.06	0	0.07
Islr	60.09	60.51	52.91	50.06
Islr2	0.2	0.23	0.4	0.19
Ism1	5.23	7.38	4.17	4.17
Ism2	0.79	0.75	0.53	0.5
Isoc1	48.29	42.03	44.89	44.76
Isoc2a	49.8	56.24	35.85	40.03
Isoc2b	8.23	11.69	9.34	7.62
Ispd	4.31	4.86	4.72	4.66
Israa	0.31	0.21	0.23	0.36
Ist1	86.36	76.5	72.35	70.76
Isx	0.06	0	0	0
Isy1	58.14	58.6	50.57	53.75
Isyna1	41.55	43.28	47.48	46.25
Itch	26.56	24.46	35.86	31.39
Itfg1	52.37	50.47	69.04	60.05
Itfg2	14.37	15.72	16.74	14.83
Itfg3	51.84	51.21	41.66	40.52
Itga1	18.18	15.47	19.76	18.28
Itga10	0.73	0.48	0.57	0.49
Itga11	67.44	61.64	60.43	54.46
Itga2	3.88	3.58	5.54	5.11
Itga2b	2.01	3.03	1.85	1.48
Itga3	3.83	3.12	8.74	8.22
Itga4	0.26	0.24	0.59	0.41
Itga5	198.09	175.12	259.87	252.89
Itga6	6.18	5.66	10.94	10.41
Itga7	6.69	5.21	12.53	11.6
Itga8	1.3	1.01	1.33	1.47
Itga9	21.05	18.96	21.35	19.53
Itgad	0.18	0.1	0.06	0.11
Itgae	0.09	0.12	0.13	0.13
Itgal	0.46	0.25	0.43	0.45
Itgam	4.43	3.39	7.07	6.32
Itgav	103.23	77.35	112.09	103.69
Itgax	0.91	0.42	0.71	0.94
Itgb1	755.4	699.04	864.67	818.86
Itgb1bp1	45.51	44.38	36.36	40.56
Itgb1bp2	1.32	2.04	5.67	5.39
Itgb2	10.24	9.75	16.51	14.94
Itgb2l	0	0	0.14	0.05
Itgb3	17.61	15.49	19.03	17.29
Itgb3bp	3.34	3.54	4.13	4.21
Itgb4	1.45	1.58	6.09	5.45
Itgb5	295.81	285.09	296.31	287.67
Itgb6	0.22	0.07	1.43	1.54
Itgb7	4.62	3.71	7.16	7.73
Itgb8	0.28	0.25	0.78	0.44
Itgbl1	5.27	4.36	5.95	4.96
Itih1	0	0	0	0
Itih2	0.63	1.07	0.73	0.68
Itih3	0.16	0.04	0.04	0.04
Itih4	0.07	0.04	0	0.08
Itih5	5.96	5.75	8.5	7.84
Itk	0.08	0.03	0.08	0.06
Itln1	0	0	0	0
Itm2a	39.75	38.09	35.03	36.5
Itm2b	711.45	738.87	785.92	778.39
Itm2c	271.61	261.31	234.62	234.42
Itpa	48.08	44.02	58.3	57.35
Itpk1	7.1	7.36	8.67	8.97
Itpka	0.06	0.06	0.2	0.07
Itpkb	14.41	13.14	15	14.05
Itpkc	12.05	11.09	10.17	11.08
Itpr1	10.03	8.35	10.92	9.69
Itpr2	7.47	7.24	8.68	7.82
Itpr3	12.45	10.96	15.37	14.26
Itprip	24.79	20.39	27.66	26.68
Itpripl1	8.61	6.11	7.68	6.84
Itpripl2	95.08	73.64	105.79	98.09
Itsn1	109.04	101.75	107.02	99.77
Itsn2	17.5	14.77	23.26	21.13
Ivd	30.1	31.84	25.92	25.23
Ivl	0	0.06	0.32	0.2
Ivns1abp	76.16	62.55	93.04	84.2
Iws1	14.68	12.96	15.42	14.08
Iyd	0	0	0	0
Izumo1	0	0	0.08	0.09
Izumo1r	0	0	0	0
Izumo2	0	0	0	0
Izumo3	0	0	0	0
Izumo4	5.59	6.9	4.07	3.95
Jade1	57.39	48.7	54.22	50.38
Jade2	6.23	5.03	5.5	5.05
Jade3	3.34	3.57	5.28	4.22
Jag1	22.97	20.58	40.05	34.67
Jag2	0.76	1.03	1.27	1.53
Jagn1	63.47	60.1	66.41	70.77
Jak1	269.16	247.1	281.41	258.23
Jak2	70.84	61.25	83.06	78.62
Jak3	4.7	5.21	6.35	5.76
Jakmip1	0	0.14	0.1	0.32
Jakmip2	0.44	0.72	0.72	0.5
Jakmip3	0.16	0.16	0.15	0.2
Jam2	7.83	6.99	9.11	9.14
Jam3	53.49	51.01	44.6	45.73
Jarid2	9.95	8.58	10.13	8.99
Jazf1	4.48	3.99	4.93	4.57
Jchain	0.58	0.32	0.12	0.36
Jdp2	86.84	94.6	100.39	96.83
Jkamp	42.4	40.67	38.25	40.53
Jmjd1c	13.68	12	17.66	14.64
Jmjd4	4.54	4.45	6.59	5.47
Jmjd6	56.29	55.04	66.8	65.47
Jmjd7	9.47	10.11	7	5.49
Jmjd8	17.04	21.96	19.71	19.2
Jmy	15.89	13.52	16.14	14.21
Josd1	36.24	34.61	40.43	38.11
Josd2	64.28	66.42	56.46	50.73
Jph1	2.13	1.74	2.99	2.39
Jph2	14.1	12.82	12.24	11.91
Jph3	0.17	0.14	0.03	0.06
Jph4	0.63	0.49	0.5	0.72
Jpx	0.55	0.35	0.44	0.56
Jrk	3.07	2.72	4.1	3.55
Jrkl	14.36	13.17	14.12	11.72
Jsrp1	2.37	2.08	4.27	6.19
Jtb	98.05	97.47	74.79	70.77
Jun	60.3	58.76	66.11	63.33
Junb	181.47	191.71	246.07	247.13
Jund	113.14	115.33	88.89	95.93
Jup	6.65	6.74	12.58	12.36
Kalrn	2.74	2.14	3.29	3.23
Kank1	9.09	8.56	8.01	8.31
Kank2	116.59	103.2	101	96.77
Kank3	3.27	3.6	2.75	3.66
Kank4	0.02	0.07	0.07	0.13
Kank4os	0.09	0.14	0.2	0.21
Kansl1	24.03	21.38	26.61	23.3
Kansl1l	5.73	5.72	6.4	5.99
Kansl2	52.74	49.59	60.68	56.58
Kansl3	36.79	33.37	36.85	36.06
Kantr	2.74	2.77	3.59	2.68
Kap	0	0	0	0.23
Kars	128.63	128.85	175.21	174.1
Kat2a	34.3	34.55	38	38.76
Kat2b	30.79	25.55	30.55	29.64
Kat5	24.67	25.03	26.09	27.79
Kat6a	20.83	17.8	24.22	20.93
Kat6b	8.75	8.83	8.89	8.15
Kat7	24.83	22.61	30.97	30.72
Kat8	19.6	23.57	22.95	24.46
Katna1	46.12	46.42	41.87	39.87
Katnal1	7.83	6.91	6.41	6.53
Katnal2	0.81	0.95	1.32	1.07
Katnb1	10.25	9.31	10.84	11.01
Katnbl1	17.08	15.15	20.1	20.42
Kazald1	15.37	15.18	10.76	11.47
Kazn	6.55	6.09	7.58	7.28
Kbtbd11	0.54	0.66	0.53	0.88
Kbtbd12	0	0.11	0.12	0.06
Kbtbd13	0.04	0.04	0.12	0.17
Kbtbd2	27.52	23.12	30.99	29.01
Kbtbd3	1.6	1.81	1.3	1.07
Kbtbd4	14.81	12.05	15.41	14.91
Kbtbd6	2.37	1.65	1.18	1.64
Kbtbd7	6.26	4.85	6.38	4.81
Kbtbd8	0.72	0.34	0.55	0.63
Kcmf1	48.91	48.1	58.21	58.99
Kcna1	0.17	0.19	0.22	0.37
Kcna10	0	0	0	0
Kcna2	0.04	0.08	0.08	0.04
Kcna3	0.06	0	0	0
Kcna4	0.07	0.07	0.02	0.13
Kcna5	0.18	0.22	0.2	0.37
Kcna6	0.11	0.21	0.24	0.17
Kcna7	0.03	0	0.1	0.14
Kcnab1	8.23	6.35	7.78	8.92
Kcnab2	4.12	3.73	4.3	4.17
Kcnab3	0.92	1.28	0.33	0.84
Kcnb1	0.2	0.21	0.24	0.2
Kcnb2	0	0	0	0.02
Kcnc1	0.03	0.01	0.03	0
Kcnc2	0.09	0.05	0.06	0.08
Kcnc3	0.13	0.15	0.16	0.34
Kcnc4	0.04	0	0	0
Kcnd1	12.45	11.7	10.39	10.16
Kcnd2	0.02	0	0	0
Kcnd3	0.11	0.06	0.12	0.07
Kcnd3os	0	0	0	0.12
Kcne1	0.03	0.07	0.04	0.04
Kcne1l	0.63	0.32	0.6	0.98
Kcne2	0	0	0	0
Kcne3	2.48	2.48	4.59	3.69
Kcne4	83.87	73.48	54.27	54.18
Kcnf1	0.02	0.09	0.15	0.05
Kcng1	0.05	0	0.05	0
Kcng2	0.51	0.51	0.43	0.71
Kcng3	0.13	0.03	0	0.07
Kcng4	0.09	0.09	0.13	0.2
Kcnh1	0.39	0.29	0.6	0.6
Kcnh2	0.83	1.12	1.16	1.21
Kcnh3	0.06	0.09	0.03	0.07
Kcnh4	0.14	0	0	0.1
Kcnh5	0.05	0	0	0
Kcnh6	0	0	0.04	0.09
Kcnh7	0	0	0	0.03
Kcnh8	0.03	0	0	0
Kcnip1	0	0	0	0
Kcnip2	0	0.06	0	0
Kcnip3	3.23	3.42	4.47	3.71
Kcnip4	0.61	0.23	0.37	0.38
Kcnj1	0	0	0	0
Kcnj10	0	0.02	0.07	0.02
Kcnj11	0	0	0	0.04
Kcnj12	0.05	0.15	0.11	0.45
Kcnj13	0	0	0	0.1
Kcnj14	0.42	0.21	0.27	0.14
Kcnj15	0.74	0.72	1.08	1.49
Kcnj16	0	0.03	0	0
Kcnj2	1.3	1.29	2.64	2.67
Kcnj3	0.02	0	0	0
Kcnj4	2.07	2.19	1.58	1.46
Kcnj5	0	0	0	0.03
Kcnj6	0.11	0	0.05	0
Kcnj8	1.37	1.13	1.55	2.48
Kcnj9	0.17	0.07	0.07	0.08
Kcnk1	0.29	0.1	0.89	0.6
Kcnk10	0	0	0	0
Kcnk12	0.8	0.35	1.31	0.78
Kcnk13	1.19	0.98	1.88	1.56
Kcnk15	0.22	0.34	0.37	0.38
Kcnk16	0	0	0	0
Kcnk18	0.04	0	0	0
Kcnk2	2.65	3.04	2.52	2.42
Kcnk3	1.17	1.1	1.69	1.01
Kcnk4	0	0.2	0.21	0.15
Kcnk5	2.58	2.44	2.39	2.48
Kcnk6	4.92	4.59	6.8	6.61
Kcnk7	0.1	0.42	0.22	0.12
Kcnk9	0.09	0	0	0
Kcnma1	1.48	2.48	2.47	2.38
Kcnmb1	0.44	0.34	0.71	0.68
Kcnmb2	0	0	0	0
Kcnmb3	0	0	0	0
Kcnmb4	0.68	0.17	0.35	0.39
Kcnmb4os1	0	0.31	0	0
Kcnmb4os2	0.08	0.26	0.09	0
Kcnn1	1.57	1.53	1.06	1.29
Kcnn2	0	0.11	0	0
Kcnn3	0.26	0.26	1.07	1.13
Kcnn4	1.54	1.42	2.25	2.72
Kcnq1	0.11	0.29	0.55	0.25
Kcnq1ot1	0.52	0.57	0.82	0.77
Kcnq2	0	0	0	0
Kcnq3	0	0	0	0
Kcnq4	1.67	1.47	4.08	3.15
Kcnq5	0.14	0.19	0.32	0.37
Kcnrg	0.31	0.5	0.2	0.21
Kcns1	0.08	0	0.18	0.09
Kcns2	0	0	0	0
Kcns3	0.42	0.27	0.34	0.52
Kcnt1	0	0	0	0
Kcnt2	2.4	2.51	3.5	2.51
Kcnu1	0.19	0.16	0.41	0.32
Kcnv1	0	0	0	0
Kcnv2	0.02	0.02	0.05	0.05
Kcp	3.43	4.14	2.48	2.3
Kctd1	3.33	3.36	5.04	3.1
Kctd10	156.82	144.38	149.33	148.59
Kctd11	48.31	43.92	57.63	59.04
Kctd12	26.09	22.44	20.65	18.72
Kctd12b	2.18	1.79	2.98	2.6
Kctd13	12.7	12.96	12.53	14.1
Kctd14	0.09	0.15	0.21	0.22
Kctd15	36.36	33.91	40.23	39.37
Kctd16	0.08	0	0.27	0
Kctd17	86.6	88.29	91.99	95.43
Kctd18	13.67	12.26	12.8	11.16
Kctd19	0	0	0	0
Kctd2	32.73	34.82	22.57	21.09
Kctd20	74.15	69.47	75.48	71.51
Kctd21	2.63	2.95	3.64	3.44
Kctd3	27.8	28.92	33.11	31.71
Kctd4	0.07	0.11	0.16	0.17
Kctd5	55.85	54.22	57.7	58.41
Kctd6	11.53	13.19	12.5	12.83
Kctd7	3.61	3.54	3.66	3.92
Kctd8	0.19	0.04	0.04	0.04
Kctd9	35.66	30.69	37.7	33
Kdelc1	50.37	51.45	60.96	53.9
Kdelc2	50.29	48.05	47.67	45.57
Kdelr1	196.9	226.32	213.52	215.94
Kdelr2	310.73	299.18	333.13	332.2
Kdelr3	136.24	147.83	181.82	168.85
Kdf1	0.13	0	0.07	0.29
Kdm1a	68.13	62.93	66.47	66.2
Kdm1b	8.27	7.85	6.42	6.31
Kdm2a	42.26	42.69	44.55	39.11
Kdm2b	19.46	18.84	20.98	19.05
Kdm3a	16.36	14.94	20.37	16.93
Kdm3b	22.72	19.13	24.7	20.5
Kdm4a	80.82	75.22	68.84	65.17
Kdm4b	15.85	15.21	17.82	16.86
Kdm4c	13.34	11.96	14.62	13.39
Kdm4d	0.21	0.08	0.23	0.14
Kdm5a	21.51	17.91	22.82	18.3
Kdm5b	41.64	34.44	38.3	34.32
Kdm5c	29.44	25.25	28.65	26.22
Kdm5d	13.14	11.54	11.72	10.24
Kdm6a	8.7	7.51	9.84	9.95
Kdm6b	21.81	23.95	26.24	23.67
Kdm7a	7.31	6.45	6.9	5.94
Kdm8	4.3	3.66	4.65	4.78
Kdr	8.32	8.24	10.93	10.3
Kdsr	15.26	14.35	17.01	15.67
Keap1	35.94	35.7	38.25	34.09
Keg1	0	0	0	0
Kel	0	0	0	0
Kera	0	0	0	0
Khdc1a	0	0	0	0
Khdc1b	0	0	0	0
Khdc1c	0	0	0	0
Khdc3	0	0	0	0
Khdrbs1	111.58	117.53	129.95	122.73
Khdrbs2	0	0.08	0	0
Khdrbs3	25.08	28.34	31.17	33.07
Khk	14.61	16.72	6.85	10.04
Khnyn	21.62	18.54	18.76	16.65
Khsrp	89.33	81.81	91.7	89.35
Kidins220	51.78	44.72	48.3	44.53
Kif11	31.51	28.23	35.69	32
Kif12	0	0	0	0
Kif13a	16.32	13.59	17.01	14.7
Kif13b	9.51	7.8	7.29	6.5
Kif14	6.88	5.67	7.24	6.23
Kif15	13.67	12.45	13.98	13.67
Kif16b	8.27	7.96	7.98	8.34
Kif16bos	0	0	0	0
Kif17	0.18	0.22	0.16	0.06
Kif18a	5.67	5.06	7.04	7.8
Kif18b	10.79	10.96	14.15	12.88
Kif19a	0.26	0.35	0.24	0.29
Kif1a	5.85	5.67	5.39	5.2
Kif1b	52.06	44	49.34	45.14
Kif1bp	33.07	33.74	34.58	39.25
Kif1c	101.22	94.49	86.71	82.99
Kif20a	64.27	58.91	72.54	68.52
Kif20b	18.24	14.9	21.42	19.94
Kif21a	8.05	8.32	6.89	5.96
Kif21b	20.41	18.13	23.27	22.08
Kif22	41.8	42.67	44.62	44.67
Kif23	25.2	23.56	27.82	27.54
Kif24	1.3	1.35	2.4	1.96
Kif26a	0.94	0.79	1.22	1.26
Kif26b	43.68	37.18	50.7	44.94
Kif27	0.34	0.22	0.29	0.28
Kif2a	45.36	36.74	48.35	46.86
Kif2b	0	0	0	0
Kif2c	32.9	31.79	35.52	39.57
Kif3a	18.63	21.93	19.44	16.97
Kif3b	21.51	18.49	21.03	19.79
Kif3c	8.36	7.72	8.28	9.37
Kif4	24.99	20.99	24.22	22.95
Kif4-ps	0	0	0	0
Kif5a	1.19	1.24	1.63	1.33
Kif5b	130.2	116.85	132.3	117.72
Kif5c	1.11	0.99	1.35	0.95
Kif6	0.43	0.25	0.24	0.32
Kif7	12.35	11.05	9.4	8.86
Kif9	0.8	1.24	1.29	1.11
Kifap3	40.69	39.96	40.38	39.39
Kifc1	56.28	48.31	48.63	44.14
Kifc2	0.94	0.95	1.45	0.36
Kifc3	24.34	21.51	21.55	20.06
Kifc5b	9.97	9.3	7.97	8.92
Kin	21.63	21.91	22.89	24.08
Kir3dl1	0	0	0	0
Kir3dl2	0	0	0	0
Kirrel	145.25	115.51	138.3	126.15
Kirrel2	0	0	0	0
Kirrel3	1.03	0.99	0.36	0.29
Kis2	0	0	0	0
Kiss1	0	0	0	0
Kiss1r	1.32	0.74	0.72	0.67
Kit	2.38	2.55	4.16	3.87
Kitl	15.49	13.21	17.78	16.4
Kiz	10.86	14.35	13.94	12.79
Kl	0	0	0	0
Klb	0.06	0.16	0.03	0.04
Klc1	130.69	111.56	130.25	124.2
Klc2	17.53	16.57	16.17	16.97
Klc3	1.79	1.61	1.26	2.03
Klc4	15.42	16.48	13.86	12.95
Klf1	0.44	0.52	0.32	0.25
Klf10	26.24	26.15	34.78	34.22
Klf11	8.29	6.98	8	7.35
Klf12	0.97	0.73	1.55	0.9
Klf13	25.77	24.14	25.86	23.82
Klf14	0	0	0.04	0
Klf15	9.91	10.63	6.38	7.9
Klf16	20.19	16.3	22.49	19.13
Klf17	0.03	0.03	0.03	0
Klf2	48.12	54.65	32.07	32.5
Klf3	66.12	57.39	68.6	63.66
Klf4	40.69	46.31	57.89	61.17
Klf5	2.86	2.3	4.54	4.65
Klf6	127.81	121.6	136.91	131.32
Klf7	17.86	16.39	19.68	17.85
Klf8	0.22	0.42	0.32	0.25
Klf9	64.45	72.5	86.83	80.64
Klhdc1	2.75	4.16	5.37	4.48
Klhdc10	29.02	25.32	29.94	27.31
Klhdc2	103.48	102.92	105.87	115.98
Klhdc3	80.61	78.26	85.69	91.81
Klhdc4	32.16	34.45	35.91	36.55
Klhdc7a	0.11	0.17	0.02	0.15
Klhdc7b	0	0	0	0
Klhdc8a	0.54	0.62	0.56	0.73
Klhdc8b	4.14	4.74	2.48	2.88
Klhdc9	2.61	3.51	3.01	3.62
Klhl1	0	0	0	0
Klhl10	0.22	0.61	0.3	0.13
Klhl11	13.4	10.09	14.78	11.86
Klhl12	15.85	14.29	13.88	14.12
Klhl13	16.08	14.62	18.77	18.28
Klhl14	0.03	0	0	0
Klhl15	2.96	3.68	3.77	3.3
Klhl17	9.75	9.58	7.09	7.99
Klhl18	12.52	10.45	12.67	12.3
Klhl2	19.45	16.65	17.79	18.69
Klhl20	16.46	14.1	19.18	18.68
Klhl21	27.58	23.95	23.85	22.15
Klhl22	48.01	49.98	47.97	50.5
Klhl23	5.39	4.22	4.59	4.02
Klhl24	22.38	18.32	21.64	19.92
Klhl25	11.87	10.29	11.63	11.5
Klhl26	28.38	24.37	30.97	31.06
Klhl28	9.42	7.44	9.82	8.02
Klhl29	6.62	6.68	7.59	7
Klhl3	0.36	0.1	0.28	0.24
Klhl30	0.33	0.29	1.19	1.16
Klhl31	0.14	0.07	0.55	0.69
Klhl32	0.1	0.14	0.21	0.22
Klhl33	0.84	1.35	1.61	0.72
Klhl34	0.08	0.13	0.28	0.24
Klhl35	0.46	0.29	0.25	0.52
Klhl36	6.85	6.76	7.87	8.3
Klhl38	0.1	0	0.22	0.06
Klhl4	2.26	1.6	1.92	2.34
Klhl40	0.54	0.68	2.85	3.02
Klhl41	1.61	1.58	6.23	6.03
Klhl42	8.62	6.43	9.27	8.21
Klhl5	43.65	39.63	46.48	45.32
Klhl6	1.7	1.58	1.81	1.78
Klhl7	19.38	17.02	18.13	16.38
Klhl8	4.2	4.17	3.83	3.15
Klhl9	55.77	44.46	55.83	53.05
Klk1	0	0	0	0
Klk10	0.17	0	0.92	0
Klk11	0	0	0.1	0
Klk12	0	0	0	0
Klk13	0	0	0	0
Klk14	0	0.09	0.1	0
Klk15	0	0	0	0
Klk1b1	0	0	0	0
Klk1b11	0	0	0	0
Klk1b16	0	0	0	0
Klk1b21	0	0	0	0
Klk1b22	0	0	0	0
Klk1b24	0	0	0	0
Klk1b26	0	0	0	0
Klk1b27	0	0	0	0
Klk1b3	0	0	0	0
Klk1b4	0	0	0	0
Klk1b5	0	0	0	0
Klk1b7-ps	0	0	0	0
Klk1b8	0	0	0	0
Klk1b9	0	0	0	0
Klk4	0.18	0	0.1	0.31
Klk5	0	0	0	0
Klk6	0	0	0.55	0.42
Klk7	0	0	0.49	0.07
Klk8	2.67	0.69	3.38	3.12
Klk9	0.38	0.23	0.33	0.43
Klkb1	0	0.05	0.05	0.05
Klra1	0	0	0	0.08
Klra10	0	0	0	0
Klra12	0	0	0	0.23
Klra13-ps	0	0	0	0
Klra14-ps	0	0	0	0
Klra15	0	0	0	0
Klra17	0	0	0	0
Klra18	0	0	0	0.27
Klra19	0	0	0	0
Klra2	0.19	0.32	0.41	0.21
Klra21	0	0	0	0
Klra22	0	0	0	0
Klra23	0	0	0	0
Klra3	0	0	0	0.1
Klra4	0	0	0	0
Klra5	0	0	0	0.11
Klra6	0	0	0	0
Klra7	0	0	0	0
Klra8	0	0	0	0
Klra9	0	0	0	0
Klrb1	0	0	0	0
Klrb1-ps1	0	0	0	0
Klrb1a	0.18	0.1	0.11	0.11
Klrb1b	0.2	0.46	0.22	0.06
Klrb1c	0.08	0.17	0.09	0.33
Klrb1f	0.21	0.44	0.24	0.08
Klrc1	0.06	0	0.19	0
Klrc2	0	0	0	0
Klrc3	0	0	0	0
Klrd1	0	0	0.15	0.15
Klre1	0	0	0	0.15
Klrg1	0	0	0.09	0
Klrg2	0.73	0.29	1.11	0.66
Klri1	0	0	0	0
