"Cont_1"	"Cont_2"	"SFN_1"	"SFN_2"
"LOC100506679"	0	0.2	0	0.1
"LOC100506682"	0	0	0	0
"LOC100506688"	0.05	0.17	0.02	0
"LOC100506700"	0	0	0	0
"LOC100506725"	0	0.56	0	0
"LOC100506730"	1.69	2.51	2.16	1.87
"LOC100506746"	2.4	2.17	1.29	1.39
"LOC100506747"	0	0	0	0
"LOC100506790"	0	0	0	0
"LOC100506801"	0.04	0.12	0.08	0.07
"LOC100506804"	1.31	1.83	1.49	0.74
"LOC100506834"	0	0	0	0
"LOC100506844"	34.68	43.63	37.86	46.68
"LOC100506858"	0	0	0	0
"LOC100506860"	2.63	2	2.52	1.92
"LOC100506869"	0	0	0	0
"LOC100506895"	0.63	0.6	0.12	0.16
"LOC100506985"	4.34	1.28	1.94	0.98
"LOC100506990"	9.26	8.27	9.24	10.72
"LOC100507002"	9.4	5.76	8.48	10.28
"LOC100507006"	0.17	0.36	0.14	0.17
"LOC100507053"	0.64	0.62	0.51	0.41
"LOC100507065"	5.61	5.08	4.68	4.31
"LOC100507073"	0	0	0	0
"LOC100507091"	0.04	0	0	0.13
"LOC100507140"	0	0	0	0
"LOC100507144"	0.4	0.54	0.4	0.41
"LOC100507156"	1.72	2.45	1.74	2.42
"LOC100507175"	0	0	0	0
"LOC100507194"	0	0	0	0
"LOC100507195"	0	0	0	0
"LOC100507201"	0	0	0	0
"LOC100507205"	0	0	0	0
"LOC100507250"	0.11	0	0	0.06
"LOC100507283"	0.22	0.17	0.07	0.09
"LOC100507291"	0.87	0.93	0.55	0.46
"LOC100507334"	0	0	0	0
"LOC100507346"	0.15	0.34	0.04	0.05
"LOC100507351"	0	0	0	0
"LOC100507373"	3.57	2.7	2.35	3.5
"LOC100507377"	0	0	0	0
"LOC100507384"	0	0	0	0
"LOC100507387"	0	0	0	0
"LOC100507388"	0	0	0	0
"LOC100507389"	0	0	0	0
"LOC100507391"	0	0	0	0.02
"LOC100507406"	0.35	0	0	0
"LOC100507424"	0	0.66	0.85	0
"LOC100507431"	0.64	0	0.39	0.07
"LOC100507437"	1.73	0.88	1.68	1.6
"LOC100507443"	0	0	0	0
"LOC100507462"	0.31	0.25	0.27	0.1
"LOC100507468"	0	0.65	0	0
"LOC100507472"	0.14	0.05	0.04	0
"LOC100507477"	0.59	0.77	0	0.61
"LOC100507487"	2.42	2.07	1.12	1.25
"LOC100507506"	0.83	0.97	0.65	0.37
"LOC100507534"	0	0	0.06	0
"LOC100507537"	0	0	0	0
"LOC100507547"	1.82	2.51	1.66	2.19
"LOC100507557"	0.11	0.45	0.61	0.52
"LOC100507564"	0.19	0.1	0.32	1.34
"LOC100507577"	1.53	1.1	1.05	0.77
"LOC100507600"	0.32	0.17	0.33	0.16
"LOC100507634"	0.33	0.7	0.55	0.89
"LOC100507639"	0	0	0	0
"LOC100507642"	0.3	0.4	0.24	0.57
"LOC100507661"	0.18	0	0.15	0.57
"LOC100508046"	0	0	0	0
"LOC100630923"	6.51	7.65	4.89	5.07
"LOC100631378"	0	0	0	0
"LOC100652758"	1.21	1.68	1.7	2.17
"LOC100652768"	0.61	1.93	1.23	0.96
"LOC100652931"	0	0	0	0
"LOC100652999"	0.2	0.74	0.11	0
"LOC100996249"	0	0	0	0
"LOC100996251"	0.15	0.08	0.18	0.11
"LOC100996255"	4.54	2.97	3.74	5.47
"LOC100996263"	0	0	0	0
"LOC100996286"	0.51	0.2	0	0.17
"LOC100996291"	0	0	0	0
"LOC100996324"	0	0.31	0	0
"LOC100996325"	0	0	0	0
"LOC100996338"	0	0	0	0
"LOC100996342"	0	0	0	0
"LOC100996349"	0	0	0	0
"LOC100996351"	0.81	0.43	0.76	0.61
"LOC100996385"	0	0	0	0
"LOC100996437"	0.74	0.32	0.12	0.15
"LOC100996447"	1.77	1.75	0.48	0.55
"LOC100996455"	0	0	0	0
"LOC100996579"	2.85	3.67	2.07	1.85
"LOC100996583"	0	0	0	0
"LOC100996634"	0.05	0.05	0.19	0
"LOC100996635"	0	0	0	0
"LOC100996654"	0	0	0	0
"LOC100996671"	0	0	0	0
"LOC100996679"	0	0	0	0
"LOC100996693"	0	1	0.13	0
"LOC100996694"	0	0	0	0
"LOC101054525"	0	0	0	0
"LOC101059948"	0	0	0	0
"LOC101060019"	0	0	0	0
"LOC101060091"	1.63	0.29	2.1	1.17
"LOC101060321"	0.1	0.02	0.04	0.05
"LOC101060385"	0	0	0	0
"LOC101060389"	0.1	0.02	0.04	0.05
"LOC101060498"	0	0	0	0
"LOC101060524"	0	0	0	0
"LOC101060542"	0	0	0	0
"LOC101060553"	0.04	0.09	0.02	0.19
"LOC101241902"	0	0.21	0.16	0
"LOC101243545"	0	0.03	0	0
"LOC101409256"	0.3	0.11	0.2	0.2
"LOC101448202"	0	0.91	0	0
"LOC101559451"	0	0.48	0.82	0.51
"LOC101593348"	0.16	0.13	0.31	0.16
"LOC101805491"	0	0	0	0
"LOC101926889"	0.09	0.05	0.17	0
"LOC101926892"	0	0	0	0
"LOC101926897"	0	0	0	0
"LOC101926898"	0	0	0	0
"LOC101926905"	0	0	0	0
"LOC101926908"	0	0	0	0
"LOC101926911"	0.31	0.46	0.15	0.19
"LOC101926913"	0	0	0	0
"LOC101926915"	0	0	0	0
"LOC101926933"	0	0.99	0.8	0
"LOC101926935"	0.69	0.32	0.18	0.19
"LOC101926940"	6.61	3.68	1.81	2.27
"LOC101926941"	3.26	3.19	2.33	2.33
"LOC101926942"	0	0	0	0
"LOC101926943"	0	0	0	0
"LOC101926944"	0	0	0	0
"LOC101926955"	0.06	0	0	0.06
"LOC101926960"	0	0	0	0
"LOC101926962"	0	0	0	0
"LOC101926963"	0	0	0	0.3
"LOC101926964"	0	0	0	0
"LOC101926966"	0	0	0	0
"LOC101926975"	0	0	0.07	0
"LOC101927018"	0	0	0	0
"LOC101927020"	0	0	0	0
"LOC101927021"	2.59	2.96	1.7	1.34
"LOC101927023"	0	0	0	0.61
"LOC101927027"	15.96	14.05	9.46	8.82
"LOC101927040"	0	0	0.25	0.04
"LOC101927043"	0	0	0	0
"LOC101927045"	8.69	5.71	3.64	3.06
"LOC101927048"	0	0	0	0
"LOC101927051"	0.4	0.11	0.43	0.15
"LOC101927053"	0	0	0	0
"LOC101927055"	0	0.11	0	0
"LOC101927056"	0	0	0	0.17
"LOC101927058"	0	0	0	0
"LOC101927062"	0	0	0	0
"LOC101927066"	0	0	0	0
"LOC101927069"	0	0	0	0
"LOC101927070"	0	0	0	0
"LOC101927078"	0	0	0	0
"LOC101927079"	0	0	0	0
"LOC101927081"	0	0	0.13	0
"LOC101927082"	0	0	0	0
"LOC101927087"	0	0.18	0.04	0.06
"LOC101927100"	0	0	0	0.18
"LOC101927120"	0	0	0	0
"LOC101927123"	0	0	0	0
"LOC101927124"	0.27	1.42	0.99	0.81
"LOC101927131"	0	0	0	0
"LOC101927132"	0	0	0.06	0
"LOC101927136"	0	0	0	0
"LOC101927139"	0	0	0	0
"LOC101927142"	0.34	0	0	0
"LOC101927143"	0	0	0	0
"LOC101927151"	9.75	7.44	7.38	6.91
"LOC101927153"	0	0	0	0
"LOC101927156"	0	0	0	0
"LOC101927157"	0.78	0.19	0.14	0.18
"LOC101927159"	0	0	0	0
"LOC101927164"	0.32	0	0.38	0.4
"LOC101927166"	0	0	0	0
"LOC101927178"	0	0	0.14	0
"LOC101927179"	0	0	0	0
"LOC101927181"	3.63	2.27	1.6	0.93
"LOC101927188"	0.08	0.04	0.1	0.08
"LOC101927189"	0	0	0	0.03
"LOC101927190"	0	0	0	0
"LOC101927196"	0	0	0	0
"LOC101927204"	2.11	2.6	1.98	1.3
"LOC101927207"	0	0	0	0
"LOC101927211"	0.2	0	0.17	0.22
"LOC101927229"	0	0	0	0
"LOC101927230"	1.46	0.53	0	0
"LOC101927237"	0.05	0.16	0.08	0.49
"LOC101927239"	0	0	0	0
"LOC101927243"	0	0	0	0
"LOC101927244"	0	0	0	0
"LOC101927248"	0	0	0	0
"LOC101927257"	0.15	0.21	0.08	0.05
"LOC101927267"	0	0	0	0
"LOC101927269"	0	0	0	0
"LOC101927272"	0	0	0	0
"LOC101927274"	0	0	0	0
"LOC101927282"	0	0	0	0
"LOC101927284"	0	0	0	0
"LOC101927285"	0	0	0	0
"LOC101927286"	0	0	0	0
"LOC101927292"	0	0	0	0
"LOC101927296"	0	0	0	0
"LOC101927305"	0	0	0	0
"LOC101927310"	0	0	0	0
"LOC101927311"	0	0	0	0
"LOC101927314"	0	0	0	0
"LOC101927318"	0	0	0	0
"LOC101927322"	0	0.11	0	0
"LOC101927334"	0	0	0	0
"LOC101927342"	0	0	0	0
"LOC101927348"	0	0	0	0
"LOC101927354"	0	0	0	0
"LOC101927356"	0	0	0	0
"LOC101927358"	0	0	0	0
"LOC101927359"	0.39	0.21	0.15	0
"LOC101927365"	1.72	1.95	0.83	0.7
"LOC101927374"	0	0	0	0
"LOC101927378"	0	0.62	0.29	0.02
"LOC101927379"	0	0	0	0
"LOC101927391"	0.7	0.29	0.49	0.23
"LOC101927394"	0	0	0	0
"LOC101927406"	0	0	0	0
"LOC101927410"	0	0	0	0
"LOC101927411"	0	0	0	0
"LOC101927412"	0	0	0	0
"LOC101927415"	0.29	0.26	0.16	0.12
"LOC101927416"	0	0	0	0
"LOC101927418"	0	0	0	0
"LOC101927419"	0	0	0	0
"LOC101927421"	0	0	0	0
"LOC101927431"	0	0	0	0
"LOC101927434"	0	0	0	0
"LOC101927437"	0	0	0	0
"LOC101927438"	0	0	0	0
"LOC101927446"	0	0	0.05	0.07
"LOC101927450"	0	0.12	0	0
"LOC101927460"	0	0	0	0
"LOC101927464"	0	0	0	0
"LOC101927468"	0.22	0.39	0.58	0.37
"LOC101927472"	0	0	0	0.21
"LOC101927476"	0.27	0.13	0.12	0.06
"LOC101927478"	0	0	0	0
"LOC101927481"	0.78	0	0.26	0
"LOC101927482"	1.31	0.39	0.23	0.52
"LOC101927488"	0	0	0	0
"LOC101927495"	0	0	0	0
"LOC101927497"	0	1.86	0.4	0
"LOC101927501"	0.04	0.05	0.13	0.04
"LOC101927502"	0	0	0	0
"LOC101927523"	0	0	0	0
"LOC101927526"	0	0	0	0
"LOC101927539"	0.3	0.16	0.35	0.07
"LOC101927543"	0	0	0	0
"LOC101927549"	0	0	0	0
"LOC101927550"	1.44	1.41	1.26	1.74
"LOC101927557"	0	0	0	0
"LOC101927560"	0	0.1	0.04	0
"LOC101927571"	0	0	0	0
"LOC101927572"	2.96	1.81	3.01	2.01
"LOC101927575"	0	0	0	0
"LOC101927577"	0	0	0	0
"LOC101927580"	0	0	0	0
"LOC101927583"	0.37	0.04	0.03	0.08
"LOC101927587"	0	0	0	0
"LOC101927588"	0	0	0	0.09
"LOC101927592"	0	0	0	0
"LOC101927604"	0	0	0	0
"LOC101927606"	0	0	0	0
"LOC101927616"	0	0	0	0
"LOC101927619"	0	0	0	0
"LOC101927620"	0	0	0	0
"LOC101927623"	0	0.04	0	0
"LOC101927630"	0	0	0	0
"LOC101927636"	0	0	0	0
"LOC101927637"	0	0	0	0
"LOC101927640"	0	0	0	0
"LOC101927641"	0	0	0	0
"LOC101927650"	0	0	0	0
"LOC101927651"	0	0	0	0
"LOC101927653"	0	0	0	0
"LOC101927657"	0	0	0	0
"LOC101927661"	0	0	0	0
"LOC101927666"	0.01	0	0	0
"LOC101927668"	0	0	0.13	0
"LOC101927683"	0	0	0	0
"LOC101927686"	0	0	0	0
"LOC101927691"	0	0	0	0
"LOC101927692"	0.2	0	0	0
"LOC101927694"	0	0	0	0
"LOC101927697"	0	0	0	0
"LOC101927701"	1.51	2.01	0.16	0.79
"LOC101927708"	0	0	0	0
"LOC101927709"	0	0	0	0
"LOC101927730"	0	0	0	0
"LOC101927735"	0	0	0	0
"LOC101927740"	0	0	0	0
"LOC101927746"	16.04	22.41	16.61	17.31
"LOC101927755"	2.67	1.24	3.8	3.09
"LOC101927762"	0	0	0	0
"LOC101927765"	1.06	1.99	1.14	2
"LOC101927766"	0	0.03	0	0
"LOC101927768"	0.1	0.36	0.04	0.24
"LOC101927769"	0	0	0	0
"LOC101927770"	0.4	0.69	0.27	0.5
"LOC101927780"	0.36	0.2	0.04	0.05
"LOC101927787"	0	0	0	0
"LOC101927795"	0	0	0.23	0.14
"LOC101927797"	0	0	0	0
"LOC101927798"	0	0	0	0
"LOC101927811"	1.59	0.99	0.54	0.48
"LOC101927814"	0.24	0.08	0.13	0.24
"LOC101927815"	1.64	1.26	1.08	0
"LOC101927817"	0	0	0.08	0.16
"LOC101927822"	0	0	0	0
"LOC101927827"	0.14	0	0.15	0.25
"LOC101927829"	0	0	0	0
"LOC101927830"	0.56	0.28	0.21	0.41
"LOC101927835"	0	0	0	0
"LOC101927839"	0.19	0	0	0
"LOC101927843"	0	0	0	0
"LOC101927844"	0	0	0	0
"LOC101927845"	0	0	0	0
"LOC101927847"	0	0	0	0
"LOC101927849"	0	0	0	0
"LOC101927851"	0	0.88	0	0
"LOC101927854"	0	0	0	0
"LOC101927865"	0	0	0.45	0.28
"LOC101927869"	0	0	0	0
"LOC101927870"	0	0	0	0
"LOC101927876"	0	0	0	0
"LOC101927881"	0	0	0	0
"LOC101927884"	0.28	0	0.15	0.65
"LOC101927901"	0	0	0	0.03
"LOC101927905"	0	0	0.13	0
"LOC101927907"	0	0	0	0
"LOC101927911"	0.04	0.12	0.03	0.25
"LOC101927914"	0	0	0	0
"LOC101927915"	0	0	0	0
"LOC101927919"	0.3	0.06	0.1	0.06
"LOC101927924"	0	0	0	0
"LOC101927926"	0	0	0	0
"LOC101927932"	0	0	0.17	0
"LOC101927934"	0.3	0.54	0.4	0.31
"LOC101927948"	0	0	0	0
"LOC101927950"	0	0	0	0
"LOC101927954"	0	0	0	0
"LOC101927964"	0	0	0	0
"LOC101927967"	0	0	0	0
"LOC101927969"	0	0	0	0
"LOC101927972"	0	0	0	0
"LOC101927973"	0	0	0	0
"LOC101927987"	0	0	0	0
"LOC101928002"	0	0	0	0
"LOC101928008"	0	0	0	0
"LOC101928009"	0	0	0	0
"LOC101928012"	0	0	0	0
"LOC101928020"	0.86	1.19	0.67	0.4
"LOC101928030"	0	0	0	0
"LOC101928034"	0.08	0.24	0.18	0.08
"LOC101928035"	0	0	0	0
"LOC101928043"	0	0	0	0
"LOC101928048"	0	0	0	0
"LOC101928052"	0	0	0	0
"LOC101928053"	0.08	0.13	0.06	0.2
"LOC101928063"	0.19	0.18	0.15	0.11
"LOC101928068"	0.25	0.04	0.1	0.27
"LOC101928069"	1.18	1.89	2.89	1.83
"LOC101928075"	0	0	0	0
"LOC101928093"	0	0.55	0.28	0.36
"LOC101928100"	0	0	0	0.03
"LOC101928103"	0.3	0.45	0.13	0.55
"LOC101928105"	0	0.64	0.5	0.42
"LOC101928107"	0	0	0	0
"LOC101928118"	0	0	0	0.04
"LOC101928128"	0	0	0	0
"LOC101928131"	0	0	0	0
"LOC101928134"	0	0	0	0
"LOC101928135"	0	0	0	0
"LOC101928137"	0	0	0	0
"LOC101928140"	0	0	0	0.05
"LOC101928150"	0	0	0	0
"LOC101928161"	0.34	0	0	0
"LOC101928162"	0	0	0	0
"LOC101928163"	0	0	0	0
"LOC101928167"	0	0	0	0
"LOC101928168"	0	0	0	0
"LOC101928174"	0	0	0	0.1
"LOC101928191"	0	0	0	0.57
"LOC101928201"	0	0	0	0
"LOC101928203"	0	0	0	0
"LOC101928205"	0.05	0	0.04	0.09
"LOC101928211"	0	0	0	0
"LOC101928222"	0	0.2	1.07	0.1
"LOC101928223"	0	0	0	0
"LOC101928226"	0	0	0	0
"LOC101928227"	0	0	0	0
"LOC101928231"	0	0	0.07	0
"LOC101928233"	0	0	0	0
"LOC101928241"	0	0	0	0
"LOC101928253"	0	0	0	0
"LOC101928254"	0	0	0	0
"LOC101928259"	0	0	0	0
"LOC101928266"	0	0	0	0.02
"LOC101928269"	0	0	0	0
"LOC101928270"	0	0	0	0
"LOC101928272"	0	0	0.13	0
"LOC101928273"	0	0	0	0
"LOC101928279"	0	0	0	0
"LOC101928280"	0	0	0	0
"LOC101928283"	0	0	0	0
"LOC101928295"	0	0	0	0
"LOC101928298"	0	0	0	0
"LOC101928303"	0	0	0	0
"LOC101928304"	0.3	0	0.53	0
"LOC101928306"	0	0	0	0
"LOC101928307"	0	0	0	0
"LOC101928314"	0	0	0	0
"LOC101928322"	0	0	0	0
"LOC101928323"	0	0	0	0
"LOC101928324"	0	0	0	0.7
"LOC101928327"	0	0	0	0
"LOC101928333"	0	0	0	0
"LOC101928335"	0	0	0	0
"LOC101928336"	0	0	0.02	0
"LOC101928358"	0	0	0	0
"LOC101928370"	0.27	0.38	0.5	0.09
"LOC101928371"	0	0	0	0.26
"LOC101928372"	0	0	0	0
"LOC101928381"	0.42	0.27	0.07	0
"LOC101928386"	0	0	0	0
"LOC101928398"	0	0	0	0
"LOC101928401"	0	0	0	0.07
"LOC101928402"	0	0	0	0
"LOC101928404"	0	0	0	0
"LOC101928414"	0.64	0.92	0.54	0.23
"LOC101928416"	0	0	0	0
"LOC101928417"	0	0	0	0
"LOC101928418"	0	0	0	0
"LOC101928435"	0	0	0	0
"LOC101928436"	0	1.11	0	0
"LOC101928437"	0	0	0	0.07
"LOC101928438"	0	0	0	0
"LOC101928441"	0	0	0	0
"LOC101928443"	0	0	0	0
"LOC101928445"	0.05	0.31	0.12	0.15
"LOC101928446"	0.07	0.19	0.02	0.02
"LOC101928449"	0	0	0	0
"LOC101928453"	0.11	0	0	0
"LOC101928460"	0	0	0	0
"LOC101928461"	0	0.19	0.14	0.9
"LOC101928471"	0	0	0	0
"LOC101928476"	0	0	0.08	0
"LOC101928489"	0.88	0.73	0.42	0.24
"LOC101928491"	0	0	0	0
"LOC101928495"	0	0	0	0
"LOC101928505"	0	0	0	0
"LOC101928509"	0	0	0	0
"LOC101928514"	0	0.03	0	0.09
"LOC101928516"	0	0	0	0
"LOC101928517"	0	0	0	0
"LOC101928519"	0	0	0	0
"LOC101928523"	0	0	0	0
"LOC101928525"	1.2	1.16	0.79	1.31
"LOC101928530"	0.64	0.69	0.56	0.71
"LOC101928535"	0	0	0	0
"LOC101928539"	0	0	0	0
"LOC101928540"	0	0	0	0
"LOC101928551"	0	0	0	0
"LOC101928565"	0	0	0	0
"LOC101928567"	0	0	0	0
"LOC101928569"	0	0	0.22	0
"LOC101928580"	0	0	0	0
"LOC101928590"	0	0	0	0
"LOC101928597"	0	0	0	0
"LOC101928600"	0	0	0	0
"LOC101928605"	0	0.75	0	0
"LOC101928618"	0	0	0	0.06
"LOC101928622"	0.23	0.5	0.12	0.23
"LOC101928626"	0	0	0	0
"LOC101928650"	0	0	0	0
"LOC101928651"	0	0	0	0
"LOC101928661"	0	0	0	0
"LOC101928663"	0	0	0	0
"LOC101928673"	0.22	0.06	0.42	0.38
"LOC101928674"	0.68	0.72	1.48	0.44
"LOC101928682"	0	0	0	0
"LOC101928694"	0	0.09	0	0
"LOC101928696"	0	0	0	0
"LOC101928697"	0	0	0	0
"LOC101928700"	0	0	0	0
"LOC101928708"	0	0	0	0
"LOC101928710"	0.37	0.13	0	0
"LOC101928718"	0	0	0	0
"LOC101928730"	0	0	0	0
"LOC101928731"	0	0	0	0.06
"LOC101928737"	0	0	0	0
"LOC101928738"	0	0	0	0.07
"LOC101928739"	0	0	0	0
"LOC101928748"	0	0	0	0
"LOC101928751"	0	0	0	0
"LOC101928766"	0	0	0.01	0
"LOC101928767"	0	0	0	0
"LOC101928769"	0	0	0	0
"LOC101928775"	0	0	0	0
"LOC101928778"	0	0	0	0
"LOC101928782"	0	0	0	0
"LOC101928786"	0	0	0	0
"LOC101928790"	0	0	0	0
"LOC101928791"	0	0	0	0
"LOC101928794"	0.18	0	1.2	0.38
"LOC101928796"	0	0	0	0.11
"LOC101928797"	0	0	0	0
"LOC101928804"	0	0	0	0
"LOC101928809"	0	0	0	0
"LOC101928812"	0	0	0	0
"LOC101928823"	0	0	0	0
"LOC101928834"	0	0	0	0
"LOC101928837"	0	0	0	0
"LOC101928841"	0.05	0.1	0.08	0.15
"LOC101928844"	0.37	0	0.07	0
"LOC101928847"	0	0	0	0
"LOC101928851"	0	0	0	0
"LOC101928855"	0.45	0.12	0.09	0.14
"LOC101928858"	0	0	0	0
"LOC101928861"	0	0	0	0
"LOC101928865"	0.55	0.71	0.14	0.06
"LOC101928880"	0	0	0	0
"LOC101928882"	0	0	0	0
"LOC101928885"	0	0	0	0
"LOC101928886"	0	0	0	0
"LOC101928891"	2.07	2.66	0.17	0.87
"LOC101928894"	0	0	0	0
"LOC101928896"	0	0	0	0
"LOC101928909"	0.17	0	0	0
"LOC101928911"	0	0	0	0
"LOC101928936"	0	0	0	0
"LOC101928937"	0	0	0	0
"LOC101928940"	0	0	0	0
"LOC101928942"	0	0	0	0
"LOC101928943"	0	0	0	0
"LOC101928944"	0	0	0	0
"LOC101928961"	0	0	0	0
"LOC101928973"	0	0	0	0.71
"LOC101928977"	0	0	0	0
"LOC101928978"	0	0	0	0
"LOC101928979"	1.49	0.9	0.24	0.38
"LOC101928988"	0	0	0	0
"LOC101928989"	0	0	0	0
"LOC101928992"	0	0	0.06	0
"LOC101928994"	0	0	0.04	0
"LOC101928995"	0	0	0	0
"LOC101929019"	0	0	0	0
"LOC101929023"	0	0	0	0
"LOC101929034"	0	0	0	0
"LOC101929057"	0.19	0.11	0.09	0.08
"LOC101929058"	0	0	0	0
"LOC101929064"	0	0	0	0
"LOC101929066"	0.08	0.17	0.06	1.27
"LOC101929073"	0	0	0	0
"LOC101929076"	0	0	0	0
"LOC101929080"	0	0	0	0
"LOC101929084"	0	0	0	0
"LOC101929089"	0	0.24	0	0
"LOC101929095"	0	0	0	0
"LOC101929099"	0	0	0.04	0.16
"LOC101929106"	0	0	0	0
"LOC101929116"	0	0	0	0
"LOC101929122"	0	0	0	0
"LOC101929123"	0	0	0	0
"LOC101929124"	0	0	0	0
"LOC101929125"	0	0	0	0.41
"LOC101929128"	0	0.62	0	0.2
"LOC101929140"	0.86	0.81	0.2	0.2
"LOC101929144"	0	0	0	0
"LOC101929147"	8.88	12.91	10.49	10.59
"LOC101929148"	0	0	0	0
"LOC101929153"	0	0	0	0
"LOC101929154"	0	0	0	0
"LOC101929162"	0.23	0.12	0.05	0.46
"LOC101929164"	0	0	0	0
"LOC101929172"	0	0	0	0
"LOC101929181"	0	0	0	0
"LOC101929194"	0	0	0	0
"LOC101929199"	0	0	0	0
"LOC101929207"	0	0	0	0
"LOC101929210"	0	0	0	0
"LOC101929217"	0	0	0	0
"LOC101929224"	0	0	0	0
"LOC101929229"	0.52	0	0	0
"LOC101929231"	0.72	0	0.35	0.59
"LOC101929234"	0	0	0.06	0
"LOC101929237"	0	0	0.04	0
"LOC101929239"	0	0	0	0
"LOC101929241"	0	0	0	0
"LOC101929259"	0	0	0	0
"LOC101929260"	0	0.12	0	0
"LOC101929268"	0	0	0	0
"LOC101929279"	0	0	0	0
"LOC101929282"	0	0	0	0
"LOC101929284"	0	0	0	0
"LOC101929294"	0	0	0	0
"LOC101929295"	0	0	0	0.05
"LOC101929297"	0	0	0	0
"LOC101929312"	0	0	0	0
"LOC101929315"	0	0	0	0
"LOC101929319"	0	0	0	0
"LOC101929331"	0	0	0	0
"LOC101929337"	0	0	0	0
"LOC101929340"	0.52	0.37	0.48	0.79
"LOC101929353"	0	0	0	0
"LOC101929371"	0	0	0	0
"LOC101929372"	0	0	0	0.21
"LOC101929374"	0	0	0	0
"LOC101929378"	0	0	0	0
"LOC101929380"	0	0	0	0
"LOC101929384"	0	0	0	0
"LOC101929395"	0	0	0	0
"LOC101929406"	0	0	0	0
"LOC101929412"	0	0	0	0
"LOC101929413"	0	0	0	0
"LOC101929415"	0	0	0	0
"LOC101929420"	0	0	0	0
"LOC101929427"	0	0.48	1.23	0.5
"LOC101929431"	0.07	0.04	0.04	0
"LOC101929439"	0	0	0	0
"LOC101929441"	0	0.21	0	0.1
"LOC101929448"	0	0	0	0
"LOC101929450"	0	0	0	0
"LOC101929452"	0	0	0	0
"LOC101929454"	0	0	0	0
"LOC101929464"	0	0	0	0
"LOC101929468"	0.12	0	0	0
"LOC101929470"	0.47	0.28	0.25	0.21
"LOC101929473"	0	0	0	0
"LOC101929486"	0	0	0	0
"LOC101929488"	0	0	0	0
"LOC101929497"	0	0	0	0
"LOC101929504"	0	0	0	0
"LOC101929505"	0	0	0.03	0
"LOC101929512"	0	0	0	0
"LOC101929516"	0	0	0	0
"LOC101929517"	0	0	0	0
"LOC101929524"	0	0	0	0
"LOC101929526"	0	0	0	0.06
"LOC101929528"	0	0	0	0
"LOC101929529"	0	0	0	0
"LOC101929532"	0.1	0	0	0
"LOC101929541"	0	0	0	0
"LOC101929549"	0	0	0	0
"LOC101929550"	0	0	0	0
"LOC101929551"	0	0	0	0
"LOC101929555"	0	0.04	0	0.04
"LOC101929563"	0	0	0	0
"LOC101929565"	0	0	0	0
"LOC101929567"	0.09	0.03	0.04	0.02
"LOC101929570"	0	0	0	0
"LOC101929572"	0	0	0	0
"LOC101929574"	0.27	0	0	0
"LOC101929577"	0.05	0	0.08	0.1
"LOC101929579"	0	0.48	0	0
"LOC101929584"	0	0	0	0
"LOC101929586"	0	0	0	0
"LOC101929592"	0	0	0	0
"LOC101929595"	0	0.14	0.08	0
"LOC101929596"	0	0	0	0
"LOC101929607"	0	0	0	0.07
"LOC101929608"	0	0	0	0
"LOC101929613"	0	0	0	0
"LOC101929622"	0	0	0	0
"LOC101929625"	0	0	0	0
"LOC101929626"	0	0	0	0
"LOC101929631"	0	0	0	0
"LOC101929633"	0	0	0	0
"LOC101929645"	0	0	0	0
"LOC101929646"	0	0	0	0
"LOC101929653"	0	0	0	0
"LOC101929657"	0	0	0.1	0
"LOC101929660"	0	0	0	0
"LOC101929662"	0	0	0	0
"LOC101929679"	0.47	0	0	0
"LOC101929680"	0	0.04	0	0
"LOC101929681"	0	0	0	0
"LOC101929694"	0	0	0	0
"LOC101929696"	0	0	0	0
"LOC101929698"	0	0	0	0
"LOC101929705"	0.1	0.61	0.52	0.14
"LOC101929709"	1.7	1.47	0.59	1.01
"LOC101929710"	0	0	0	0
"LOC101929715"	0	0	0.11	0
"LOC101929717"	0	0	0.06	0
"LOC101929718"	1.42	1.43	1.29	1.05
"LOC101929719"	0	0	0	0
"LOC101929721"	0	0	0	0
"LOC101929723"	0	0	0	0
"LOC101929733"	0	0	0	0
"LOC101929741"	0	0	0	0.07
"LOC101929753"	0	0	0	0
"LOC101929754"	0	0	0	0
"LOC101929762"	0.05	0	0.04	0.05
"LOC101929767"	2.23	3.46	4.38	1.27
"LOC101929771"	0	0	0	0
"LOC101929829"	0	0	0	0.12
"LOC101929897"	0	0	0.19	0
"LOC101929983"	0	0	0	0
"LOC101930010"	0	0	0	0
"LOC101930071"	30.69	27.15	20.61	32.97
"LOC101930452"	0.02	0	0.02	0
"LOC102031319"	0	0	0	0
"LOC102467079"	0	0	0	0
"LOC102467080"	0	0	0	0
"LOC102467081"	0	0	0	0
"LOC102467147"	0.45	0	0	0
"LOC102467212"	0	0	0	0
"LOC102467213"	0	0	0	0
"LOC102467214"	0	0	0	0
"LOC102467216"	0	0	0	0
"LOC102467217"	0	0	0	0
"LOC102467222"	0	0	0	0
"LOC102467223"	0	0	0	0
"LOC102467224"	0	0	0	0
"LOC102467225"	0	0	0	0
"LOC102467226"	0	0	0	0
"LOC102467655"	0	0	0	0
"LOC102477328"	0.7	0	0	0
"LOC102503427"	0	0	0	0
"LOC102546226"	0	0	0	0
"LOC102546228"	0	0	0	0
"LOC102546229"	0	0	0.16	0
"LOC102546294"	0	0.05	0.04	0.14
"LOC102546298"	0	0	0	0
