"Cont_1"	"Cont_2"	"SFN_1"	"SFN_2"
"LOC101929577"	0	0	0.02	0.02
"LOC101929579"	0	0	0	0
"LOC101929584"	0	0	0	0
"LOC101929586"	0	0	0	0
"LOC101929592"	0	0	0	0
"LOC101929595"	0.02	0	0	0
"LOC101929596"	0	0	0.16	0.36
"LOC101929607"	0	0	0	0.05
"LOC101929608"	0	0	0	0
"LOC101929613"	2.5	0.75	9.02	7.74
"LOC101929622"	0	0	0	0
"LOC101929625"	0	0	0	0
"LOC101929626"	0.92	1.31	1.63	0.95
"LOC101929631"	0	0	0	0
"LOC101929633"	0.58	0.71	0.18	0.48
"LOC101929645"	0	0	0	0
"LOC101929646"	0	0	0	0
"LOC101929653"	0	0	0	0
"LOC101929657"	0	0.03	0	0
"LOC101929660"	0	0	0	0
"LOC101929662"	0	0	0	0
"LOC101929679"	0.19	0.06	0.09	0
"LOC101929680"	0	0	0	0
"LOC101929681"	0	0	0	0
"LOC101929694"	0	0	0	0
"LOC101929696"	0	0	0	0
"LOC101929698"	0	0	0	0
"LOC101929705"	0.03	0.08	0	0.04
"LOC101929709"	1.46	1.68	0.85	1.47
"LOC101929710"	0	0	0	0
"LOC101929715"	0	0	0	0.1
"LOC101929717"	0.02	0	0.03	0.06
"LOC101929718"	0.67	0.38	0.12	0.17
"LOC101929719"	0.65	0.26	0.41	0.18
"LOC101929721"	0	0	0	0
"LOC101929723"	0	0	0	0
"LOC101929733"	0	0	0	0
"LOC101929741"	0	0	0	0
"LOC101929753"	0	0	0	0
"LOC101929754"	0	0	0	0
"LOC101929762"	0	0	0	0
"LOC101929767"	3.51	4.79	4.04	4.01
"LOC101929771"	0	0	0	0
"LOC101929829"	0	0	0	0
"LOC101929897"	0.55	0	0	0
"LOC101929983"	0	0	0	0
"LOC101930010"	0.55	0.08	0.12	0.11
"LOC101930071"	1	1.09	1.93	1.68
"LOC101930452"	0.08	0.07	0.19	0.08
"LOC102031319"	0	0	0	0
"LOC102467079"	0	0	0	0
"LOC102467080"	0	0	0	0.73
"LOC102467081"	0	0	0	0
"LOC102467147"	0	0	0	0.75
"LOC102467212"	0	0	0	0
"LOC102467213"	0	0	0	0
"LOC102467214"	0	0	0	0
"LOC102467216"	0	0	0	0
"LOC102467217"	0	0	0	0
"LOC102467222"	0	0	0	0
"LOC102467223"	0	0	0	0
"LOC102467224"	0	0	0	0
"LOC102467225"	0	0	0	0
"LOC102467226"	0	0	0	0
"LOC102467655"	0	0	0	0
"LOC102477328"	0	0	0	0
"LOC102503427"	0	0	0	0
"LOC102546226"	0	0	0	0
"LOC102546228"	0	0	0	0
"LOC102546229"	0	0	0	0
"LOC102546294"	0.08	0.13	0.16	0.28
"LOC102546298"	0.71	0.25	0.81	0.35
"LOC102546299"	0	0	0	0
"LOC102577426"	0	0	0	0
"LOC102606465"	4.07	3.82	7.01	5.79
"LOC102606466"	0	0	0	0
"LOC102723330"	0	0	0	0
"LOC102723344"	0	0	0	0
"LOC102723354"	10.11	9.44	3.12	5.18
"LOC102723362"	0	0	0	0
"LOC102723373"	6.06	8.19	7.55	4.89
"LOC102723376"	0	0	0	0
"LOC102723377"	0	0	0	0
"LOC102723385"	0.69	0	0.23	0.25
"LOC102723427"	0	0	0	0
"LOC102723439"	0	0.16	0	0
"LOC102723448"	0	0	0	0
"LOC102723505"	0	0	0	0
"LOC102723517"	0	0	0	0
"LOC102723544"	0	0	0	0
"LOC102723582"	0.12	0.24	0	0
"LOC102723604"	0	0	0	0
"LOC102723617"	0	0	0	0
"LOC102723649"	0.15	0.16	0.25	0.44
"LOC102723661"	0	0	0	0
"LOC102723701"	0.19	0.11	0.04	0.14
"LOC102723703"	0.34	0.49	0.42	0.93
"LOC102723704"	0	0.04	0.06	0
"LOC102723709"	0	0	0	0
"LOC102723729"	0	0.25	0.4	0.7
"LOC102723766"	0.09	0	0.27	0.12
"LOC102723769"	0	0	0	0
"LOC102723778"	0	0	0	0
"LOC102723809"	0	0	0	0.19
"LOC102723824"	0.04	0	0	0.05
"LOC102723828"	0	0	0	0
"LOC102723831"	0	0	0	0
"LOC102723833"	0	0	0	0
"LOC102723854"	0	0	0	0
"LOC102723859"	15.72	15.12	14.16	13.44
"LOC102723883"	0	0	0	0
"LOC102723885"	0.13	0.27	0.21	0
"LOC102723895"	0	0	0	0
"LOC102723927"	0.2	0	0.22	0.1
"LOC102723968"	0	0	0	0
"LOC102724000"	0	0	0	0
"LOC102724009"	0	0.13	0	0
"LOC102724020"	0	0	0	0
"LOC102724034"	0	0.22	0	0
"LOC102724050"	0	0	0	0.22
"LOC102724053"	0	0	0	0
"LOC102724058"	0	0	0	0
"LOC102724084"	0.27	0.56	0.86	0
"LOC102724094"	8.77	10.08	13.31	12.09
"LOC102724096"	0	0	0	0
"LOC102724153"	0.06	0	0	0
"LOC102724163"	0	0	0	0.2
"LOC102724188"	0	0	0	0
"LOC102724190"	0	0.06	0	0.04
"LOC102724201"	0	0	0	0
"LOC102724238"	0	0	0	0
"LOC102724279"	0	0.21	0	0
"LOC102724297"	0	0	0	0
"LOC102724301"	2.6	3.15	2.96	1.53
"LOC102724312"	0	0	0	0
"LOC102724321"	0	0	0	0
"LOC102724323"	0.19	0	0	0
"LOC102724421"	0	0	0	0
"LOC102724434"	0.28	0.31	0.13	0.23
"LOC102724450"	0.27	0.29	0	0
"LOC102724467"	0.09	0	0	0.36
"LOC102724484"	0	0	0	0
"LOC102724511"	0	0	0	0
"LOC102724539"	0	0	0	0
"LOC102724552"	0	0	0	0.14
"LOC102724555"	0	0	0	0
"LOC102724589"	0	0	0	0
"LOC102724596"	0	0	0.9	0
"LOC102724601"	0.6	0.21	0.33	0
"LOC102724604"	0	0	0	0
"LOC102724612"	0	0	0	0
"LOC102724623"	0	0	0	0
"LOC102724651"	0	0	0	0
"LOC102724659"	0	0	0	0
"LOC102724661"	0	0	0	0
"LOC102724663"	0	0	0	0
"LOC102724691"	0	0	0.35	0
"LOC102724699"	0.15	0.31	0.18	0.36
"LOC102724710"	0	0	0	0
"LOC102724719"	0.22	0	0	0
"LOC102724776"	0	0	0	0
"LOC102724784"	0	0	0	0.26
"LOC102724804"	0	0	0	0
"LOC102724814"	4.43	6.74	5.68	6.92
"LOC102724849"	0	0	0	0
"LOC102724862"	0.05	0.06	0.01	0.02
"LOC102724874"	0	0	0	0
"LOC102724890"	0	0	0	0
"LOC102724913"	0	0	0	0
"LOC102724919"	0	0	0.23	0.82
"LOC102724927"	0	0.04	0.25	0.06
"LOC102724933"	0	0	0	0
"LOC102724957"	0	0	0	0
"LOC102724958"	0	0	0	0
"LOC102725079"	0	0	0	0
"LOC102800447"	0	0	0	0
"LOC103021295"	2.66	1.35	0	6.45
"LOC103091866"	1.9	2.41	4.14	4.91
"LOC103171574"	0.4	0.45	0.26	0.18
"LOC103191607"	0	0	0	0
"LOC103312105"	0	0	0	0
"LOC103344931"	1.72	2.2	1.5	1.53
"LOC103352541"	0	0	0	0
"LOC103611081"	0.76	0.94	1.02	1.03
"LOC103908605"	0.46	0.63	0.49	0.87
"LOC104054148"	0	0	0	0
"LOC104613533"	0	0	0	0
"LOC104968399"	0.76	0.1	0.29	0.26
"LOC105274304"	1.07	1.47	0.77	0.52
"LOC105370306"	0	0	0	0
"LOC105372441"	0	0.21	0	0
"LOC105372795"	0.3	0.3	0.18	0.65
"LOC105373300"	0	0	0	0
"LOC105373383"	1.82	2.15	0.67	1.38
"LOC105375734"	1.61	0.55	0.85	0
"LOC105376360"	0	0	0.04	0
"LOC105376671"	0.26	0.09	0.19	0.29
"LOC105377348"	0.7	0.92	0.95	2.03
"LOC105378732"	0.4	0.41	0.21	0.57
"LOC105447645"	0.79	0.85	0.28	0.47
"LOC105447648"	0	0	0	0
"LOC105616981"	0	0	0	0
"LOC105667213"	0	0	0	0
"LOC105747689"	0.03	0.09	0	0.12
"LOC105748977"	0	0	0	0
"LOC105755953"	0	0	0	0
"LOC113230"	3.72	3.57	3.09	2.45
"LOC115110"	0.33	0.39	0.46	0.44
"LOC143666"	3.53	3.88	2.82	3.16
"LOC145474"	0	0	0	0
"LOC145783"	2.25	1.95	2	1.68
"LOC145845"	0.02	0	0	0.02
"LOC146513"	0	0	0	0
"LOC146880"	12.92	13.25	12.08	14.31
"LOC148413"	24.84	25.75	25.17	27.8
"LOC148696"	0	0	0	0
"LOC148709"	0.12	0.21	0.1	0.16
"LOC149373"	0	0	0	0
"LOC149684"	0	0	0	0
"LOC149950"	0	0	0	0
"LOC150776"	8.62	8.45	7.74	9.38
"LOC150935"	0	0	0	0
"LOC151121"	0	0	0	0
"LOC151174"	0	0	0	0.04
"LOC151475"	0.08	0.1	0.06	0.03
"LOC151484"	0	0	0	0
"LOC152225"	0.05	0	0.04	0
"LOC152578"	0	0	0	0
"LOC153684"	0.51	0.8	0.82	0.45
"LOC153910"	0	0	0.04	0
"LOC154449"	0	0	0	0
"LOC154761"	0.57	0.46	0.37	0.33
"LOC155060"	1.52	1.35	0.97	0.89
"LOC157273"	0	0	0	0
"LOC158434"	0	0	0	0
"LOC158435"	0	0	0.03	0
"LOC171391"	24.31	24.83	19.23	18.62
"LOC1720"	0	0	0	0
"LOC200726"	0	0	0	0
"LOC200772"	0	0	0	0
"LOC202181"	1.61	2	1.4	1.97
"LOC220729"	16.25	19.74	17.05	19.68
"LOC221122"	0	0	0	0
"LOC221946"	0.15	0.71	0.23	0.24
"LOC253573"	0	0	0	0
"LOC254028"	0	0	0	0
"LOC254896"	0.66	0.43	0.64	0.95
"LOC255187"	0.42	0.26	0.52	0.23
"LOC255654"	0	0	0	0
"LOC256880"	0	0	0	0
"LOC257396"	4.75	4.72	5.44	4.24
"LOC283038"	0.25	0.14	0.11	0.14
"LOC283045"	0.37	0.31	0.15	0.16
"LOC283140"	0.02	0.06	0.29	0.34
"LOC283177"	0	0	0	0
"LOC283194"	0	0.02	0.06	0.05
"LOC283214"	0	0	0	0
"LOC283299"	0.09	0.02	0	0
"LOC283332"	0	0	0	0
"LOC283335"	2.01	2.38	2.64	2.99
"LOC283352"	0	0	0	0.2
"LOC283440"	0	0	0	0
"LOC283575"	0.04	0.11	0.03	0.02
"LOC283585"	0	0	0	0
"LOC283683"	0	0	0	0
"LOC283710"	0	0	0	0
"LOC283731"	0	0	0	0
"LOC283856"	0.02	0	0	0
"LOC283922"	5.63	6.89	6.6	6.05
"LOC284009"	0.79	0.13	0.84	0.19
"LOC284023"	7.66	7.6	4.52	4.84
"LOC284080"	0.58	0.81	0.31	0.68
"LOC284294"	0	0	0	0
"LOC284344"	0.1	0.23	0.05	0.22
"LOC284379"	0	0	0	0
"LOC284395"	0	0	0	0
"LOC284412"	0	0	0	0
"LOC284454"	13.08	15.75	15.02	15.17
"LOC284578"	0	0.02	0.03	0
"LOC284581"	1.04	0.98	0.92	1.07
"LOC284632"	0	0.03	0	0
"LOC284648"	0.19	0.04	0.23	0.05
"LOC284661"	0	0	0	0
"LOC284788"	0	0	0	0.05
"LOC284798"	0	0	0	0
"LOC284825"	0.03	0	0	0
"LOC284865"	0	0	0	0
"LOC284930"	0.31	0.43	0.41	0.41
"LOC284933"	0	0	0	0
"LOC284950"	0	0	0	0
"LOC285000"	0	0	0	0
"LOC285043"	0	0	0	0
"LOC285074"	14.41	14.78	14.46	16.35
"LOC285484"	0	0	0	0
"LOC285593"	0	0.14	0	0.04
"LOC285626"	0.18	0.25	0	0.1
"LOC285627"	0	0	0	0
"LOC285629"	0.12	0.02	0.07	0.03
"LOC285692"	0	0	0	0
"LOC285696"	0	0	0	0
"LOC285740"	0	0	0	0
"LOC285762"	0	0	0	0
"LOC285766"	0	0	0	0
"LOC285768"	0.21	0.1	0	0.03
"LOC285804"	0	0	0	0
"LOC285819"	0	0	0	0
"LOC285847"	0	0	0	0.04
"LOC285889"	0	0	0	0
"LOC286059"	0.1	0.18	0.21	0.22
"LOC286083"	0	0	0	0
"LOC286114"	0	0	0	0
"LOC286177"	0	0	0	0
"LOC286238"	0	0	0	0
"LOC286297"	0	0	0	0
"LOC286359"	0	0	0	0
"LOC286370"	0	0	0	0
"LOC286437"	0.94	1.06	0.66	1.28
"LOC338694"	0	0	0	0
"LOC338797"	0	0	0	0
"LOC338963"	0	0	0	0.06
"LOC339059"	0	0	0.04	0.07
"LOC339166"	0.03	0.09	0.05	0.04
"LOC339260"	0	0	0	0
"LOC339298"	0	0	0	0
"LOC339529"	0	0	0	0
"LOC339539"	0	0	0	0
"LOC339568"	0	0	0	0
"LOC339593"	0	0.02	0	0
"LOC339622"	0	0	0	0
"LOC339666"	0.07	0	0.49	0.24
"LOC339803"	6.24	5.86	6.07	6.2
"LOC339807"	0	0	0	0.08
"LOC339862"	0	0	0	0
"LOC339874"	0	0	0	0.04
"LOC339975"	0	0.02	0	0
"LOC340017"	0	0	0	0
"LOC340074"	0	0	0	0
"LOC340107"	0	0	0	0
"LOC340113"	0	0	0	0
"LOC340357"	0	0	0	0
"LOC340512"	0	0	0	0
"LOC341056"	0.03	0	0	0
"LOC343052"	0	0.11	0	0
"LOC344887"	8.4	8.97	40.84	46.94
"LOC344967"	0.11	0.04	0	0
"LOC349160"	0	0	0	0
"LOC374443"	3.68	4.13	3.99	5.41
"LOC375196"	0	0	0	0
"LOC387810"	0	0	0	0
"LOC388242"	1.89	1.78	0.9	1.01
"LOC388282"	0.27	0.37	0.41	0.18
"LOC388406"	0	0	0	0
"LOC388436"	0.07	0.11	0.12	0.13
"LOC388692"	3.11	2.64	5.43	5.46
"LOC388780"	0.23	0.16	0.24	0.32
"LOC388813"	0.03	0	0	0
"LOC388849"	0	0	0	0
"LOC388882"	0.25	0.22	0.27	0.34
"LOC388942"	0	0	0.05	0.08
"LOC389033"	0	0	0	0
"LOC389199"	0	0	0	0
"LOC389247"	0.34	0.35	0.26	0.7
"LOC389332"	0.13	0.1	0.05	0
"LOC389602"	0.17	0.19	0.47	0.42
"LOC389641"	5.1	5.5	4.83	5.07
"LOC389705"	0	0	0	0
"LOC389765"	0.6	0.52	0.85	1.06
"LOC389895"	0	0	0	0
"LOC389906"	11.53	12	10.58	12.63
"LOC390705"	0	0	0	0
"LOC391003"	0	0	0	0
"LOC391322"	0	1.26	1.09	0.58
"LOC392196"	0	0	0.06	0
"LOC392232"	0	0	0	0
"LOC392364"	0	0	0	0
"LOC392452"	0	0	0	0
"LOC399715"	0.09	0.16	0	0.09
"LOC399815"	2.63	3.11	5.16	5.42
"LOC399886"	0	0	0	0
"LOC400043"	0.38	0.13	0.25	0.22
"LOC400541"	0	0	0	0
"LOC400548"	0	0	0	0
"LOC400553"	0	0	0	0
"LOC400558"	0	0	0	0
"LOC400620"	0	0	0	0
"LOC400655"	0	0	0	0
"LOC400661"	0	0	0	0
"LOC400684"	1.13	0.67	0.9	1.08
"LOC400685"	0	0.03	0	0
"LOC400706"	0.81	0.77	0.41	0.65
"LOC400736"	0	0	0	0
"LOC400794"	0	0	0	0
"LOC400867"	0.06	0.06	0.02	0.04
"LOC400927"	1.75	1.56	1.24	0.86
"LOC400927-CSNK1E"	0.37	0	0.85	1.54
"LOC400940"	0	0	0	0
"LOC400958"	0	0	0	0
"LOC400997"	0.03	0	0	0
"LOC401010"	0.1	0.08	0.14	0
"LOC401052"	0	0.04	0.05	0.04
"LOC401127"	0.07	0.03	0.15	0.09
"LOC401134"	0	0	0	0
"LOC401177"	0	0	0	0
"LOC401242"	0	0.02	0	0
"LOC401286"	0	0	0	0
"LOC401312"	0	0	0	0
"LOC401320"	1.21	1.87	1.1	0.89
"LOC401324"	0	0	0	0
"LOC401357"	0	0	0	0
"LOC401463"	0.02	0	0.03	0
"LOC401557"	0	0	0	0
"LOC401585"	2.79	0.88	0.49	2.55
"LOC403312"	0	0	0.02	0
"LOC403323"	0.28	0.06	0.08	0.38
"LOC407835"	0.13	0.13	0.15	0.04
"LOC414300"	0.17	0.17	0.08	0
"LOC439933"	0	0	0	0
"LOC439994"	10.41	11.33	12.16	10.73
"LOC440028"	0.57	0.73	0.52	0.78
"LOC440040"	0	0	0	0
"LOC440117"	0	0	0	0
"LOC440173"	0	0	0	0
"LOC440300"	0.75	0.94	0.44	0.49
"LOC440311"	0	0	0.05	0
"LOC440390"	0	0	0	0
"LOC440434"	13.72	13.59	10.71	12.11
"LOC440446"	0	0	0	0
"LOC440461"	0.38	0.66	0.21	0.23
"LOC440600"	0.1	0.21	0.06	0.03
"LOC440602"	0.05	0	0	0
"LOC440700"	0.05	0	0.07	0.07
"LOC440704"	0	0	0	0
"LOC440895"	0.06	0	0	0.12
"LOC440896"	0	0	0	0
"LOC440910"	0	0	0	0
"LOC440982"	0	0	0	0
"LOC441025"	0	0	0	0
"LOC441081"	0.04	0	0.04	0.01
"LOC441155"	0.19	0.2	0.1	0.29
"LOC441178"	0	0	0	0
"LOC441204"	0.07	0.03	0	0
"LOC441242"	2.39	2.55	2.59	2.23
"LOC441454"	0.3	0.59	0.13	0.68
"LOC441455"	0	0.03	0	0
"LOC441601"	0	0	0	0
"LOC441666"	0	0	0	0.01
"LOC442028"	0	0	0	0
"LOC442132"	0	0	0	0
"LOC442497"	0	0	0	0
"LOC494127"	0	0	0	0
"LOC494141"	0	0	0	0
"LOC51145"	0.1	0	0.15	0.28
"LOC541472"	0	0	0.06	0.11
"LOC541473"	0.49	0.74	1.02	0.99
"LOC550113"	0	0	0	0
"LOC553103"	1.78	1.62	0.83	1.11
"LOC55338"	0	0	0	0
"LOC554206"	0.77	1.32	0.72	1.6
"LOC554223"	0.6	0.77	1.2	1.7
"LOC554249"	1.03	1.7	1.54	2.18
"LOC574538"	0	0.02	0	0
"LOC606724"	0.27	0.71	0.89	0.39
"LOC613037"	4.02	4.88	5.87	6.65
"LOC613038"	1.89	1.78	0.9	1.01
"LOC613266"	0	0	0	0
"LOC63930"	0.02	0	0.05	0
"LOC641367"	0	0	0	0.03
"LOC641746"	0	0	0	0
"LOC642236"	2.89	3.2	3.41	4
"LOC642361"	4.67	5.01	5.3	3.59
"LOC642366"	0.25	0.3	0.43	0.46
"LOC642423"	8.57	5.64	8.88	4.13
"LOC642426"	0	0	0	0
"LOC642776"	0.03	0	0.04	0
"LOC642846"	5.67	7	3.87	4.94
"LOC642852"	6.25	7.38	6.51	7.53
"LOC642929"	0	0	0	0
"LOC642943"	0	0	0	0
"LOC643072"	2.35	2.06	1.82	1.59
"LOC643201"	0.13	0.17	0.2	0.32
"LOC643339"	0	0.13	0	0
"LOC643355"	0.02	0.02	0	0
"LOC643387"	0.06	0	0	0
"LOC643406"	0	0	0	0
"LOC643441"	0	0	0	0
"LOC643542"	0	0.04	0	0
"LOC643623"	0	0	0	0
"LOC643711"	0	0	0	0
"LOC643733"	0	0	0	0
"LOC643770"	0.21	0.15	0.05	0.08
"LOC643802"	0.09	0	0	0.06
"LOC643923"	0.32	0.2	0	0
"LOC644070"	0	0	0	0
"LOC644145"	0	0	0	0
"LOC644172"	0.13	0.1	0.05	0.04
"LOC644189"	0	0	0	0
"LOC644285"	0.05	0.04	0.07	0.13
"LOC644554"	0	0	0	0
"LOC644656"	0.95	2.87	2.06	3.05
"LOC644669"	0	0	0	0
"LOC644762"	0	0	0	0
"LOC644838"	0	0	0	0
"LOC644919"	0	0	0	0
"LOC644936"	0	0	0	0
"LOC645166"	15.41	14.52	15.02	18.57
"LOC645354"	0	0	0	0
"LOC645382"	0	0	0	0
"LOC645434"	0	0	0	0
"LOC645513"	6.87	7.75	5.05	5.54
"LOC645752"	0	0	0.03	0
"LOC645949"	0	0	0	0.03
"LOC646029"	0.03	0.06	0.09	0
"LOC646214"	0.31	0.42	0.26	0.36
"LOC646268"	1.41	1.19	2.03	1.71
"LOC646471"	2.18	2.06	1.71	2.26
"LOC646522"	0	0	0	0
"LOC646626"	0.26	0.36	0.63	1.5
"LOC646736"	0	0	0	0
"LOC646743"	0	0	0	0
"LOC646762"	4.84	6.09	8.64	10.09
"LOC646813"	0	0	0	0
"LOC646903"	0	0	0	0.15
"LOC646938"	0	0	0	0
"LOC647323"	0	0	0	0
"LOC647859"	0	1.06	0	1.86
"LOC648987"	5.28	5.04	5.42	6.13
"LOC649133"	0	0	0	0
"LOC649324"	0	0	0	0
"LOC649352"	0	0	0	0
"LOC650226"	0	0	0	0
"LOC650293"	0	0	0	0
"LOC652276"	3.24	3.47	4.17	5.1
"LOC653160"	0.98	0.56	0.7	1.02
"LOC653513"	0.07	0	0	0
"LOC653602"	11.85	10.77	3.92	5.62
"LOC653653"	0	0.43	0.51	0.16
"LOC653712"	0.78	1.29	0.91	1.63
"LOC653786"	0	0.16	0.1	0
"LOC654342"	8.09	5.26	5.89	6.74
"LOC654841"	0.11	0.09	0.22	0.14
"LOC727751"	7.45	7.2	3.03	4.07
"LOC727896"	0.02	0	0.05	0.02
"LOC727924"	0	0	0	0
"LOC728024"	1.82	1.64	1.67	1.44
"LOC728040"	0	0	0	0
"LOC728084"	0	0.02	0	0.06
"LOC728095"	0	0	0	0
"LOC728175"	0.03	0.09	0.13	0.08
"LOC728323"	3.35	3.82	4.02	3.69
"LOC728392"	0.77	0.5	0.57	0.92
"LOC728485"	0	0	0	0
"LOC728554"	70.69	77.28	65.75	63.64
"LOC728613"	1.49	1.3	1.49	1.33
"LOC728673"	0.65	0.89	0.48	0.75
"LOC728730"	1.27	1.34	1.39	1.28
"LOC728739"	0	0	0	0
"LOC728743"	1.87	1.59	0.72	0.64
"LOC728752"	0.49	0.74	0.55	0.81
"LOC728989"	0.52	0.19	0.19	0.23
"LOC729080"	0	0	0	0.39
"LOC729083"	0.14	0.07	0	0.39
"LOC729159"	0	0	0	0
"LOC729218"	1.86	2.31	2.08	2.36
"LOC729296"	0	0.08	0	0
"LOC729348"	0.27	0.41	0.05	0.13
"LOC729506"	0	0	0	0
"LOC729603"	0.29	0.17	0.3	0.49
"LOC729609"	0	0	0	0
"LOC729658"	0	0	0	0
"LOC729683"	0.05	0.09	0.03	0
"LOC729732"	0.04	0.11	0.02	0.16
"LOC729737"	1	1.58	2.46	2.62
"LOC729739"	0	0	0	0
"LOC729867"	0.73	0.69	0.97	1.01
"LOC729930"	0.06	0	0	0
"LOC729950"	0	0	0	0
"LOC729966"	0.31	0.31	0.63	0.42
"LOC729970"	0.46	0.53	0.6	0.36
"LOC729987"	0	0.07	0.07	0
"LOC730101"	1.24	1.23	0.59	0.73
"LOC730102"	1.92	1.74	1.16	1.07
"LOC730159"	0	0	0	0
"LOC730183"	7.65	7.97	7.6	5.82
"LOC730202"	1.76	2.74	2.9	3.44
"LOC730668"	0	0.01	0	0.02
"LOC731157"	0.36	0	0.59	0.26
"LOC731424"	0	0	0	0
"LOC79160"	0.26	0.07	0.1	0.09
"LOC79999"	0.07	0.11	0.12	0.13
"LOC80078"	0.05	0.07	0.16	0.11
"LOC81691"	6.27	7.46	7.35	6.86
"LOC90246"	5.87	5.57	3.19	3.81
"LOC90768"	2	2.31	2.56	2.83
"LOC90784"	5.51	6.8	6.97	8.18
"LOC91450"	0.06	0.06	0	0
"LOC93622"	16.81	18.73	14.81	15.02
"LOH12CR1"	3.58	3.77	3.72	3.2
"LOH12CR2"	0.22	0.34	0	0.35
"LONP1"	50.59	55.98	47.98	45.38
"LONP2"	27.7	32.14	32.4	32.64
"LONRF1"	5.68	5.97	4.56	4.84
"LONRF2"	0	0	0	0
"LONRF3"	0.09	0.11	0.21	0.16
"LOR"	0.29	0.15	0.07	0.06
"LOX"	0.13	0.1	0.33	0.28
"LOXHD1"	0	0	0	0
"LOXL1"	16.64	16.47	12.55	12.19
"LOXL1-AS1"	4.24	4.13	5.43	5.23
"LOXL2"	12.17	16.94	4.98	6.9
"LOXL3"	1.78	1.87	2.17	2
"LOXL4"	0.35	0.14	0.02	0.11
"LPA"	0	0	0	0
"LPAL2"	0.11	0.14	0.04	0.07
"LPAR1"	32.36	38.22	43.58	42.49
"LPAR2"	27.06	25.74	21.54	19.79
"LPAR3"	2	1.84	0.87	1.09
"LPAR4"	0	0	0	0
"LPAR5"	9.84	8.97	8.15	6.99
"LPAR6"	6.48	6.44	3.04	3.65
"LPCAT1"	48.13	61.7	47.48	49.23
"LPCAT2"	58.63	65	59.71	60.66
"LPCAT3"	78.1	86.39	41.48	45.33
"LPCAT4"	46.16	43.56	30.92	32.48
"LPGAT1"	13.5	16.27	16.2	18.99
"LPIN1"	27.08	26.74	27.01	26.96
"LPIN2"	1.86	2.45	2.48	2.85
"LPIN3"	14.62	15.54	13.36	14.31
"LPL"	0	0.04	0	0
"LPO"	0	0	0	0
"LPP"	3.65	4.17	4.05	4.33
"LPP-AS1"	0	0	0	0
"LPP-AS2"	2.73	2.75	3.2	2.91
"LPPR1"	0	0	0	0
"LPPR2"	8.13	8.55	7	8.42
"LPPR3"	0.02	0.07	0.1	0
"LPPR4"	0.11	0.13	0.03	0.03
"LPPR5"	0.1	0.09	0.21	0.28
"LPXN"	2.17	1.99	4.24	4.33
"LRAT"	0.15	0.23	0.22	0.26
"LRBA"	8.79	9.91	7.83	8.03
"LRCH1"	9.01	10.5	9.98	10.62
"LRCH2"	0.64	1.86	0	0.1
"LRCH3"	11.56	12.37	10.37	11.64
"LRCH4"	28.82	29.6	29.52	31.09
"LRCOL1"	0	0	0	0
"LRFN1"	0	0	0.02	0
"LRFN2"	0	0	0	0
"LRFN3"	4.87	5.73	5.36	4.43
"LRFN4"	19.42	25.08	27.76	27.27
"LRFN5"	0	0	0	0
"LRG1"	1.86	2.06	2.52	2.72
"LRGUK"	0.06	0.08	0.09	0.05
"LRIF1"	22.76	21.47	29.22	30.5
"LRIG1"	0.18	0.17	0.34	0.06
"LRIG2"	3.05	3.37	3.6	3.65
"LRIG3"	16.29	18.92	13.11	12.68
"LRIT1"	0	0	0	0
"LRIT2"	0	0	0	0
"LRIT3"	0.01	0.03	0	0.1
"LRMP"	0.02	0.02	0	0
"LRP1"	16.52	17.04	8.15	9.57
"LRP1-AS"	0	0	0	0
"LRP10"	83.49	83.97	104.39	105.74
"LRP11"	47.02	55.38	54.14	55.73
"LRP12"	6.41	7.77	9.79	10.87
"LRP1B"	0.02	0.03	0.02	0.06
"LRP2"	0.03	0.06	0.01	0.03
"LRP2BP"	0.07	0.08	0.18	0.2
"LRP3"	0	0.01	0	0
"LRP4"	2.18	2.81	2.35	2.88
"LRP4-AS1"	0.23	0.15	0.39	0.4
"LRP5"	36.59	38.72	41.72	38.95
"LRP5L"	3.23	3.48	2.93	3.76
"LRP6"	4.09	5.22	4.94	5.88
"LRP8"	14.14	16.1	23.52	21.14
"LRPAP1"	16.31	16.46	14.63	15.35
"LRPPRC"	74.14	87.15	96.4	100.57
"LRR1"	40.25	41.35	43.69	40.22
"LRRC1"	23.38	25.44	23	23.97
"LRRC10"	0	0	0	0
"LRRC10B"	0	0	0	0
"LRRC14"	12.58	15.11	13.4	13.77
"LRRC14B"	0	0.07	0.05	0
"LRRC15"	0.02	0	0.01	0.03
"LRRC16A"	10.5	12.79	9.18	10.06
"LRRC16B"	0.16	0.1	0.12	0.13
"LRRC17"	0.15	0.15	0.18	0.07
"LRRC18"	0	0	0	0
"LRRC19"	0.01	0	0	0
"LRRC2"	0	0	0	0.01
"LRRC2-AS1"	0	0	0	0
"LRRC20"	23.68	23.67	19.12	18.44
"LRRC23"	7.86	7.48	4.31	4.15
"LRRC24"	0.68	0.71	0.67	0.55
"LRRC25"	0	0	0.03	0.03
"LRRC26"	2.5	3.07	2.55	2.68
"LRRC27"	2.85	3.39	2.84	2.65
"LRRC28"	14.09	12.73	9.85	9.39
"LRRC29"	1.04	0.5	0.45	0.72
"LRRC3"	0.39	0.32	0.35	0.28
"LRRC3-AS1"	0	0.17	0	0
"LRRC30"	0	0	0	0
"LRRC31"	0	0	0	0
