WT_1	WT_2	KO_1	KO_2
Kpnb1	101.27	95.6	97.37	104.78
Kprp	0.18	0.23	0.03	0.46
Kptn	14.68	15.05	16.51	11.37
Kras	21.93	22.41	16.64	23.81
Krba1	1.94	1.87	1.72	1.84
Krcc1	75.23	75.05	57.33	72.29
Kremen1	49.44	43.45	60.23	61.7
Kremen2	0	0	0.04	0
Kri1	20.57	18.06	20.81	19.23
Krit1	12.08	11.69	8.91	13.22
Krr1	9.52	9.81	9.87	10.63
Krt1	0.25	0.21	0.11	0
Krt10	2.55	3.7	2.8	2.44
Krt12	0	0	0.15	0
Krt13	0.38	1.21	0.36	0.18
Krt14	0.15	0.31	51.27	40.12
Krt15	0	0	0.11	0.14
Krt16	0	0	0.62	0.25
Krt17	0	0.21	35.08	32.32
Krt18	0.18	0.15	2.33	2.45
Krt19	92.45	76.48	100.61	70.33
Krt2	0	0	0	0
Krt20	1.2	0.91	2.53	2.53
Krt222	0.39	0.75	0.2	0.17
Krt23	0.8	0.75	0.36	0.38
Krt24	0	0	0	0
Krt25	0	0	0	0
Krt26	0	0	0	0
Krt27	0	0	0	0
Krt28	0.17	0.28	0	0.08
Krt31	0	0	0	0
Krt32	0	0	0.06	0
Krt33a	0	0	0	0
Krt33b	0	0	0	0
Krt34	0	0	0	0
Krt35	0	0	0	0
Krt36	33.62	33.81	37.52	30.6
Krt39	0	0	0	0
Krt4	0	0	0	0
Krt40	0	0	0	0
Krt42	0	0	0.3	0.61
Krt5	0	0	26.9	27.31
Krt6a	0	0	7.75	7.61
Krt6b	0	0	0	0
Krt7	1.16	0.72	14.8	13.91
Krt71	0	0	0	0
Krt72	0	0	0	0
Krt73	0	0	0	0
Krt74	0	0	0	0
Krt75	0	0	0	0
Krt76	0	0	0	0
Krt77	0	0	0	0
Krt78	0.03	0	0	0
Krt79	7.1	3.94	5.2	5.53
Krt8	0.2	0.23	5.87	6.92
Krt80	2.95	0.94	6.66	6.98
Krt81	0	0	0	0
Krt82	0	0	0	0.06
Krt83	0.13	0.06	0.49	0.32
Krt84	0	0	0	0
Krt85	0	0	0.06	0
Krt86	0	0	0	0.06
Krt9	0	0	0	0
Krtap1-3	0	0	0	0
Krtap1-4	0	0	0	0
Krtap1-5	0	0	0.09	0
Krtap10-10	0	0	0	0
Krtap10-4	0	0	0	0
Krtap11-1	0	0	0	0
Krtap12-1	0	0	0	0
Krtap13	0	0	0	0
Krtap13-1	0	0	0	0
Krtap14	0	0	0	0
Krtap15	0	0	0	0
Krtap16-1	0	0	0	0
Krtap16-3	0	0	0	0
Krtap17-1	0	0	0	0
Krtap19-1	0	0	0	0
Krtap19-2	0	0	0	0
Krtap19-3	0	0	0	0
Krtap19-4	0	0	0	0
Krtap19-5	0	0	0	0
Krtap19-9b	0	0	0	0
Krtap2-4	0	0	0	0
Krtap20-2	0	0	0	0
Krtap21-1	0	0	0	0
Krtap22-2	0	0	0	0
Krtap24-1	0	0	0	0
Krtap26-1	0	0	0	0
Krtap27-1	0	0	0	0
Krtap3-1	0	0	0	0
Krtap3-2	0	0	0	0
Krtap3-3	0	0	0	0
Krtap31-1	0	0	0	0
Krtap31-2	0	0	0	0
Krtap4-1	0	0	0	0
Krtap4-13	0	0	0	0
Krtap4-16	0	0	0	0
Krtap4-2	0	0	0	0
Krtap4-6	0	0	0	0
Krtap4-7	0	0	0	0
Krtap4-8	0	0	0	0
Krtap4-9	0	0	0	0
Krtap5-1	0	0	0	0
Krtap5-2	0	0	0	0
Krtap5-3	0	0	0	0
Krtap5-4	0	0	0	0
Krtap5-5	0	0	0	0
Krtap6-1	0	0	0	0
Krtap6-2	0.16	0	0.37	0.16
Krtap6-5	0	0	0	0
Krtap7-1	0	0	0	0
Krtap8-1	0	0	0	0
Krtap9-1	0	0	0	0
Krtap9-3	0	0	0	0
Krtap9-5	0	0	0	0
Krtcap2	167.3	158.71	170.11	223.11
Krtcap3	0.28	0.84	0.96	1.35
Krtdap	4.28	2.87	2.08	4.69
Ksr1	21.44	18.95	22.47	23.9
Ksr2	0	0	0.01	0
Kti12	23.8	24.27	28.1	20.77
Ktn1	58.12	51.8	48.41	62.88
Kxd1	65.97	66.38	58.85	62.13
Ky	0	0	0	0.04
Kynu	0	0	0	0
L1cam	0.45	0.15	0.2	0.19
L1td1	0	0	0.03	0
L2hgdh	22.54	22.52	18.48	18.27
L3hypdh	41.6	50.45	37.79	38.01
L3mbtl1	0.04	0	0	0
L3mbtl2	11.81	10.87	10.28	11.04
L3mbtl3	6.93	6.78	6.31	8.08
L3mbtl4	0	0	0.02	0
LOC100038947	0.25	0.29	0.06	0
LOC100040786	0	0	0	0
LOC100043315	0	0	0	0
LOC100048884	1.99	0	4.73	0
LOC100049077	0.54	0.94	1.1	0.25
LOC100125594	0	0	0	0
LOC100502896	0	0	0	0
LOC100503496	1.88	2.06	0.21	2.15
LOC100504039	0	0	0	0
LOC100504703	6.87	8.21	4.51	6.59
LOC100505025	0	0.3	0.06	0
LOC100861615	0.12	0	0	0
LOC100861978	0.94	0.95	1.23	1.2
LOC100862015	0	0	0	0
LOC100862268	0	0.06	0	0
LOC101055749	0	0	0	0
LOC101055863	0	0	0	0
LOC102631757	0	0	0	0
LOC102634401	0	0	0	0
LOC102636514	0	0	0	0
LOC105245869	0	0	0	0
LOC105246506	0.32	0.18	0.12	0
LOC106740	8.87	7.66	8.55	8.17
LOC432842	0	0	0	0
LOC666331	0	0	0	0
Lacc1	10.56	12.49	8.75	11.6
Lace1	32.13	31.61	24.33	26.29
Lactb	21.01	20.51	16.99	16.01
Lactb2	80.52	78.35	40.09	72.09
Lactbl1	0	0	0	0
Lad1	0.08	0.07	0.42	0.65
Lag3	1.45	1.14	1.79	1.22
Lage3	47.68	45.89	47.96	46.01
Lair1	0.39	0.32	0.59	0.66
Lalba	1.24	2.27	1.61	1.53
Lama1	1.14	0.79	1.73	1.74
Lama2	62.9	62.83	63.56	76.58
Lama3	0.13	0.11	0.81	1.42
Lama4	231.69	220.63	255.47	363.01
Lama5	1.1	0.72	1.45	1.54
Lamb1	387.82	366.04	497.53	474.7
Lamb2	111.38	94.4	143.41	132.12
Lamb3	4.69	4.35	6.2	7.08
Lamc1	433.94	412.02	478.34	573.21
Lamc2	15.01	13.74	26.42	28.47
Lamc3	2.47	2.72	0.82	0.99
Lamp1	576.5	650.56	454.79	592.45
Lamp2	447.97	488.27	419.88	597.86
Lamp3	0.04	0	0	0.03
Lamp5	0	0	0	0
Lamtor1	178.14	206.58	186.25	165.55
Lamtor2	182.63	183.04	188.11	161.93
Lamtor3	112.57	113.69	86.13	107.96
Lamtor4	80	81.02	100.89	62.58
Lamtor5	102.65	102.09	98.17	92
Lancl1	12.01	11.22	11.94	10.91
Lancl2	6.98	8.9	6.15	6.09
Lancl3	0.03	0.1	0.23	0.12
Lao1	0	0	0.05	0
Lap3	93.89	99.43	70.32	83.99
Laptm4a	387.19	447.89	252.38	431.33
Laptm4b	39.98	42.84	38.13	36.03
Laptm5	23.77	25.97	28.92	42.52
Large	26.7	25.68	32.74	35.11
Larp1	72.34	64.72	65.24	63.35
Larp1b	70.32	70.79	47.88	52.69
Larp4	49.49	51.28	35.58	45.86
Larp4b	48.44	41.34	44.06	46.18
Larp6	10.77	10.39	14.09	10.87
Larp7	19.11	18.93	16.46	16.84
Lars	49.69	46.07	64.09	53.37
Lars2	53.78	81.92	85.55	81.45
Las1l	38.41	37.27	37.89	34.2
Lasp1	106.46	97.03	104.83	124.06
Lat	0.1	0.34	0.61	0.48
Lat2	3.02	2.81	3.75	3.78
Lats1	19.49	19.42	15.56	21.87
Lats2	20.91	20.98	24.5	28.47
Lax1	0	0	0.08	0
Layn	87.32	67.67	101.55	125.83
Lbh	18.84	19.86	26.17	33
Lbhd1	0	0	0	0
Lbp	92.82	100.55	135.4	183.08
Lbr	13.33	14.15	13.32	15.06
Lbx1	0	0.13	0	0.14
Lbx2	0.16	0.13	0.24	0.3
Lca5	1.07	1.64	0.97	1.86
Lca5l	0.87	0.29	0.46	0.83
Lcat	1.63	1.39	1.58	0.78
Lce1a1	0	0	0	0
Lce1a2	0	0	0	0
Lce1b	0	0	0	0
Lce1c	0	0	0	0
Lce1d	0	0	0	0
Lce1e	0	0	0	0
Lce1f	0	0	0	0
Lce1g	0	0	0	0
Lce1h	0	0.16	0.14	0
Lce1i	0	0	0	0
Lce1j	0	0	0	0
Lce1k	0	0	0	0
Lce1l	0	0	0	0
Lce1m	0	0	0	0
Lce3a	0	0	0	0
Lce3b	0	0	0	0
Lce3c	0	0	0	0
Lce3d	0	0.21	0.18	0
Lce3e	0	0	0	0
Lce3f	0	0	0	0
Lce6a	0	0	0	0
Lck	0.41	0.25	0.49	0.39
Lclat1	17.07	18.13	15.16	20.38
Lcmt1	31.75	30.92	34.49	27.13
Lcmt2	11.48	12.76	10.06	9.55
Lcn10	0	0	0	0
Lcn11	0	0	0	0
Lcn12	0	0	0	0
Lcn2	30.14	33.63	118.98	131.74
Lcn3	0	0	0	0
Lcn4	0	0	0	0
Lcn5	0	0	0	0
Lcn6	0	0	0	0
Lcn8	0	0	0	0
Lcn9	0	0	0	0
Lcor	2.8	2.82	1.71	2.93
Lcorl	4.88	5.53	3.66	6.62
Lcp1	14.19	16.84	11.56	21.47
Lcp2	1.53	1.73	1.65	2.6
Lct	0.02	0	0.01	0.04
Lctl	14.14	13.87	12.19	12.75
Ldah	35.45	37.25	27.69	31.64
Ldb1	64	63.54	57.26	57.73
Ldb2	3.34	3.96	1.08	2.69
Ldb3	1.96	1.37	3.26	5.47
Ldha	3596.46	3578.26	3186.56	3194.77
Ldhal6b	0	0.07	0.39	0.41
Ldhb	267.73	290.83	147.29	117.28
Ldhc	0.09	0	0	0
Ldhd	4.3	3.76	5.77	3.8
Ldlr	58.38	54.67	59.43	63.52
Ldlrad1	0	0.11	0	0
Ldlrad2	0	0.06	0.1	0.06
Ldlrad3	12.6	12.93	7.75	11.78
Ldlrad4	5.89	5.77	6.87	7.77
Ldlrap1	23.47	22.48	22.92	23.96
Ldoc1	0.93	0.79	0.42	0.35
Ldoc1l	2.17	1.95	2.4	3.09
Leap2	0	0	0.21	0.79
Lect1	0.09	0.22	0.06	0.08
Lect2	0	0	0	0
Lef1	0.1	0.13	0	0.1
Lefty1	0.74	0.85	1.54	1.59
Lefty2	0.16	0.38	0.12	0.2
Lekr1	3.02	3.08	2.55	2.81
Lelp1	0	0	0	0
Lemd1	0	0	0	0.37
Lemd2	53.81	48.82	75.98	53.51
Lemd3	13.23	12.78	14.32	13.4
Lenep	9.44	9.23	6.4	5.84
Leng1	33.31	28.48	29.63	24.17
Leng8	33.13	29.96	19.64	33.55
Leng9	5.64	6.16	7.33	4.92
Leo1	32.53	33.02	24.67	27.79
Lep	0.04	0.19	0.11	0
Lepr	0.43	0.4	0.61	0.64
Leprot	73.82	74.9	79.85	98.63
Leprotl1	30.7	30.82	31.45	34.63
Letm1	170.14	166.32	136.17	120.67
Letm2	4.15	3.79	2.4	3.65
Letmd1	100.75	99.73	71.94	75.27
Lfng	11.47	11.72	10.28	10.08
Lgals1	1675.02	1907.74	1255.73	1712.25
Lgals12	66.69	75.46	47.99	63.07
Lgals2	0	0.38	0.34	0.22
Lgals3	433.5	416.41	424.62	468.75
Lgals3bp	721.93	804.89	631.92	647.1
Lgals4	10.2	11.66	4.11	9.36
Lgals6	2.51	0.87	0.81	1.2
Lgals7	0.22	0	5.24	3.85
Lgals8	61.58	65.16	45.92	66.47
Lgals9	36.59	50.12	48.58	74.56
Lgalsl	53.23	55.8	49.91	73.78
Lgi1	0.11	0	0.04	0.32
Lgi2	17.84	18.39	23.19	37.14
Lgi3	0.68	0.71	2.16	2.16
Lgi4	7.31	7.7	8.6	7.78
Lgmn	215.28	223.08	387.32	370.84
Lgr4	25.67	26.67	20.43	23.88
Lgr5	0.08	0.19	0.21	0.24
Lgr6	1.12	1.26	0.7	0.88
Lgsn	0	0	0.05	0
Lhb	0	0	0	0
Lhcgr	0	0	0	0
Lhfp	45.96	50.52	74.34	78.8
Lhfpl1	0	0	0	0.07
Lhfpl2	33.34	37.2	27.66	40.45
Lhfpl3	0	0	0	0.05
Lhfpl4	0.4	0.36	0.45	0.26
Lhfpl5	0	0	0	0.1
Lhpp	7.47	8.51	7.73	7.01
Lhx1	0.13	0.07	0.07	0
Lhx1os	0	0	0	0
Lhx2	0.11	0.14	0.4	0.25
Lhx3	0	0	0	0
Lhx4	0	0	0	0
Lhx5	0	0	0	0
Lhx6	0.15	0.1	0.11	0.25
Lhx8	7.36	6.91	4.28	3.41
Lhx9	0.29	0.06	0.22	0.17
Lias	102.94	93.99	80.89	76.17
Lif	2.84	1.82	4.13	4.8
Lifr	12.61	11.8	11.45	13.26
Lig1	6.92	5.98	7.08	6.39
Lig3	9.21	9.45	9.4	11.64
Lig4	5.3	5.69	5.27	5.45
Lilr4b	7.13	9.45	7.75	14.27
Lilra5	0.17	0.05	0.26	0.44
Lilra6	0.06	0.32	0.06	0.06
Lilrb4a	13.01	15.03	13.47	31.59
Lim2	0	0	0	0
Lima1	99.52	96.12	106.26	136.4
Limch1	0.85	0.48	0.89	1.2
Limd1	59.36	50.44	62.85	62.1
Limd2	9.79	10.77	8.7	9.77
Lime1	9.11	9.14	7.69	8.25
Limk1	155.43	127.08	142.26	151.83
Limk2	18.5	19.17	21.98	19.77
Lims1	36.61	40.81	39.23	57.94
Lims2	75.44	70.27	59.29	56.12
Lin28a	0	0	0	0
Lin28b	0	0.02	0.03	0.02
Lin37	19.53	19.55	23.53	14.74
Lin52	12.24	11.89	10.51	11.68
Lin54	5.94	5.18	4.76	6.5
Lin7a	0.4	0.33	0.29	0.52
Lin7b	1.46	1.55	1.65	0.7
Lin7c	33.47	32.86	29.02	33.94
Lin9	5.98	4.68	3.84	5.4
Linc-md1	0	0.22	0.2	0
Lincenc1	0.21	0.09	0.11	0.31
Lincpint	0.64	0.17	0.46	0.65
Lincppara	10.73	10.28	6.71	8.94
Lincred1	0.07	0.04	0.04	0
Lingo1	1.6	1.89	1.4	2.68
Lingo2	0	0	0.02	0
Lingo3	0.03	0.06	0.11	0.07
Lingo4	0	0.07	0	0.08
Lins	2.06	2.72	2.48	3.04
Lipa	134.29	128.54	88.88	121.07
Lipc	0	0.11	0	0
Lipe	709.39	717.69	564.97	576.76
Lipf	3.84	3.97	1.31	2.89
Lipg	9.84	12.64	3.81	3.62
Liph	0.19	0.33	0.27	0.25
Lipi	0	0	0	0
Lipk	0	0	0.04	0
Lipm	0	0	0	0
Lipn	0.74	0.7	0.25	0.55
Lipo1	15.13	15.93	12.01	17.72
Lipt1	16.17	16.61	9.73	12.01
Lipt2	7.69	7.5	8.65	8.33
Litaf	77.21	80.22	78.78	110.66
Lix1	0.35	0.46	0.29	0.33
Lix1l	49.93	49.95	50.19	54.64
Lkaaear1	0	0	0	0.17
Llgl1	18.11	16.87	20.54	20.3
Llgl2	3.67	4.05	3.37	3.19
Llph	69.67	71.78	57.63	71.08
Lman1	114.11	115.8	123.19	152.96
Lman1l	0.07	0	0.16	0
Lman2	136.31	145.17	112.42	123.27
Lman2l	26.28	25.89	22.49	20.76
Lmbr1	14.74	13.33	13.63	15.57
Lmbr1l	9.54	9.47	10.01	9.09
Lmbrd1	21.74	22.72	18.48	21.25
Lmbrd2	6.72	7.24	6.99	9.3
Lmcd1	2.26	1.99	9.3	12.65
Lmf1	46.35	51.01	39.31	45.46
Lmf2	32.25	31.13	37.16	37.06
Lmln	2.52	2.22	2.04	2.33
Lmna	265.96	263.42	309.92	277.8
Lmnb1	8.56	8.17	9.77	10.18
Lmnb2	5.1	4.26	6.68	6.08
Lmntd2	0.18	0.35	0.13	0.17
Lmo1	7.89	8.2	9.05	8.74
Lmo2	16.76	18.74	20.64	17.47
Lmo3	0	0.05	0	0
Lmo4	83.27	78.22	94.87	88.42
Lmo7	0.76	1.12	0.92	1.43
Lmod1	1.81	1.75	1.12	1.56
Lmod2	0.19	0.21	1.68	2.31
Lmod3	0.59	0.46	1.31	1.7
Lmtk2	9.99	9.65	8.09	8.61
Lmtk3	0.1	0.02	0.02	0.07
Lmx1a	0.29	0.15	0.33	0.41
Lmx1b	0.31	0.44	0.46	0.88
Lncbate1	31.05	29.52	17.58	24.57
Lnp	6.46	6.37	6.35	7.53
Lnpep	41.69	38.33	34.72	47.09
Lnx1	0.76	0.88	0.45	1.17
Lnx2	7.58	7.6	6.27	7.91
Loh12cr1	13.46	12.34	10.22	11.08
Lonp1	268.26	209.52	287.6	221.83
Lonp2	216.87	218.45	161.47	169.74
Lonrf1	10.6	8.58	11.88	9.14
Lonrf2	0.28	0.32	0.19	0.16
Lonrf3	2.4	2.18	2.18	2.88
Lor	0.14	0.06	0.05	0.13
Lox	1770.36	1592.76	1604.64	2642.47
Loxhd1	0	0	0	0
Loxl1	231.82	211.82	351.21	358.84
Loxl2	393.87	373.26	373.32	421.14
Loxl3	25.94	22.7	62.16	59.36
Loxl4	4.31	4.22	7.08	8.95
Lpar1	40.92	38.3	36.12	46.16
Lpar2	0.42	0.5	0.53	0.3
Lpar3	0.19	0.08	0.18	0.09
Lpar4	4.04	5.02	2.99	3.92
Lpar5	0.09	0.6	0.32	0.73
Lpar6	12.54	15.15	8.75	11.22
Lpcat1	5.03	5.34	6.53	7.24
Lpcat2	0.77	0.55	0.84	0.94
Lpcat2b	0	0	0	0
Lpcat3	249.12	283.62	178.2	238.67
Lpcat4	2.17	2.4	3	2.45
Lpgat1	110.67	113.64	110.09	141.17
Lpin1	318.69	288.18	201.02	214.37
Lpin2	5.87	5.71	5.67	6.49
Lpin3	17.86	18.05	18.56	16.07
Lpl	3999.52	4539.69	2187.1	2964.28
Lpo	0	0	0	0.04
Lpp	21.05	19.16	15.55	23.62
Lppos	15.29	15.19	11.89	12.78
Lppr1	0	0	0	0
Lppr2	7.66	6.63	8.87	8.34
Lppr3	7.56	8.95	7.04	7.96
Lppr4	0.12	0.09	0.08	0.12
Lppr5	0	0	0	0
Lpxn	5.55	5.48	3.43	5.25
Lrat	0	0	0	0
Lrba	10.08	9.81	8.08	10.03
Lrch1	4.71	4.21	4.58	5.15
Lrch2	0.26	0.51	0.27	0.63
Lrch3	20.68	21.55	16.26	21.43
Lrch4	17.11	15.85	16.27	16.06
Lrcol1	0	0	0	0
Lrfn1	0.37	0.74	0.8	0.58
Lrfn2	0	0	0.03	0
Lrfn3	5.95	5.29	6.57	5.5
Lrfn4	6.49	7.18	9.85	9.09
Lrfn5	0	0	0	0
Lrg1	278.7	223.54	1087.96	667.25
Lrguk	0	0.03	0.03	0
Lrif1	16.14	17.23	12.11	18.03
Lrig1	22.68	25.25	22.26	19.64
Lrig2	6.9	6.68	5.5	7.36
Lrig3	8.08	7.74	8.67	9.09
Lrit1	0	0	0	0
Lrit2	0	0	0	0
Lrit3	0	0	0	0
Lrmp	0.99	1.22	1.21	0.95
Lrp1	361.98	319.41	472.64	487.98
Lrp10	112.37	117.34	126.05	108.17
Lrp11	3.73	4.8	3.27	4.68
Lrp12	10.27	10.96	10.86	14.36
Lrp1b	0	0	0	0
Lrp2	2.81	1.78	6.49	7.52
Lrp2bp	0.21	0.39	0.24	0.23
Lrp3	36.26	37.65	39.28	35.22
Lrp4	0.87	0.85	0.64	0.65
Lrp5	47.74	46.6	47.04	41.68
Lrp6	41.74	38.09	36.14	41.1
Lrp8	0.65	0.52	0.67	0.95
Lrpap1	68.6	66.63	66.36	73.31
Lrpprc	80.57	80.09	75.65	64.33
Lrr1	0.33	0.28	0.37	0.47
Lrrc1	5.02	5.1	4.61	5.02
Lrrc10	0	0	0	0
Lrrc10b	0	0.05	0.09	0
Lrrc14	14.42	15.64	16.54	15.14
Lrrc14b	1.71	2.5	1.6	2.39
Lrrc15	0.11	0.13	1.59	2.82
Lrrc16a	6.94	6.6	5.01	5.68
Lrrc16b	0.77	1.06	0.55	0.49
Lrrc17	21.71	23.61	33.76	27.08
Lrrc18	0	0	0	0
Lrrc19	0	0	0	0.08
Lrrc2	0	0.03	0.07	0
Lrrc20	11.97	9.62	8.3	13.44
Lrrc23	0	0.07	0	0
Lrrc24	3.06	3.48	2.27	2.51
Lrrc25	3.41	4.9	4.13	5.23
Lrrc26	0	0	0	0
Lrrc27	14.99	18.41	10.83	14.13
Lrrc28	8.95	8.22	6.4	8.47
Lrrc29	1.58	1.78	1.53	1.51
Lrrc3	0.66	0.59	0.9	0.72
Lrrc30	0.07	0	0	0.13
Lrrc31	0	0	0	0
Lrrc32	30.3	25.74	38.31	58.01
Lrrc34	0.2	0.34	0.1	0.19
Lrrc36	0	0.04	0.04	0.22
Lrrc38	0	0	0	0
Lrrc39	39.51	44.29	22.94	28.83
Lrrc3b	0	0	0	0
Lrrc4	0.16	0.14	0.02	0.25
Lrrc40	12.42	12.25	11.08	13.42
Lrrc41	49.05	57.89	42.17	50.03
Lrrc42	20.28	18.89	24.29	21.82
Lrrc43	0.06	0	0	0
Lrrc45	16.28	12.88	20.17	15.93
Lrrc46	0.57	0.9	0.58	0.82
Lrrc47	35.05	30.94	41.43	27.93
Lrrc48	0.98	1.17	1.83	1.51
Lrrc49	5.68	5.9	6.51	7.05
Lrrc4b	0	0	0.07	0.04
Lrrc4c	0.17	0.29	0.03	0.2
Lrrc51	10.51	9.05	9.55	10.53
Lrrc52	0	0	0	0
Lrrc55	0.21	0.07	0.13	0.36
Lrrc56	5.6	5.82	5.43	4.44
Lrrc57	10.97	14.34	11.82	12.31
Lrrc58	105.95	105.92	90.01	99.78
Lrrc59	230.88	249.26	240.34	278.92
Lrrc6	0	0.05	0	0
Lrrc61	15.21	15.2	15.33	14.7
Lrrc63	0	0	0	0.05
Lrrc66	0	0	0	0.07
Lrrc69	0	0.18	0.08	0.2
Lrrc7	0	0	0	0
Lrrc71	0.09	0.14	0.03	0.08
Lrrc72	0	0	0	0
Lrrc73	1.16	0.99	1.08	0.94
Lrrc74a	0	0	0	0
Lrrc74b	0.11	0	0	0
Lrrc75a	5.44	5.48	7.04	9.9
Lrrc75b	0.13	0.04	0.2	0.07
Lrrc8a	39.48	34.74	43.75	44.87
Lrrc8b	2.24	2.74	3.1	3.44
Lrrc8c	1.53	1.95	2.41	4.22
Lrrc8d	27.34	30.47	19.68	26.64
Lrrc8e	2.52	2.15	2.93	3.94
Lrrc9	0.18	0.43	0.2	0.34
Lrrcc1	8.13	7.11	4.97	8.06
Lrrd1	0.04	0	0	0.04
Lrrfip1	62.57	57.17	60.07	79.61
Lrrfip2	21.86	21.75	21.99	20.94
Lrriq1	0	0.04	0.04	0.09
Lrriq3	0.91	1.24	0.62	1
Lrriq4	0	0	0	0
Lrrk1	9.97	7.96	10.74	13.1
Lrrk2	9.35	8.6	8.85	11.22
Lrrn1	0.16	0.08	0.12	0.33
Lrrn2	0.11	0.18	0	0.03
Lrrn3	0.14	0	0.08	0.33
Lrrn4	0.17	0.32	0.13	0.2
Lrrn4cl	68.61	68.09	71.23	74.21
Lrrtm1	0	0	0.04	0
Lrrtm2	0.1	0.14	0.06	0.1
Lrrtm3	0.03	0	0	0
Lrrtm4	0	0	0	0
Lrsam1	8.13	8.28	8.8	7.93
Lrtm1	0	0	0.01	0.05
Lrtm2	0	0	0.08	0.13
Lrwd1	13.26	10.32	12.31	13.5
Lsamp	0	0.04	0	0
Lsg1	22.02	21.42	22.19	20.59
Lsm1	21.41	23.44	17.14	20.07
Lsm10	26.17	24.87	19.09	21.03
Lsm11	3.95	3.93	5.43	4.67
Lsm12	58.5	60.46	35.68	63.64
Lsm14a	81.38	74.72	67.43	85.29
Lsm14b	38.26	33.2	38.61	36.07
Lsm2	23.08	21.57	15.35	17.33
Lsm3	53.27	47.76	45.89	42.4
Lsm4	86.66	82.29	119.21	74.52
Lsm5	23.8	23.8	16.37	21.5
Lsm6	5.51	6.44	7.52	5.51
Lsm7	58.12	78.4	67.35	70.75
Lsm8	25.05	25.64	42	26.82
Lsmem1	0	0	0.23	0.1
Lsp1	15.05	15.06	24.68	29.15
Lsr	1.03	0.93	1.82	1.8
Lss	52.85	49	45.22	43.55
Lst1	1.71	2.04	0.78	2.62
Lta	0	0.15	0	0.09
Lta4h	63.26	65.21	55.36	60.84
Ltb	0	0	0	0
Ltb4r1	0.8	0.3	0.67	0.68
Ltb4r2	0.09	0.22	0.13	0.25
Ltbp1	3.37	3.9	3.68	4.09
Ltbp2	18.36	13.27	29.33	29.5
Ltbp3	74.72	65.72	86.77	81.9
Ltbp4	8.85	8.34	10.11	7.3
Ltbr	61.11	62.1	80.76	80.3
Ltc4s	106.59	106.62	123.73	84.49
Ltf	0	0	0	0
Ltk	0.12	0	0.08	0.05
Ltn1	19.8	20.97	18.87	22.14
Ltv1	32.13	25.4	29.6	29.46
Luc7l	43.69	36.53	39.34	39.79
Luc7l2	91.06	84.54	73.17	88.76
Luc7l3	57.34	57.04	42.29	45.36
Lum	6.83	11.55	3.27	4.31
Lurap1	1.44	1.25	1.46	1.63
Lurap1l	18.47	17.59	20.57	15.84
Luzp1	32.8	30.89	29.81	37.39
Luzp2	0	0	0	0
Luzp4	0	0	0	0
Lvrn	14.15	11.66	21.87	23.77
Lxn	16.52	18.4	15.38	25.28
Ly6a	839.84	799.15	1017.19	1102.34
Ly6c1	278.15	252.15	290.46	431.46
Ly6c2	0.22	0.56	0.18	0.61
Ly6d	1.33	1.61	1.72	1.27
Ly6e	227.79	225.86	226.42	247.01
Ly6f	0	0	0	0
Ly6g5b	0.48	0.51	0.45	0.34
Ly6g5c	0	0.27	0	0
Ly6g6c	0	0	0	0
Ly6g6d	0	0	0	0
Ly6g6e	0	0	0	0
Ly6g6f	0	0.1	0	0
Ly6h	1.13	2.17	1.07	0.81
Ly6i	0.88	0.25	0.89	0.28
Ly6k	1.17	0.86	0.76	0.96
Ly75	0.87	1	1.32	1.47
Ly86	2.15	4.32	2.87	6.18
Ly9	1.97	2.66	2.53	3.68
Ly96	11.7	14.96	12.21	13.54
Lyar	20.01	22.73	17.12	22.35
Lyg1	0	0	0	0
Lyg2	0	0	0	0
Lyl1	0.54	0.4	0.36	0.58
Lyn	10.77	11.25	11.23	13.42
Lynx1	15.18	15.62	13.25	15.18
Lypd1	10.64	11.87	9.68	8.65
Lypd2	0	0	0	0
Lypd3	0	0	0.06	0.14
Lypd4	0	0	0	0
Lypd5	0	0	0	0
Lypd6	0	0.03	0	0
Lypd6b	0.26	0.18	0.36	0.25
Lypd8	0	0	0	0
Lypla1	84.95	87.49	45.36	76.51
Lypla2	49.9	46.89	50.82	44.72
Lyplal1	19.43	18.23	14.06	19.81
Lyrm1	11.75	11.87	4.07	9.59
Lyrm2	21.02	25.14	14.72	20.94
Lyrm4	9.32	11.06	7.3	8.7
Lyrm5	148.71	165.09	103.47	133.32
Lyrm7	6.93	6.95	3.07	5.84
Lyrm7os	0	0	0	0
Lyrm9	1.15	1.1	0.91	1.12
Lysmd1	11.29	11.43	13.18	10.44
Lysmd2	9.44	8.32	10.84	9.04
Lysmd3	15.57	16.16	9.45	18.52
Lysmd4	7.82	7.3	7	7.56
Lyst	14.57	13.53	17.02	24.36
Lyve1	34.44	41.21	29.15	41.13
Lyz1	11.94	13.11	13.67	17.99
Lyz2	449.4	506.54	605.28	645.69
Lyzl1	0	0	0	0
Lyzl4	0.13	0.11	0	0
Lyzl4os	0	0	0	0
Lyzl6	0	0.12	0	0
Lzic	81.95	82.65	54.68	60.52
Lztfl1	15.21	15.59	11.02	17.35
Lztr1	38.95	37.85	40.51	43.89
Lzts1	0.68	0.58	0.41	0.58
Lzts2	109.52	97.54	105.92	78.81
Lzts3	1.9	1.48	2.2	1.46
M1ap	0	0.2	0.18	0.23
M6pr	118.42	118.72	116.13	136.02
Maats1	0	0.04	0.1	0.12
